Name,Summary,eggman,2d,dr,ratchet,rayman,spyro,platforming,clank,sonic,platformer
Gex 3: Deep Cover Gecko,"get reacquainted with an all-new gex. and his miss adventures.

all-new character mechanics! scuba diving, gliding, maching gunning, fire-ball hurling and more
baywatch's marliece andrada stars as the beautiful agent xtra spoofing buxom spy babes of the past
all-new intuitive 3d camera system
over 25 all-new disguises! private gex, gex capone, count dracugex and more
over 1,000 wise-cracks and celebrity impressions from comedian dana gould
all-new secret playable characters

 
--box ",0,0,0,0,0,0,0,0,0,0
Ty the Tasmanian Tiger 2: Bush Rescue,"everyone's favorite tasmanian tiger returns to take back the outback this autumn in ty the tasmanian tiger 2™ bush rescue™.  ty, the wild yet charismatic, boomerang wielding tasmanian tiger will lead players through a brilliantly animated new 3d adventure set in the ruggedness and splendor of australia.   ty the tasmanian tiger 2 picks up where the original popular action platform game left off. the cast of characters from down under has grown, and so has the action! evil boss cass has broken out of currawong jail and hatched a plan to take over the world with an army of uber reptiles. it's up to our boomerang-wielding hero, ty, and his newly formed team of burramudgee bush rescue mates to stop him!  ty the tasmanian tiger 2 offers platform gamers a huge open environment to explore by foot and vehicle. gamers can now enjoy more excitement and adventure, with more boomerangs, ""mech units"" with special powers and abilities, off-road open world action, and a wide variety of gameplay styles.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,0,0,0,0
Disney Epic Mickey 2: The Power of Two,"unleash the power of the brush in an all new co-op adventure. join  mickey and oswald in an epic battle to save the magical world of  wasteland and change it forever. interact with your favorite characters  like never before in the most heroic adventure yet.
features

all in-game characters. even oswald the lucky rabbit, are fully voiced
get immersed in disney's rich history and challenge adversaries
discover disney's forgotten characters and new ones plus never before seen attractions
master 2d puzzle-based, platforming gameplay inspired by classic disney animated films & shorts
enjoy an original game story co-written by award-winning marv wolfman and junction point

source: official site ",0,1,0,0,0,0,1,0,0,0
Skylanders: Trap Team,"

kaos has blown up the walls of the feared cloudcracker prison freeing the most notorious villains in skylands! it’s up to you and the skylanders to find and capture them. using traptanium™, a magic material that can harness the power of the elements , you have the amazing ability to trap the villains and return them to skylands to fight for you! begin the ultimate adventure as you explore skylands in search of the escaped villains!
source: skylanders.com
 ",0,0,0,0,0,0,0,0,0,0
Frozen: Olaf's Quest,"disney frozen: olaf's quest, a side scrolling adventure starring olaf,  the carefree snowman, features an all-new story, which picks up where  the upcoming disney animated film leaves off. players of all ages can  play as olaf and use his unique snowman abilities to try and stay in one  piece throughout 60 action-packed stages across the frigid kingdom of  arendelle. this  incredible journey is filled with super-cool  puzzle-solving, hidden collectibles, unlockable goodies and challenges  rewarding for gamers of all skill levels.
source: official site ",0,0,0,0,0,0,0,0,0,0
Mega Man 6,"in the year 20xx, the first annual ""robot masters tournament"" is held. the tournament was designed to test the designing capabilities of the world's greatest engineers. therefore engineers and programmers  from the world over gathered to participate in this event. the tournament was hosted by a man known only as ""mr. x,"" who was one of the world's richest men and supposedly one of its greatest engineers.
dr. light, a pacifist, decided not to enter the tournament, but he took charge and did send mega man to go along and make sure that everything was safe for all the spectators and to discipline the robot masters. but as history has shown where trouble erupts, megaman is not too far away.
added by megaman2 ",0,0,0,0,0,0,0,0,0,0
Kung Fu Panda,"embark on an epic action-packed adventure based on the dreamworks animation movie kung fu panda! go beyond the movie as you experience kung fu awesomeness like never before on your quest to become the legendary dragon warrior.
 key features   master your kung fu skills as po, shifu, and the furious five! face dangerous foes on your legendary kung fu journey through 13 awesome levels spanning land, water, and air. team up with or battle against your friends in multiplayer mode. supports up to 4 players.
 
nds version key features   use your stylus to fight as po learns the special moves of the furious five! adventure as po and face dangerous foes across new lands. become a kung fu master on a legendary adventure
activision ",0,0,0,0,0,0,0,0,0,0
The Magical Quest starring Mickey Mouse (weekly jp sales),"one day while mickey mouse and his pals are playing ball in the park,  pluto falls off a cliff and into a world of mystery and magic. following  pluto's tracks, mickey must walk, run, hover, duck, and jump through  six levels of giant vines, strange creatures, dangerous mountains,  raging fires, and other magic-enhanced hazards in order to rescue pluto.  to help mickey in his journey, he can jump on or throw things  (including stunned creatures) at his adversaries. in addition to  employing these standard methods of attack, mickey can become a wizard, a  fearless firefighter, or a mountaineer. these costume changes give him  the ability to release bolts of magic energy, spray powerful streams of  water, and scale perilous mountains. once mickey acquires a costume, he  can put it on or take it off any time he wishes.
 
source: game manual ",0,0,0,0,0,0,0,0,0,0
Shovel Knight,"shovel knight: treasure trove is the full and complete edition of  shovel knight, a sweeping classic action adventure game series with  awesome gameplay, memorable characters, and an 8-bit retro aesthetic!  become shovel knight, wielder of the shovel blade, as he runs, jumps,  and battles in a quest for his lost beloved. take down the nefarious  knights of the order of no quarter and their menacing leader, the  enchantress.
but that’s not everything! shovel knight: treasure trove will feature  three additional campaigns that are games all unto themselves! take  control of plague knight, and specter knight on adventures of their own,  with king knight joining later as a free update! together, they form a  grand and sweeping saga!
with a fully cooperative campaign, a full-featured challenge mode,  body swap mode, and a 4 player battle mode (coming soon!) you’ll be  digging for a long time. with shovel knight: treasure trove, you get it  all. uphold the virtues of shovelry, earn relics and riches, and  discover the true meaning of shovel justice!
includes:
shovel knight: shovel of hope – steel your shovel blade and start digging through the adventure that  started it all! jump, battle foes, and discover treasures as you quest  to defeat the order of no quarter and their vile leader, the  enchantress. shovel knight: plague of shadows – prime your potions and become the maniacal alchemist plague knight in  his adventure to brew the ultimate potion! combine bomb parts to create  custom combinations, discover new items, areas and bosses, and maybe  even discover a bubbling romance. shovel knight: specter of torment – summon your scythe in the prequel to shovel knight! take control of  specter knight to dash through completely redesigned levels by climbing  walls, mastering a new arsenal of weapons, and slashing your foes to  ribbons. become the reaper, discover your melancholy past, and recruit  the order of no quarter! shovel knight: king knight’s campaign (coming soon) shovel knight: battle mode (coming soon)
source: developer ",0,0,0,0,0,0,0,0,0,0
Ratatouille,"fast-paced game packed full of missions, mini-games, daring heists, frenzied pursuits, and wild chases!!
* relive the movie’s most intense action scenes through the eyes of remy.
* over 30 challenging missions and mini-games.
* explore 6 action-packed, open-world environments.
* go head-to-head with multiplayer games.
* features voice talent from the film.
 
game website ",0,0,0,0,0,0,0,0,0,0
Wrecking Crew,"in the days before mario and luigi became sports stars in their downtime between plumbing and saving the princess, they tried their hands as one-man wrecking crews. with a hammer as their only tool, players take control of the brothers and set out to destroy ladders, rip out pipes, knock down walls and detonate explosive devices. but make sure to plan your path of destruction carefully, as each building is designed as its own clever puzzle—if you're not careful, you can easily trap yourself in a dead end. adding to the excitement and challenge are fireballs, enemies and an angry foreman roaming the buildings. they're all trying to stop you from moving on to the next stage. with 100 buildings to demolish and the ability to construct your own, it's a wonder mario and luigi ever got back to saving the mushroom kingdom. from www.nintendo.com:  ",0,0,0,0,0,0,0,0,0,0
Monsters vs. Aliens,"based on the dreamworks animation 3d feature film, the monsters vs.        aliens ™ video game puts the fate of the planet in players’ hands, to        save the world as only a monster can!
bash, skate, and ooze as the macho half-ape, half-fish the missing link,        the 49’11” tall woman, ginormica, and the gelatinous, indestructible,        and brainless b.o.b, with the help of the monstrous 350’ tall grub        insectosaurus. plus, team up with the brilliant but insect-headed dr.        cockroach, ph.d. in co-op mode, to save the earth from the        megalomaniacal alien gallaxhar.

 play as your favorite characters: bash, skate, ooze, spit, and leap as          the missing link, ginormica, and b.o.b.! 
 take the fight to the aliens: escape from a secret monster prison,          battle inside a giant robot, take down gallaxhar’s huge spaceship, and          more! 
 unique monster powers: rampage through the city as insectosaurus and          hack into alien technology as dr. cockroach, ph.d.! exclusive to the          ds! 
 ",0,0,0,0,0,0,0,0,0,0
Disney's Kim Possible: Revenge of Monkey Fist,"disney's kim possible: revenge of monkey fist is a 2d platformer game, developed by digital eclipse and published by thq,  which was released in 2002. ",0,1,0,0,0,0,0,0,0,1
Looney Tunes: Back in Action,"play as bugs and daffy in a hilarious slapstick action adventure inspired by their new movie.  looney tunes: back in action™ is a hilarious new adventure featuring everyone’s favorite cartoon twosome, bugs bunny and daffy duck, in a globetrotting scavenger hunt to find the mythical blue monkey diamond. from hollywood to las vegas, from paris to the jungle, our roving heroes must run, jump, slide, and bounce their way through a heap of cartoon perils and put an end to the sinister plans of the evil acme™ corporation in an effort to save the world. ",0,0,0,0,0,0,0,0,0,0
Ratatouille,"fast-paced game packed full of missions, mini-games, daring heists, frenzied pursuits, and wild chases!!
* relive the movie's most intense action scenes through the eyes of remy.
* over 30 challenging missions and mini-games.
explore 6 action-packed, open-world environments.     *
go head-to-head with multiplayer games.
* features voice talent from the film.
* wii specific mini-games including cooking, sewer fishing and more!
 
game website ",0,0,0,0,0,0,0,0,0,0
Crash: Mind Over Mutant,"in crash bandicoot: mind over mutant, a rejuvenated neo cortex is taking over the world one brain at a time! cortex and n. brio devise a new kind of evil: a text-messaging, do-anything device that controls both mutant and bandicoot minds. armed with his quick wits and lightning agility, crash must free his friends, the titans, and save the day!
us.playstation.com ",0,0,0,0,0,0,0,0,0,0
Shovel Knight,"shovel knight: treasure trove is the full and complete edition of  shovel knight, a sweeping classic action adventure game series with  awesome gameplay, memorable characters, and an 8-bit retro aesthetic!  become shovel knight, wielder of the shovel blade, as he runs, jumps,  and battles in a quest for his lost beloved. take down the nefarious  knights of the order of no quarter and their menacing leader, the  enchantress.
but that’s not everything! shovel knight: treasure trove will feature  three additional campaigns that are games all unto themselves! take  control of plague knight, and specter knight on adventures of their own,  with king knight joining later as a free update! together, they form a  grand and sweeping saga!
with a fully cooperative campaign, a full-featured challenge mode,  body swap mode, and a 4 player battle mode (coming soon!) you’ll be  digging for a long time. with shovel knight: treasure trove, you get it  all. uphold the virtues of shovelry, earn relics and riches, and  discover the true meaning of shovel justice!
includes:
shovel knight: shovel of hope – steel your shovel blade and start digging through the adventure that  started it all! jump, battle foes, and discover treasures as you quest  to defeat the order of no quarter and their vile leader, the  enchantress. shovel knight: plague of shadows – prime your potions and become the maniacal alchemist plague knight in  his adventure to brew the ultimate potion! combine bomb parts to create  custom combinations, discover new items, areas and bosses, and maybe  even discover a bubbling romance. shovel knight: specter of torment – summon your scythe in the prequel to shovel knight! take control of  specter knight to dash through completely redesigned levels by climbing  walls, mastering a new arsenal of weapons, and slashing your foes to  ribbons. become the reaper, discover your melancholy past, and recruit  the order of no quarter! shovel knight: king knight’s campaign (coming soon) shovel knight: battle mode (coming soon)
source: developer ",0,0,0,0,0,0,0,0,0,0
Epic Mickey: Power of Illusion,"in ""disney epic mickey: power of illusion,"" gamers will play as mickey  mouse as he infiltrates the castle of illusion on a quest to put an end  to the evil witch mizrabel's diabolical intentions.  players will be  taken on an all-new adventure made specifically for the nintendo 3ds  where, ""reality is what you paint of it."" created by critically  acclaimed video game developer dreamrift, ""disney epic mickey: power of  illusion"" furthers the wasteland saga by taking players on a completely  new story and adventure.
features

use stylus to draw objects that magically evolve into disney-style 2d illustrations
transform illustrations into beautiful, fully realized objects  in stunning 3d on the top screen
wield paint and thinner to save classic disney toon characters.
engage in epic boss battles with disney villains by attacking with the power of illusions
adventure through game levels based on animated disney films
create a fortress by taking a small fort and expanding it into a thriving castle

source publisher ",0,1,0,0,0,0,0,0,0,0
Rayman Advance,"the evil mr dark has destroyed the harmony of rayman’s world by stealing the great protoon, the planet’s energy source. 
play through 6 exciting worlds and 62 levels to collect the missing electoons, using rayman’s various moves including running & jumping, punching, climbing and many more. 
your mission is to restore balance in the universe! ",0,0,0,0,0,0,0,0,0,0
Nicktoons: Attack of the Toybots,"the evil professor calamitous is at it again! but this time he’s gone too far. he has created evil robots that look just like our nicktoons heroes! now, spongebob, jimmy neutron, danny phantom, timmy turner, and tak must stop them and the professor no matter what it takes. by using new attacks, and awesome mech suits, now you can help our heroes stop the evil professor before he wreaks havoc everywhere!
* 11 playable nicktoons characters.
* all-new mechanical combat suits equipped with upgradeable weapons that help the nicktoons battle their evil toy clones.
* two-player cooperative mode in bonus levels.
* five different worlds to explore: bikini bottom, amity park, evil toy co. factory, calamitous’ lair, and fairy world.
* special hero zones showcase signature character abilities: tongue sliding – spongebob slides on his tongue to navigate the factory sewer pipes at breakneck speed. jungle gymnasium – tak calls on the power of juju for enhanced super jumping and climbing gameplay. going ghost – danny goes ghost to fly, ectoblast against the clock and navigate the maze that is sapping his ghost powers.
 
game website ",0,0,0,0,0,0,0,0,0,0
SpongeBob SquarePants: Creature from the Krusty Krab,"your perception of bikini bottom will never be the same as you embark on a series of fantastic tales of the bizarre and unusual. adventure your way through nine deeply outrageous and visually wacky levels. experience the world of spongebob like never before as you rampage through bikini bottom as gigantic plankton, fly as spongebob through the savage jaw of the enormous bull worm and even blast off into outer space as you survive a high-speed asteroid field as patrick.

never-before-seen spongebob art styles that will change bikini bottom forever!
five brand new gameplay mechanics: rampaging, flying, skydiving, chasing and hot rod racing
wacky and unique game experiences based on character-centric fantasies



game website ",0,0,0,0,0,0,0,0,0,0
SpongeBob SquarePants: Creature from the Krusty Krab,"your perception of bikini bottom will never be the same as you embark on a series of fantastic tales of the bizarre and unusual. adventure your way through nine deeply outrageous and visually wacky levels. experience the world of spongebob like never before as you rampage through bikini bottom as gigantic plankton, fly as spongebob through the savage jaw of the enormous bull worm and even blast off into outer space as you survive a high-speed asteroid field as patrick.

never-before-seen spongebob art styles that will change bikini bottom forever!
five brand new gameplay mechanics: rampaging, flying, skydiving, chasing and hot rod racing
wacky and unique game experiences based on character-centric fantasies



game website ",0,0,0,0,0,0,0,0,0,0
Pac-Man World 2,"
the ghost gang strikes again!
they have picked the magical golden fruit from an ancient tree and unleashed the most wicked entity pac-land has ever seen. it's time for pac-man to take control and return what was taken. with brand new skills, a zany cast of enemies and friend, and a vast world to explore, his heroics will be pushed to the limits. step aside 'cause pac-man is coming through, and he's on a mission!

six worlds and over 20 levels to explore
play a variety of arcade games and traditional 3-d pac-mazes
new skills include in-line skating and ice-skating
explore stages in the new pac-sub
new mechanics like the shimmy and flip kick

*namco - back of box
 ",0,0,0,0,0,0,0,0,0,0
Disney Epic Mickey 2: The Power of Two,"unleash the power of the brush in an all new co-op adventure. join  mickey and oswald in an epic battle to save the magical world of  wasteland and change it forever. interact with your favorite characters  like never before in the most heroic adventure yet.
features

all in-game characters. even oswald the lucky rabbit, are fully voiced
get immersed in disney's rich history and challenge adversaries
discover disney's forgotten characters and new ones plus never before seen attractions
master 2d puzzle-based, platforming gameplay inspired by classic disney animated films & shorts
enjoy an original game story co-written by award-winning marv wolfman and junction point

source: official site ",0,1,0,0,0,0,1,0,0,0
Sonic Lost World,"when the deadly six threaten to destroy his world, sonic’s new moves  & power-ups are the only way to defeat them before it’s too late!
in his latest plot to defeat sonic and rule the world, dr. eggman has  harnessed the power of menacing creatures known as the deadly six.  however, when the deadly six rise up against their new master, sonic  must unite with his arch nemesis eggman and explore the mystical lost  hex in order to take them on head-to-head. use sonic’s amazing new moves  & incredible colour powers to speed across a variety of unique  terrains, racing inside, outside & upside down in every level.
features: 

new moves: sonic moves like never before. vault over obstacles, free run up  & along walls & sky dive between islands at lightning speed.  plus the spin dash is back!
 
color powers: new & improved colour powers. sonic can now fly through the air,  tear up levels & explode into enemies. he’s more powerful than ever!
 
new worlds: speed through a variety of exhilarating levels. explore massive  mind-bending courses, vast underground tunnels & colossal structures  in the sky as you run inside, outside & upside down.
 
boss battles: save the world one fight at a time. take on each of the devious  deadly six in dynamic boss battles which test all of sonic’s moves &  power-ups.
 
multiplayer: race friends in high speed multiplayer races. take them down across a  range of ultra-competitive levels & modes – it’s the ultimate  supersonic showdown!

source: publisher ",2,0,0,0,0,0,0,0,4,0
Spider-Man 3,"this is spider-man™ like you’ve never seen him before.
bolder.feel the rush of protecting new york as the heroic spider-man™, plus feel the thrill of becoming the more aggressive black-suited spider-man™—unleashing your powers while struggling against the darkness that threatens to tear your world apart.
bigger.explore the most massive, most detailed new york city ever in a spider-man™ game, roaming from skyscraper to subway and beyond. better.not only does next-gen technology raise the bar in gameplay, a unique combat system and unprecedented freedom to call the shots make this the most fun and exciting spider-man™ gaming experience ever.
possess the never-before-experienced powers of black-suited spider-man™. feel the adrenaline as your powers explode in the role of black-suited spider-man™—unleashing incredible agility, amazing durability and awe-inspiring web abilities. but be warned—the rush your intensified powers bring could overwhelm you.
more freedom than ever. more city than ever. for the first time, enjoy unprecedented freedom—choosing what you want to do, when you want to do it. there’s no checklist to complete in order to progress. you set your own next goal, roaming anywhere you want—including subterranean areas such as subways, sewers and villains’ lairs—in the most massive, detailed new york city ever seen in a spider-man™ game.
experience an all-new combat system, two exciting ways. redesigned from the ground up, a unique combat system empowers both spider-man™ and black-suited spider-man™ to perform suit-specific powers and abilities. state of the art animations, combos and finishers make punch, kick and web attacks more super-heroic than ever. battle 10 of spider-man’s most infamous enemies from the movie and marvel® universe, including sandman™ and venom™.
activision ",0,0,0,0,0,0,0,0,0,0
Densetsu no Stafi, ,0,0,0,0,0,0,0,0,0,0
Bomberman Hero,"bomberman's latest adventure takes him across the galaxy! princess millian has been kidnapped by the evil garaden empire and it's up to bomberman to save the day. travel through worlds of ice, fire, and water. use new abilities and get help from friends like louie the rabbit and pibot the robot. new vehicles like the bomber copter and bomber marine will come in handy in your quest to save the princess and free the universe once again!

five worlds with over 60 levels!
save your progress to one of four save files!
use special items like the bomber ccopter, bomber jet, bomber slider and bomber marine during your quest!
compatible with the rumble pak™ accessory!

- from game back cover ",0,0,0,0,0,0,0,0,0,0
Crash: Mind Over Mutant,"crash is back in another ginormous adventure !
 in crash's latest adventure, the villainous cortex has teamed up with n.brio and created a monstrous mind controlling device that has taken over all the bandicoots and mutants on wumpa island. crash sets out to stop the madness by destroying cortex's evil device using his quick wits, lightening agility, and the hijacked mutant in his pocket!  key features include: • mutant in your pocket! - not only does crash gain the ability to control his enemies when he jacks them, now he can store his favorite monsters in his pocket, upgrade them and utilize their powers when they are most advantageous • ""free-romping"" world design - wumpa island becomes a ""free-romping"" environment, allowing players to travel and explore through intersecting worlds, with different gameplay options available depending on what creature you've brought along for the ride  • co-op play - your co-op partner is crash's sister, coco, playable for the first time in the cooperative mode. not only does coco make the game that much more inviting to pick up and play, she also brings with her a new tactile ""treasure hunt"" ability
www.activison.com ",0,0,0,0,0,0,0,0,0,0
Knack 2,"meet knack, a little guy with surprising moves and the ability to transform from big to small and back again in this family-friendly adventure from the developers at playstation.
knack’s size-shifting ways comes into play with classic platforming action, allowing players to take advantage of his abilities in order to move past revolving platforming sequences.
join in on the fun with an engaging two player co-op mode, which offers a variety of special two-person combo moves. co-op mode also allows players to seamlessly enter or leave the game at any given moment.
source: developer ",0,0,0,0,0,0,2,0,0,0
Spider-Man 3,"
this is spider-man™ like you’ve never seen him before.
bolder.feel the rush of protecting new york as the heroic spider-man™, plus feel the thrill of becoming the more aggressive black-suited spider-man™—unleashing your powers while struggling against the darkness that threatens to tear your world apart.
bigger.explore the most massive, most detailed new york city ever in a spider-man™ game, roaming from skyscraper to subway and beyond. better.not only does next-gen technology raise the bar in gameplay, a unique combat system and unprecedented freedom to call the shots make this the most fun and exciting spider-man™ gaming experience ever.
possess the never-before-experienced powers of black-suited spider-man™. feel the adrenaline as your powers explode in the role of black-suited spider-man™—unleashing incredible agility, amazing durability and awe-inspiring web abilities. but be warned—the rush your intensified powers bring could overwhelm you.
more freedom than ever. more city than ever. for the first time, enjoy unprecedented freedom—choosing what you want to do, when you want to do it. there’s no checklist to complete in order to progress. you set your own next goal, roaming anywhere you want—including subterranean areas such as subways, sewers and villains’ lairs—in the most massive, detailed new york city ever seen in a spider-man™ game.
experience an all-new combat system, two exciting ways. redesigned from the ground up, a unique combat system empowers both spider-man™ and black-suited spider-man™ to perform suit-specific powers and abilities. state of the art animations, combos and finishers make punch, kick and web attacks more super-heroic than ever. battle 10 of spider-man’s most infamous enemies from the movie and marvel® universe, including sandman™ and venom™.
activision
 ",0,0,0,0,0,0,0,0,0,0
Sonic Mania,"a brand new classic sonic experience
2d sonic is back in an all-new adventure!
play as sonic, tails, & knuckles as you race through all-new  zones and fully re-imagined classics, each filled with exciting  surprises and powerful bosses.  harness sonic's new drop dash, tails'  flight, and knuckles' climbing abilities to overcome the evil dr.  eggman's robots.  discover a myriad of never-before-seen hidden paths  and secrets!
this all-new experience celebrates the best of classic sonic, pushing  the envelope forward with stunning 60 fps gameplay and pixel-perfect  physics. welcome to the next level for the world's fastest blue  hedgehog. welcome to sonic mania.
source: publisher ",0,1,0,0,0,0,0,0,3,0
Rayman Legends,"rayman, named platformer of the year and winner of multiple artistic  and musical achievements, is back with a brand new adventure. michel  ancel, celebrated creator of rayman, beyond good & evil and the  raving rabbids is bringing his innovative creativity rayman legends.
rayman,  globox, and the teensies are off wandering through an enchanted forest  when they discover a mysterious tent filled with a series of captivating  paintings. as they look more closely, they notice each painting seems  to tell the story of a mythical world. while focusing on a painting that  shows a medieval land, they are suddenly sucked into the painting,  entering the world, and the adventure begins. the gang must run, jump  and fight their way through each world to save the day and discover the  secrets of every legendary painting.
four-player co-op
once  again you and 3 friends can save the glade of dreams in online or  offline co-op. jump in and jump out at any time during the 80+ levels of  gameplay!
3d boss battles
the bosses have a big  advantage over rayman’s gang… an extra dimension! dragons and other epic  creatures can attack from all angles, so you’ll have to be on top of  your game to defeat them.
rayman rocks
see if you  have what it takes to be a platforming hero – jump to the beat of a  drum, punch to the bass line, even zip-line during a guitar sustain.  timing and rhythm are the key to completing these maps set to music.
new online challenge mode
connect  with your friends through a variety of challenges that will test your  skill and speed. check the leaderboards to see where you rank around the  world.
source: https://www.ubisoft.com/ ",0,0,0,0,2,0,1,0,0,1
Disney's Kim Possible 3: Team Possible,"based on disney's animated series kim possible, team possible follows kim and ron stoppable as they battle villains, including senor senor, monkey fist, and dr. drakken. during the game, you can switch between kim and ron, and you can use their unique gadgets to complete objectives. kim possible 3: team possible features single- and multiplayer modes, as well as collectible trading cards and unlockable minigames. ",0,0,0,0,0,0,0,0,0,0
Crayon Shin-Chan: Arashi o Yobu Enji,"crayon shin-chan: arashi o yobu enji is a 2d platformer game, published by bandai,  which was released in japan in 1993. ",0,1,0,0,0,0,0,0,0,1
Stuart Little 2, ,0,0,0,0,0,0,0,0,0,0
Tak 2: The Staff of Dreams,"tak must learn new juju magic to recover the staff of dreams and defeat tlaloc once and for all. now dabbling with new abilities, tak can create a little juju magic of his own. as tak, try to master three new jujus, expanded combat capabilities, and new weapons as you battle nightmare creatures. interact with familiar characters from the series, along with jibolba's brother, jb. multiplayer ""dinky"" games let you face off in head-to-head action with playable characters from tak's world. ",0,0,0,0,0,0,0,0,0,0
Scooby-Doo,"scooby-doo is a 2d platformer game, developed by helixe and published by thq,  which was released in 2001. ",0,1,0,0,0,0,0,0,0,1
The Princess and the Frog,"join tiana on an exciting journey through jazz-infused 1920's new orleans with the official video game. meet favourite characters from the film as well as new friends, triumph over enemies, play frog games in the bayou, create music, cook new orleans style and so much more. along the way, discover how tiana makes her dreams come true!

see your talent soar in 25+ engaging mini-games designed for up to 4 players. fun for the whole family!
dress up and mix & match outfits with tiana
sing-a-long to hits from the movie and perform music on multiple instruments
cook new orleans inspired recipes in tiana’s kitchen
move, jump and swing your arms to music and dance games
collect mardi gras beads to trade for new dresses, ingredients and recipes

http://www2.disney.co.uk/the-princess-and-the-frog/games/videogame.jsp ",0,0,0,0,0,0,0,0,0,0
The Legend of Spyro: Dawn of the Dragon,"the darkest hour is right before the dawn.  three long years have passed since spyro and cynder were trapped in the crystal, since then malefor has unleashed his evil onto the world. in this third chapter of the epic legend of spyro® trilogy, spyro must fulfill his destiny and face the dark master. as evil spreads over the world, spyro and cynder must discover new abilities and unlock their true powers to defeat malefor and stop him from destroying the world.  reprising their roles as the characters of spyro and his mentor ignitus, are two popular hollywood leading men, elijah wood (frodo baggins in the lord of the rings trilogy) and gary oldman (sirius black from the harry potter films). joining the spyro roster this year are christina ricci, blair underwood, mark hamill and wayne brady, rounding out an all-star voice cast.  brand new gameplay features include:  fly at anytime - players can now fly at any time with spyro and cynder co-op play - players have the option of completing the game as either spyro or cynder, giving them more freedom to explore spyro's world in completely new ways --sierra  ",0,0,0,0,0,7,0,0,0,0
Jak and Daxter: The Lost Frontier,"the dynamic duo jak and daxter are back in an all-new adventure on psp™ that picks up the action where the previous trilogy left off. whether battling sky pirates in a customizable aircraft or blasting aeropeans with the punishing gunstaff weapon, jack and daxter’s journey will take them beyond the edge of the brink – and into a war bigger than they ever could have imagined.
key features

first ever jak and daxter adventure on the psp
classic jak and daxter action platforming adventure

customizable weapons, vehicles, and all new dark powers
never before seen characters and locations of the jak and daxter universe

playstation ",0,0,0,0,0,0,1,0,0,0
Dora the Explorer: Dora Saves the Snow Princess, ,0,0,0,0,0,0,0,0,0,0
2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild, ,0,0,0,0,0,0,0,0,0,0
Shrek,"every ogre needs some peace and quiet, even shrek!   now that shrek is the newly discovered hero to all of the fairy tale characters, they have over-run his""home sweet swamp"" and are begging for his help … after all, he is the strongest, meanest, and greenest ogre around. in an effort to live happily ogre after, shrek embarks on 36 missions in four never-before-seen worlds.
 
xbox.com ",0,0,0,0,0,0,0,0,0,0
Mega Man X3,"mega man x and his trusty partner zero have a new force to reckon with. who or what has caused a riot of mavericks to break out in the experimental utopia known as doppler town?
named after the scientist reploid, doppler town was supposed to be a place where humans and reploids could live in harmony. after discovering a virus that was turning reploids to mavericks, doppler's anti-virus was a big success. but doppler itself became infected with the virus and assembled a team to take out the maverick hunter units. the doppler effect is about to unfold, with mega man x and zero the only cure for the deadly virus! ",0,0,0,0,0,0,0,0,0,0
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion, ,0,0,0,0,0,0,0,0,0,0
The Fairly Odd Parents: Shadow Showdown,"
an unbelievable phenomenon has occurred, rattling kids all across dimmsdale...there's no tv reception! preventing kids from watching the season finale of crash nebula sends timmy and his fairy godparents on a journey that delves deeper than simple tv static. the ultimate plan to take over the world has been unveiled, and only timmy and his fairy godparents have the power to stop the evil. join in the ultimate mission where timmy uses unimaginable wishes to unmask the dastardly antagonist known only as the ""shadow.""

6 brand new levels based on episodes from the hit tv show including: ""scramble the fairies,"" ""monkey amuck,"" ""spaced totally out,"" and more


switch between timmy, cosmo or wanda as they battle vicious anti-fairies, aliens, monkeys and other crazy villains


tons of wishes granted throughout the game to get players through puzzle-filled levels

thq
 ",0,0,0,0,0,0,0,0,0,0
The Tale of Despereaux,"sometimes it's the smallest of heroes who find themselves caught up in the biggest adventures. in the tale of despereaux, the newbery medal-winning children's book-turned-cg animated film comes to your screen with all the fun and excitement of this beloved story. as the small but brave despereaux tilling, you must embark on a quest to save princess pea from a sinister fate. plunge into the darkness of rat world and draw on your courage and cleverness to overcome the obstacles that lie in your path.the tale of despereaux invites you to explore the magical world of the film and venture beyond into never-before-seen locations for all-new adventures. summon your courage as you set off on your quest in pursuit of princess pea and make your way through 15 exciting levels filled with action and enemies. execute thrilling moves and combine them to add even more complexity to your combat experience, and wield a variety of upgradeable weapons as you battle your way to the finish and rescue the princess. multiple difficulty settings make the game suitable for players of varied ages and ability levels, so everyone can enjoy the adventures of this minuscule hero with tremendous courage and heart.
atari ",0,0,0,0,0,0,0,0,0,0
Rugrats: Royal Ransom, ,0,0,0,0,0,0,0,0,0,0
Over the Hedge,"winner of a parents’ choice silver award! when a housing development intrudes on their woodland habitat and an opossum is kidnapped by an evil exterminator, three wise-cracking rodents and one very neurotic reptile invade the ’burbs in a quest to rescue their friend.   battle the exterminator and his army of mind-controlled mammals, and save the forest (and your own hide) from the world’s peskiest critter—man.
 
source - www.activision.com (publisher) ",0,0,0,0,0,0,0,0,0,0
