Name,Summary,speed,driver,racers,drivers,driving,tracks,car,race,cars,racing
Asphalt: Injection,"
more fuel to the fire!


enjoy arcade racing at its finest with collectibles, crashes,      jumps, shortcuts and nitro for thrilling races.
race with 52 licensed cars from prestigious manufacturers       including ferrari, lamborghini and aston martin plus legendary models  and      2011's hottest cars.
master a career mode with over 100 unique events and 20 tracks.

au.playstation.com

 ",0,0,0,0,0,0,0,1,1,1
Riding Spirits,"hit the road on 150 of the fastest two-wheel machines on the planet from companies like yamaha, honda and suzuki in riding spirits. earn your chance to sit astride these racing rockets by speeding to victory, winning cash for taking races. spend your winnings on new bikes and all the racing gear you'll need to make you look as good as you ride. drop serious dollars in the shop, adding better wheels, tighter suspension and bigger engines to your bike, taking it from stock ride to tricked-out racing machine. anyone can wheel a bike out of a dealership -- can you tune yours to be a winner? test the limits of your abilities on courses where a split-second decision means the difference between victory or defeat. start your career and begin building your rep, as you crank open the throttle across 16 different tracks in america, japan and europe. second place is for suckers, winning is everything. are you good enough to take the checkered flag?
us.playstation.com ",0,0,0,0,0,1,0,0,0,3
McGrath Vs. Pastrana Freestyle Motocross, ,0,0,0,0,0,0,0,0,0,0
Crash Nitro Kart,"kidnapped by the ruthless emperor velo and forced to race in his galactic coliseum, crash must race his way to victory in order to save the earth from destruction. but, it won’t be easy ... he must compete against foes both old and new before a final showdown with velo himself! up to eight racers can play at once, via system link, making crash nitro kart the ultimate party game ",0,0,1,0,0,0,0,2,0,0
Choro Q3, ,0,0,0,0,0,0,0,0,0,0
Sega Rally Revo,"
sega rally revo™ for the first time ever, experience real-time terrain deformation in the off-road racing genre, with sega rally revo's proprietary geodeformation™ technology. as drivers power around looping tracks within numerous environments, their chosen tires will leave tracks which dynamically deteriorate the track surface - meaning no two laps are ever the same. driving fully customizable licensed cars, players will compete in close-quarters, intensely competitive single-player and multiplayer races made possible by the processing power of next-generation platforms.  features:  * geodeformation™ - a unique feature which causes car tires to dynamically deteriorate the ground surface in each race, changing the course during each lap with revolutionary surface and environment deformation. * vehicles - 30 officially-licensed vehicles, including 4wd, 2wd, classic and bonus types. * environments - a wide range of hyper-realistic next-generation deformable environments including safari, arctic, canyon and lakeside. * tracks - a range of off-road and on-road tracks, each with a variety of surface types and creative track designs. * multiplayer - speedy online and offline multiplayer modes for up to six people. * action-oriented arcade heritage - in contrast to other simulation-themed rally racers, sega rally revo features action-oriented next-gen arcade racing unlike any other game.
sega
 ",0,0,0,1,1,3,1,0,0,2
ATV: Quad Power Racing,hold on for the ride of your life with atv quad power racing 2 from acclaim.  this game features an entirely new game engine that will deliver rich graphics and incredible four-wheel arcade action. ,0,0,0,0,0,0,0,0,0,1
MTX Mototrax,"launch into a gravity-defying inverted 360 before crossing the finish line to the roar of the crowd. earn more ...  the ultimate motocross experience!  get the jump out of the gate and grab the holeshot. take the inside line as you battle for 1st place against 7 other riders pushing your bike's power and handling to the limit!  launch into a gravity-defying inverted 360 before crossing the finish line to the roar of the crowd. earn more cold hard cash from contest wins and sponsorships. use the money to modify your rider's attributes, purchase equipment upgrades or buy access to freeride environments complete with new goals and objectives.  accept the mtx: mototrax™ challenge: beat the pros and become the ultimate mx athlete in the fastest, most complete motocross game offering a thrilling career mode to boost your fame, fortune and adrenaline!  think you've got what it takes? test drive the mtx: mototrax demo on tony hawk's underground (playstation®2 only) - finish 1st and unlock an exclusive cheat code!
 
source - www.activision.com (publisher) ",0,0,0,0,0,0,0,0,0,0
Formula One 2001,"formula one 2001 features the genuine drivers, teams, and tracks of the 2001 fia formula one world championship. there are multiple modes of play for one or two player games, as well as highly detailed 17 man pit crews, real time weather conditions, four difficulty settings, and more.
features:

full season 2001 driver and team line up 
2 player split screen racing 
enhanced car damage 
offical commentary from tv's murray walker and martin brundle 
instant replay with rewind and slow motion function
 ",0,1,0,0,0,1,1,0,0,1
F1 2015,"the first f1 title for ps4, xbox one and pc was f1 2015 – and  it arrived delivering incredibly beautiful and detailed f1 gaming  experience. built in a stunning new game engine from the ground up, the  level of detail was unprecedented – bringing players closer to the real  life experience than ever before.
with a pure focus on racing for beginners and experienced racers  alike, and an all-new broadcast style presentation of a race weekend,  the game immersed drivers not just into the cockpit, but into the world  of f1 too.
featuring a fully playable 2014 fia formula one world championship  season as bonus game content,  trustedreviews heralded it as a  ‘thrilling drive and a strong core for future f1 games.’
source: codemasters.com ",0,0,1,1,0,0,0,1,0,1
TOCA Race Driver 2: Ultimate Racing Simulator,"with over 30 global championships, players can compete in events on 56 racing circuits from around the world. it's on these world famous circuits that toca race driver 2 will demonstrate its completely new physics model, deformation damage system, graphics engine and ai.

codemasters  ",0,1,0,0,0,0,0,1,0,1
NASCAR 09,"race your way with unprecedented adaptability and customisation in nascar 09. as the sport's newest prodigy, nascar's four-time champion jeff gordon takes you under his wing and guides you through some of the key aspects of the game. use his advice to your advantage when racing in an all-new career mode or the sprint driver challenges to earn reputation and become a nascar champion yourself. create a racing credential, design a customised car, and get ready to race for premier contracts as you work your way to the top with nascar 09.
 
source - www.electronicarts.co.uk (publisher) ",0,1,0,0,0,0,0,2,0,2
Need for Speed Rivals,"welcome to redview county, where a street-racing rivalry between cops  and racers never stops as both sides compete in an all-out war featuring  the fastest cars, mods and technology in a stunning open-world  environment. play as either a cop or racer, where each side of the law  has its own set of high stakes challenges, rewards and consequences.  risk everything in the ultimate high stakes rivalry.
ea.com ",0,0,1,0,0,0,0,0,0,0
NASCAR 09,"race your way with unprecedented adaptability and customisation in nascar 09. as the sport's newest prodigy, nascar's four-time champion jeff gordon takes you under his wing and guides you through some of the key aspects of the game. use his advice to your advantage when racing in an all-new career mode or the sprint driver challenges to earn reputation and become a nascar champion yourself. create a racing credential, design a customised car, and get ready to race for premier contracts as you work your way to the top with nascar 09.
 
source - www.electronicarts.co.uk (publisher) ",0,1,0,0,0,0,0,2,0,2
Juiced 2: Hot Import Nights,"get into the drift with juiced 2: hin—the only place where superstar djs, smokin' hot models and totally tuned cars come into close contact. juice up your ride with complete customization and boost your nos power as you draft, drift, slide, spook and fight for your rightful place on the racing line. fast-paced, adrenaline-fuelled, pick-up-and-play action lets you enjoy the pure rush of powersliding your way around the globe. wow the crowd, keep tabs on your opponents and take the crown as the rightful king of drift!
 

lap up the atmosphere of the real tuning scene, complete with lights, djs, music and, of course, girls.
get your car sideways for as long as possible to rack up the big scores—controlling a car has never been more rewarding.
earn your boost: powerslide through the corners to get a nitrous refill.
enjoy almost limitless graphics options: decals, paint layers, sticker layers and interiors.
are you cool or wild? develop your unique driver dna and let your friends download it. download your friend’s dna and have them join your crew.
play for pinks: stake your prize ride on a race or a drift competition to win your opponent’s pride and joy.
hire, fire and manage your own crew.
spook your opponents and force them to crash.
take on real-life crews and star drivers from the tuning scene.
race and collect the hottest rides—imports, exotics, european, old muscle and new muscle all feature with hundreds of real tuning parts and tens of thousands of combinations.
take the party to the world’s most famous landmarks—race around big ben, san francisco, tokyo, the sydney opera house and rome’s coliseum.

thq ",0,1,0,1,0,0,2,2,1,1
WipEout XL,"anti-gravity  				racing that's light years ahead of the pack!
the original  				scorched the game world and became an instant classic.   				fast-forward now to a brutal new generation of anti gravity  				racing.  loaded with faster, smoother graphics, more  				tracks, more crafts, and a range of nasty new weaponry.   				wipeout xl will give you the rush of your life.

up to 15  					ships on the track as the same time
secret racing  					features for accomplished players
new range of  					strategic and more explosive weapons
multiple  					racing classes for a variety of player ability levels
cool  					soundtrack by future sound of london, chemical brothers,  					prodigy, underworld, fluke, and photek.

-back of box- ",0,0,0,0,0,0,0,0,0,3
WipEout Fusion,"the cult anti gravity racer, wipeout fusion, has received rave reviews since its release in the european market last month and is providing the fastest and most adrenaline-pumping complete racing experience on any gaming system. with 45 futuristic race circuits to negotiate, players can corkscrew, jump, barrel roll and loop like never before. the game has significant new features including super-enhanced tracks, ships and weaponry, improved ship and pilot a.i. and six playing modes (including revised arcade mode, a full league option and an elimination and a secret zone mode). 
with wipeout fusion, the wipeout brand again redefines the benchmark for high-speed, high-intensity, sensory overload racing. wipeout fusion comes complete with a backdrop of cutting-edge dance soundtracks from some of the world's most acclaimed electronic music artists such as orbital, plump djs and timo maas. ",0,0,0,0,0,0,0,1,0,1
Crash Tag Team Racing,"
after being humiliated yet again by crash bandicoot® at the end of crash twinsanity™, cortex returns to his evil scheming in his dilapidated iceberg lair. he stumbles across a newspaper article regarding the closure of ebeneezer von clutch's condemned racing arena. he hatches a sinister plan to challenge crash to a seemingly friendly race competition... with plans of crushing the hapless bandicoot under the ruins of the hazardous racetrack! will the evil doctor's plans be the end of our furry hero?
in crash™ tag team racing, players can ""clash"" their car with an opponent's mid-race to make a super-car equipped with a powerful turret gun. when clashed, players can either get behind the wheel and drive, or fire an onboard weapon. each character has his or her own uniquely deadly 360˚ rotating turret. players can continue the action out of the car where they can explore the entire world on foot and collect upgrades for their cars and unlock bonus tracks.
www.us.playstation.com


 ",0,0,0,0,0,0,2,1,1,1
MotoGP '07,"
experience the sheer passion, speed, excitement, and spectacle of motogp, the most thrilling motor sport in the world!
motogp '07 brings the excitement and energy of the fans and media into the game world like never before. motogp '07 is the fifth game in the critically acclaimed motogp series and the definitive motorcycle racing game for xbox 360™. building on the success of motogp '06, the game focuses on expanding the atmosphere and depth of the series, capturing the passion of the sport, as well as rounding out the whole experience into the most accomplished racing game on xbox 360.


full championship season: experience the 2007 motogp championship season with the exclusive official motogp licensed game for xbox 360. updated riders, bikes and tracks accurately recreate the 2007 season.
the power and the glory: bring the spectacle and passion of attending a live motogp event into your living room.
custom bikes: customize your bike and race on 17 different street tracks.
online challenges: take to the track with up to 16-player online racing, or try out online pink slip racing in extreme mode.

 
xbox.com ",0,0,0,0,0,1,0,1,0,3
Trials Fusion, ,0,0,0,0,0,0,0,0,0,0
F1 Pole Position 64,"jump into the cockpit of an f1 racer and face the best teams in the world for a breathtaking race! incredibly exciting: official game of the fia, the latest game from human will make your n64 roar through the 16 world championship circuits. from monaco to san marin, challenge the best drivers and feel the excitement of the world grand prix in 3d. 100% adrenalin! 2 arcade modes and a world championship mode which will help you experience a very realistic f1 simulation: settings of your vehicle, audio contact with the pit, changing weather conditions, collisions, retirement... ",0,0,0,1,0,0,0,0,0,0
MRC: Multi-Racing Championship,"sit down, strap in and hang on for the most extreme racing challenge the world has to offer. race over a variety of terrains, battle the elements and secure your place among rally racing's most elite drivers. mrc's fully customizable settings let you equip your vehicle to exploit road conditions and weather to your advantage! choose from 8 high-performance, fully customizable vehicles, plus two secret vehicles. navigate through three challenging courses. enjoy multiple viewing perspectives from a racer's bird's-eye perspective to behind-the-vehicle views. speed through highly detailed backgrounds, amazing graphics and impressive sound effects for a realistic racing experience. ",1,0,0,0,0,0,0,1,0,2
Cars,"
race to the finish line in cars as you live all the fun and excitement of the walt disney pictures presentation of the newest pixar animation studios film. play as all your favorite characters as you help lightning mcqueen capture the coveted piston cup championship.




movie moments: enjoy a story-based racing adventure game that relives all of the key moments of the movie.
playable characters: choose from more than 10 playable characters from the film.
open road: explore the open world environment with more than 30 races and minigames.
voice talent: authentic voice talent from the movie is featured in the game.



 
xbox.com ",0,0,0,0,0,0,0,1,1,1
Penny Racers, ,0,0,0,0,0,0,0,0,0,0
SBK Superbike World Championship,"overview
 
sbk 08 is the official videogame of the superbike world championship and it will allow the player to enter the fantastic sbk championship. the game is, in fact, fully licensed and simulates every aspect of this world. “sbk-08 is a highly customizable realistic experience”. as a matter of fact, realism is still sbk-08’s distinguishing trademark, where realism is about replicating the real superbike experience. it grants you all the sense of speed, danger and glamour of the superbike races. the player has the possibility to choose from the 2008 official riders, teams and tracks, but also to improve the performances of his bike, managing and tuning a lot of aspects like top speed, gear ratios, suspension stiffness, and set of tires for single race. “sbk-08 is fun and accessible for everybody”. sbk-08 features a deep simulation mode that aims to capture the attention of “bike enthusiasts” who perfectly know every aspect of tweaking a bike. at the same time the revised full arcade mode gives the player the opportunity to understand the complexities of bike riding by introducing complexity in layers. the arcade mode of sbk-08 will fit their needs giving them a 100% enjoyable and fulfilling experience, void of any frustration
 
www.sbkthegame.com ",0,0,0,0,0,0,0,0,0,0
Monster Jam: Path of Destruction,"monster jam 2011 is all about authenticity, personality, and fun, with 30 officially licensed monster jam trucks, including fan-favorites grave digger, maximum destruction, and grinder. players can also create and customize their own trucks with thousands of options, unlocking new parts and upgrades as they progress through the game.

eight real life stadiums from the monster jam circuit help bring the live atmosphere to the living room, with explosive truck introductions, pyrotechnics and lighting, and a roaring crowd. in single player mode the goal is the same as for real life drivers - rise through the ranks of ruthless competitors to ultimately battle against the best at the monster jam world finals! head-to-head multiplayer modes take the heart-pounding competition to another level. ",0,0,0,1,0,0,0,0,0,0
Dreamworks Madagascar Kartz,"drive yourself wild!experience the zany characters and unique locations of the madagascar® franchise in the over the top fun of arcade style kart racing. put the pedal to the metal madagascar® style with wacky kartz, wild tracks, unique pick-ups and more! key  features: your favorite madagascar® characters - including alex, marty, gloria, melman, the wacky king julien and the crafty penguins 18 wild tracks - based on your favorite movie scenes including the new york city zoo, the plane wreck, the volcano and more crazy kart action - earn awesome rewards for crazy maneuvers such as high flying jumps, flips and rolls tons of power-ups - power boosts, obstacles, projectiles and more, all capturing the personality of the madagascar® franchise secret bonus characters and tracks - unlock special characters and tracks from the dreamworks animation® universe head-to-head multi-player - take on your friends in 2-4 person multi-player leaderboard support - post your fastest times on xboxlive(publisher) ",0,0,0,0,0,3,0,0,0,0
F1 2000,"f1 2000 is a formula one racing game, developed by visual sciences and published by electronic arts,  which was released in 2000. ",0,0,0,0,0,0,0,0,0,1
WRC: World Rally Championship,"wrc: world rally championship is a playstation(r)2 exclusive and features every round of the season plus the correct teams and likeness’ of their respective drivers and co-drivers. the game provides a fantastically realistic rally experience on playstation 2. incorporating all aspects of the real world rally championship, the game includes 4 main modes and will deliver over 70 tracks all featured in the real 2001 fia wrc rally stages. ",0,0,0,1,0,1,0,0,0,0
Cars: Mater-National Championship,"cars mater-national championship will offer fans of the film a fresh adventure set in the super-fueled world of radiator springs. the video game will feature all-new international characters vying for their chance to compete against lightning mcqueen in the first annual mater-national race festival. players will explore the new and improved open world of radiator springs, complete with new tracks, mini-games and more than 10 multiplayer games. ",0,0,0,0,0,0,0,1,1,0
Choro Q2, ,0,0,0,0,0,0,0,0,0,0
Classic NES Series: Excitebike, ,0,0,0,0,0,0,0,0,0,0
SRS: Street Racing Syndicate,"
street racing syndicate™ is one of the most realistic street racers ever to grace consoles. modify over 40 authentic licensed cars—including the signature nissan skyline—with aftermarket parts from over 15 licensed manufacturers. cherry your ride with a variety of real–world decals and graphic upgrades. 
burn the competition to win cash, street cred or better yet, your opponent’s wheels. earn the affections of 18 real–life models from the world of import racing. 
blow a turn or bump a fellow racer and incur damage in real time. pay for repairs with your hard earned cash. 
mix it up across los angeles, philadelphia and miami in both closed–circuit and perilous open–city races. know your side streets and prepare to shake the cops at any moment. 
up the ante even more by competing in online pink slip races, a first for street racing titles. 

source - www.namcobandaigames.com (publisher) ",0,0,1,0,0,0,0,0,0,2
Fuel,"fuel will have players competing across wildly different terrain from deep snow to open wilderness and arid river-beds, and executing spectacular death-defying stunts as they race and explore this epic world on an unprecedented scale.
features

no boundaries racingfuel is a groundbreaking racing game without boundaries – on and off-road, two and four-wheeled vehicles race a massively diverse environment inspired by the most challenging real areas of the american wilderness. experience exhilarating races in a huge range of vehicles, explore over 5,000 square miles of wildly different terrain from deep snow to arid river-beds, battle the elements and pull off spectacular stunts in epic world on an unprecedented scale.
vrooom with a viewin fuel if you can see it you can drive to it. with a jaw-dropping draw distance of 40km, there’s never been a world so large to explore or so many striking vistas to discover. the entire game world is available for players to explore in free-roam and provides a challenging, compelling environment for fuel’s stunning race events.
dramatic, dynamic extreme weatherset in an environmentally damaged fictional future, the game world is further brought to life with real-time extreme weather that includes blizzards, lashing rainstorms, lightening strikes, sandstorms and tornados that transform the terrain and affect vehicle performance creating a unique race experience.
choose your own route, win in your own stylewith a huge range of vehicles, player choice lies at the heart of fuel’s action-packed races as players speed across huge swathes of diverse terrain, carving out on-the-fly routes to take the chequered flag. roadsters reach extraordinary speeds on the asphalt, monster trucks steam-roller through forests and dirt-bikes scramble down mountainsides as gamers take on dangerous short-cuts, death-defying jumps and clatter through spectacular cross-over points in a beautifully realised wilderness.
5,000+ square miles inspired by wildernessfuel’s world is created from the most compelling, diverse and striking areas of the north american wilderness, from the utah badlands, to yellowstone park and arizona. recognisable landmarks, including death valley and mount rushmore, are modelled from satellite data and rendered beautiful by the game engine. the effects of accelerated global warming – from sandstorms, blizzards and brush fires to tsunamis and tornadoes – create uniquely unpredictable and spectacular races.
online multiplayerthe online and offline worlds become one with a fully-integrated multiplayer featuring hundreds of preset challenges and countless locations where friends or strangers can meet to show off their skills and their customised rides or set out to explore the world together.
 ",1,0,0,0,0,0,0,4,0,1
Ride,"the revolution is ride
“ride” is a unique motorcycle experience designed for bike  lovers who live and breathe the world of motorcycling. the game features  the most eminent manufacturers and their most famous and prestigious  models. live the “ride” experience at full throttle through a wide variety of  race modes.thanks to the involvement of so many manufacturers you can  customise your bike to an unprecedented degree: take your pick from the  abundance of parts, components and accessories available. travel around the globe on fifteen different tracks that offer a world  of thrills and challenges, whatever your own riding style. participate in unique international events on the various tracks, and  take on other players from around the world in the all-new online  multiplayer modes. this is “ride”.
source: http://milestone.it/ ",0,0,0,0,0,1,0,1,0,0
Corvette,live the dream. drive the cars. play the game! celebrate the corvette® 50th anniversary in style with over 80 fantastic corvette models (14 on game boy advance) to choose from. it all takes place on an obstacle filled race down route 66 from chicago to los angeles.the xbox version will also support xbox live. ,0,0,0,0,0,0,0,1,0,0
Burnout 2: Point of Impact,"race through six u.s. locations and 30 stages with 14 all-new vehicles, including modified japanese cars, pickups, and suvs plus unlockable rides such as police cruisers, classic '50s hot rods, and stock cars. ""learn to burn"" at the burnout driving school in offensive driving 101, and post your top scores online!
this title is playable on xbox 360™ with a software emulator. please see http://www.xbox.com/en-us/games/backwardscompatibility.htm for more details.
xbox.com ",0,0,0,0,2,0,0,1,0,0
The Simpsons: Road Rage," immerse yourself in the world of your favorite tv family. mr. burns has purchased the springfield transit system for $1 million and jacked up the fares. the streets are jammed with angry commuters - but you've got a better idea. pick a character and play cab driver as you race through springfield, earning dough to buy back the transit system and return the city to normal. featuring dozens of simpsons characters, original voice talent, and hundreds of landmarks from the fox tv show, the simpsons road rage offers hours of insane driving action.
 
radical entertainment ",0,1,0,0,1,0,0,1,0,0
NHRA Championship Drag Racing,"nhra championship drag racing launches players into the ultimate drag racing experience, putting them in control of an incredible 7,000 horsepower of pure speed. racing nhra tracks from pomona to gainesville, gamers will go head-to-head against world champions like john force, tony schumacher, greg anderson and many more. with adrenaline-charged vehicles including top fuel dragsters, funny cars and pro stock cars, players will get behind the wheel of some of the most powerful dragsters to hit the asphalt. ",0,0,0,0,0,1,0,0,1,3
Monster Jam," get behind the wheel of the world's biggest and baddest monster trucks! experience extreme monster truck action as you catch massive air, crush cars, perform crazy stunts, destroy everything in your path, race to the finish line and more. battle through stadium races, freestyle competitions and outdoor circuit tracks on your way to becoming the monster jam world champion!
 
source - www.activision.com (publisher) ",0,0,0,0,0,1,0,1,0,0
Driver '76,"from the driver franchise that has sold over 14 million copies worldwide, driver ’76 comes exclusively to psp.when the girl of your dreams is the daughter of the biggest triad boss in nyc, it will take more than flashy driving to win her over. put your reputation on the line and prove you’re new york’s fastest wheelman.game features:
 

developed exclusively for psp – drive, crash and shoot your way through authentic 1976 new york in 27 all new missions.li> 
fully customizable vehicles - collect your favorite cars and motorcycles and select from an extensive menu of upgrades. customize body work, install engine upgrades, tune the suspension, add custom exterior paints and buy accessories like bullet proof glass and tinted windows.

head-to-head multiplayer – challenge friends in games modes like street racing, carnage and circuit racing. increase the stakes and race for pink slips – winner takes all, loser gives up their car.

swap collectibles via wi-fi – meet up with friends at the driver ’76 wi-fi swap meet and exchange collectibles.

high speed hollywood action – prove your reputation as new york’s fastest wheelman. remember the cops are never too far behind
 ",1,3,0,0,1,0,0,1,1,0
Road Rash 64,"180 mph slap in the face, anyone? multi-player modes for up to four players including deathmatch, cop mode and tag. new weapons and moves like the dreaded spoke jam. intense pack brawling, including grudges and alliances. 200 miles of interconnected tracks and environments. over 25 bikes and characters to choose from. thrashin' soundtrack featuring sugar ray, the mermen and more! ",0,0,0,0,0,1,0,0,0,0
Juiced 2: Hot Import Nights,"juiced 2: hin evolves the current street racing scene, letting players experience the culture of the real-life hin tour, the nation's largest lifestyle custom car show in an intense racing experience. featuring track and drift racing at real-world locations around the globe, next-gen ai and vehicle customization, juiced 2: hin brings street racing to life, allowing players to test their skills at live street racing events against a back-drop of djs, fashion, models and musicians. new features include addictive drift/ powersliding races and ""driver dna"" that tracks gamers' personal driving traits.
playstation ",0,0,0,0,1,1,1,0,0,5
4X4 EVO 2,"4x4 evo 2 takes the real-world dynamics and cutting edge graphics from the original game and adds a variety of new twists and turns, taking off-road racing simulations to the next level. simmers will have a chance to purchase one of 70 vehicles from 10 different manufactures for use in intense, pedal-to-the-metal, off-road rallies. in addition to individual racing, 4x4 evo 2 gives virtual drivers the chance to join a factory race team or 4x4 club to participate in an assortment of exciting missions that involve exploration and adventure. these various missions will take players on a rowdy ride through locations so realistic and alive that they will have to watch out for animals, traffic and other animated dynamic objects.
take 2 ",0,0,0,1,0,0,0,1,0,1
XS Airboat Racing,"xs airboat racing is a racing game, developed by miracle designs and published by xs games,  which was released in 2004. ",0,0,0,0,0,0,0,0,0,2
MX vs. ATV Reflex,"control your ride! battle for position and avoid catastrophic disaster as you blitz through motocross mayhem. fight for traction and dig up the track to force the competition to carve new race lines. dual controls let you tear it up with death-defying stunts and high-flying freestyle action. grip tight and hang on, off-road gaming has been redefined.      
think fast and hang on to your ride as you take independent control of the rider and take the ultimate test of mettle.  fight for traction and dig up the track as you tear it up with death-defying stunts and high-flying freestyle action. hone in your skills through havoc-laden environments that come alive, creating ever-changing conditions.      
rush through raging rivers, slash though swampy everglades, and blaze through desert dunes as the terrain gets altered with every turn. gain on your opponents lap after lap as you force the competition to carve new race lines, but beware, they can do the same to you.      
grapple an assortment of unique off-road beasts such as mx bikes, atvs, sport buggies and trucks to become the champion of champions. every victory brings you closer; every upgrade equips your ride for victory.  fine-tune, tweak and customize each vehicle the way you want it, you are in control.       
but victory is never complete, take on friends around the world via the playstation®network and xbox live® connectivity. battle on-line to see who reigns supreme within individual events and progressive event series.
rhythm racing 2.0

experience all the control and excitement of the console games at the palm of your hands with rhythm racing 2.0.
updated vehicle physics system.
""rider reflex"" – new rider control mechanism.
wreck avoidance system.

tricks

soar high above with over 30 freestyle tricks on the psp® (playstation®portable) system.

multiplayer

race on the go with 4-player wi-fi access.

vehicles

race all the fastest and fiercest mx bikes, atvs, trucks, buggies and more.

www.thq.com
  ",0,0,0,0,0,0,0,4,0,2
Jet Racing Extreme: The First Encounter, ,0,0,0,0,0,0,0,0,0,0
NASCAR 08,"take the wheel of nascar’s revolutionary new car and drive your way to the nextel cup championship. as the new rookie driver on the circuit, develop your racing skills to gain licenses and contracts from hungry owners and unlock legendary top performing cars from nascar’s biggest stars. gain new experiences as you race the nascar nextel cup series, nascar busch series, and nascar craftsman truck series, then modify your car’s handling to fit your driving style. share your setups with the gaming community, then challenge the field in live races with up to 15 other drivers. experience tomorrow’s racing today in nascar 08.
 
source - www.electronicarts.co.uk (publisher) ",0,1,0,0,1,0,1,1,1,2
Jet X20,"roaring through 8 massive, exotic levels as a professional watercraft rider, you're the envy of all other racers. while racing one of your highly stylized watercraft through raging rivers, turbulent rapids, massive waterfalls and hairpin turns in far-off lands such as atlantis, the arctic, and humid south american jungles, you know you're good. but you're not alone. your competitors know the intensity of the races. they know that this is not just a race of speed, but a test of extreme trick skill. they also know that they want to beat you. they are ready for the challenge. • hop a 300 foot waterfall, roar through a raging river and blast through poseidon's mouth to the ancient city of atlantis - one of 8 massive, fantastical worlds to conquer. • catch huge air as you pull off more than 30 insane tricks through wild, multi-path tracks! • challenge intense riders to wake-eatin' races on any of 10 highly stylized watercrafts source - www.us.playstation.com  ",0,0,0,0,0,0,0,1,0,1
NASCAR Thunder 2004,"from 200 mph super-speedways to hairpin turns on 11 fantasy tracks, tuning your car and finding the line is no longer enough. now youre running to the edge against 42 other unique nascar® personalities every race, drivers who remember your every move and wont think twice about paying you back. out-smart and out-drive them as you battle three-wide from green to checkers. online or on your own, racing just became a contact sport. grudges & alliances: emotion comes to a racing game for the first time as cpu drivers remember your every move and aren't afraid to pay you back. pick up & play controls help new fans navigate over 60 events including all real world nascar races, plus 12 winding road courses. nascar thunder 2004 goes online with peer-to-peer racing on the playstation®2 and 16 player races on pc. the most extensive career mode in a nascar video game just got deeper and easier to navigate! the deepest nascar game ever created with over 70 drivers and 175 authentic cars and the first game with a full pack of 43 cup series cars.
[electronic arts] ",0,0,0,3,0,0,1,0,1,3
Mortifero Motus, ,0,0,0,0,0,0,0,0,0,0
Test Drive: Eve of Destruction,"test drive®: eve of destruction pushes the boundaries of the hit series even further, now offering for the first time ever: bone-rattling vehicle damage, dirt track racing, crazy eve of destruction style events and the most unorthodox stable of drivable vehicles to ever appear in a test drive game.

test drive®: eve of destruction blends the best elements of racing and demolition and is packed with 25 different events, including demo derby, where the last car standing wins; gauntlet, where the player climbs behind the wheel of a hearse and tries to finish a set number of laps while the rest of the field attempts to stop them; trailer race, a new brand of racing event, where players compete while towing various types of trailers and must finish the race with something resembling a trailer still attached.  

additionally, test drive®: eve of destruction offers players a selection of more than 30 custom vehicles, a dynamic soundtrack and a split-screen multiplayer mode for up to four players. ",0,0,0,0,0,0,1,1,0,2
Starsky & Hutch,"race through bay city in starsky’s bright red ford torino, while hutch takes aim at criminals with his .357 magnum. but, don’t go thinking this will be a joy ride. if your driving and shooting skills can’t keep the audience on edge, your ratings will plummet, and it’s game over!
this title is playable on xbox 360™ with a software emulator. please see http://www.xbox.com/en-us/games/backwardscompatibility.htm for more details.
 
xbox.com ",0,0,0,0,1,0,0,1,0,0
Jeremy McGrath Supercross World,"the king of supercross is back, bringing excitement and intensity to the playstation 2. this hybrid mix of sim and arcade racing action exclusively features 10-time supercross champion jeremy mcgrath. accompanying mcgrath are travis pastrana, ezra lusk, sebastien tortelli, tim ferry, grant langston, and nathan ramsey

 25 specially designed tracks for supercross, motorcross, freestyle, and for the first time ever, free-roaming baja racing
 new stunt advantage system gives you a boost for cutting loose
 the extensive freestyle mx mode packs over two dozen tricks, including nac-nacs, supermans, fender grabs, 360s and barrel rolls
 race against your friends in head-to-head split-screen multiplayer action
 pulse-pounding soundtrack featuring mellencolin, the hellacopters, lunatic calm, and others
 race, win and earn as you complete fun-filled challenges on each track

www.us.playstation.com ",0,0,0,0,0,1,0,1,0,2
