Name,Summary,assassin,transformers,bakugan,ninja,combat,spider,samurai,warriors,enemies,lego,spidey,zeroes,salem,bombur,thorin,ronan,hobbit,superchargers,emmet
Destroy All Humans! Big Willy Unleashed,"
the prequel to destroy all humans!® path of the furon™.
control crypto as he travels the world in the funked out 1970's, unleashing massive destruction on foot, in his ufo and, for the first time, in the big willy mech. as the storyline prequel to destroy all humans! path of the furon, destroy all humans!® big willy unleashed™ takes players around the world, lampooning hallmarks of the funkiest decade—the '70's. take on humans and other enemies with a devastating arsenal of weapons and mental abilities—or take to the sky in your ufo to unleash massive destruction from above. freely demolish 5 invasion sites as you take on over 30 story missions and 30 sandbox missions through three modes of play—crypto, ufo, and big willy mech.

big willy – a prototype furon mech masquerading as a fast food restaurant mascot - big willy can destroy tanks or buildings with his massive power, pop humans brains with ease or singe targets with his laser eye beams.
high fidelity destruction – manipulate or destroy virtually anything in the world; on foot, in the air (ufo) or with your big willy, a giant furon mech.
open world game play – explore 5 open world game environments and play through a variety of story missions and side-missions, or destroy everything and anything in sight via open-world sandbox gameplay.
multiplayer modes – dah! big willy unleashed features all new multiplayer modes.

game website
 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
New Gundam Breaker, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadly 30, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogue Ops,"after an explosion claims the lives of her family, ex-green beret nikki connors exploits her military training and her new role in a covert government agency to further her personal quest for vengeance against omega 19, a terrorist organization recognized as the most ominous in the world. with a host of engaging missions, rogue ops™ tests nikki’s ability to survive in any situation.
this title is playable on xbox 360™ with a software emulator. please see http://www.xbox.com/en-us/games/backwardscompatibility.htm for more details.
 
xbox.com ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bakugan: Battle Trainer,"master the secret of bakugan training! enter the world of bakugan, take control of your bakugan monsters, level-up their g-power and teach them new battle skills with a complete training regimen! train your bakugan to excel at all aspects of fighting with an in-depth training mode. ultimately, send your newly trained bakugan monsters into battle with a mission to free imprisoned bakugan from the enemy's hold.  ",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peter Jackson's King Kong: The Official Game of the Movie,"-survive as jack in a world crawling with predators and live the legend as kong.
-use weapons, traps, and your team wisely to survive in first-person as jack.
-break jaws, slam enemies, and throw massive objects in kong's colossal third-person battles.
ubisoft ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Superman: The Man of Steel,"
superman™: the man of steel™ is the world's greatest super hero. he takes on brainiac 13, who has unleashed an unstoppable army of robotic drones into metropolis that destroy everything in their paths. to stop these drones superman must travel to the far reaches of space and into the depths of the phantom zone. back on earth, lex luthor has diabolical designs of his own. this is a job for superman!



xbox.com ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales of the Heroes: Twin Brave, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kung-Fu: High Impact, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Robot Wars BX, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomb Raider: Legend,"gaming’s most famous heroine makes her triumphant return in lara croft tomb raider: legend! lara croft travels the globe in search of an ancient artifact and is pitted against rival forces...  features:      lara comes to life - the dual-pistol-wielding adventurer’s polygon count and animation set has been increased significantly, presenting lara in the finest fidelity to date return to the tombs: lara’s new quest brings her to lost ancient realms that guard secrets of the past     fluid movement: the revamped control system provides intuitive and fluid character movement     dynamic animation system puts focus on continuous motion, giving lara the ability to seamlessly handle any obstacle and interact dynamically with any surface move and shoot. lara uses her physical prowess to combine gunplay with unique signature moves       variety of player choice - intelligently use the environment, technical gear and weapons to overcome challenging situations.     physics, water and fire systems bring the perilous environments of lara’s world alive, and challenge the player to improvise solutions to obstacles visit a vast array of cinematic & exotic locations including ancient tombs, dangerous jungles, snowy mountain ruins and numerous unexpected surprises in between!  eidos website ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Lantern: Rise of the Manhunters,"green lantern: rise of the manhunters is  inspired by the feature film, which brings the enduringly popular dc  comics super hero to the big screen for the first time and which stars  ryan reynolds in the title role as hal jordan, the newest member of the  green lantern corps.  in the video game players will utilize over a  dozen constructs and take flight across the deepest parts of the  universe to restore intergalactic order by wielding the ultimate weapon:  the green lantern power ring.

(official site) ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission: Impossible - Operation Surma,"your mission—if you choose to accept it—is to save the free world from certain doom. ethan hunt is back in mission: impossible—operation surma, a stealth action-adventure featuring an incredible arsenal of the latest weaponry, hi-tech gadgets, and mind-blowing disguises. ethan and his imf team travel to exotic international locations in an effort to thwart the surma corporation’s diabolical plans for global domination. throughout your mission, you’ll be called upon to use stealth and a wide variety of imf weapons and gadgets to get the job done.
 
xbox.com ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyperdimension Neptunia U: Action Unleashed, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MegaTagmension Blanc + Neptune VS Zombies, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Song of the Deep, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Camp,"in space camp, you begin as an aspiring astronaut in training. after rocketing yourself to the moon, you must engage in a series of futuristic, furiously fun missions in order to return home to earth. with the help of your own robot, you will perform activities like scientific experimentation, controlling spacecraft and even defending the moon from invaders.
in addition to the robust single player mode, there are several multiplayer options available on the wii. cooperative mode allows one player to control the main character while a second can interact with environment. for crews of more than two, party mode offers the opportunity for up to four players to take part in raucous competitive mini-game tournaments set on both the earth and lunar locales. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
007: Quantum of Solace,"james bond is back to settle the score in the quantum of solace video game.  introducing a more lethal and cunningly efficient bond, the game blends intense first-person action with a unique third-person cover combat system that allows players to truly feel what it is like to be the ultimate secret agent as they use their stealth, precision shooting and lethal combat skills to progress through missions.  seamlessly blending the heart-pounding action and excitement of the upcoming “quantum of solace” feature film with the “casino royale” movie, the title propels players into the cinematic experience of international espionage.  based on the renowned call of duty® 4: modern warfare™ game engine that has been specifically engineered to immerse players in the bond universe, quantum of solace delivers superior high-definition graphics, reactive ai and visually stunning locations inspired by locales portrayed in the films.
activision.com ",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yu-Gi-Oh! Nightmare Troubadour (JP sales),"yu-gi-oh! nightmare troubadour brings a new round of dueling action to the nintendo ds™. utilizing the unique features of the nintendo ds™, players will experience the world of yu-gi-oh! on two screens with touch pad controls. watch monsters rise up from their cards and battle it out on the top screen with amazing 3d graphics. use the bottom screen strategically as it presents the card playing field in 2d and supports full touch control. duel against your friends or trade cards using the wireless function.
gameplay:watch monsters rise up from their cards and battle it out on the top screen. the bottom screen presents the card-playing field in 2d and supports full touch-screen control. players tap the screen to deal, draw and flip cards.
features:
 utilizes the nintendo ds touch pad and two screens for exceptional control 
 use the nintendo ds’ wireless lan connection to duel friends and trade cards 
 includes more than 1,000 of the latest and greatest cards 
 each game includes three exclusive trading cards 
 enhanced 3d graphics bring the yu-gi-oh! world to life as monsters rise from the cards 
 unique “friendship” feature available with in-game duelists that will trigger special events 
 “game time” triggers events based on the game clock


nintendo.com  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akiba's Trip: Undead & Undressed,"akihabara. ""akiba,"" for short.
this suburban tokyo ward's seen it all, from japan's post-war reconstruction to the economic bubblegum crisis of the '80s. always on the cutting edge of progress, with a little something to offer even the most fetishistic of appetites, it was almost inevitable that this singular technocracy of indulgence would give birth to a whole new kind of appetite altogether.
enter, the “synthisters” – vampires who prey upon the life energy of the town’s unsuspecting figurine-chasers, maid café connoisseurs and cosplayers. those victimized by synthisters take on the properties of their attackers while also withdrawing from society and becoming veritable shut-ins due to their newfound fatal weakness to sunlight.
akiba’s trip: undead & undressed tells the story of one such unfortunate soul: a young man named nanashi who was lured into a trap by the promise of rare character goods and transformed into one of the walking undead. he, however, was spared the worst of his fate by the bloody kiss of a mysterious synthister hunter named shizuku. together with the rest of his companions in an organization unofficially dubbed the “akiba freedom fighters,” nanashi and shizuku must uncover the truth behind the synthister plague and save akiba from being overrun by violent, antisocial energy vampires.
and of course, the best way to fight vampires is to strip them down to their skivvies so they melt in the noonday sun…
source: http://akibastrip.com/ ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NightCaster,"nightcaster is a third-person, single-player, action-adventure game featuring intense spell combat and exploration. players take the role of arran, a novice wizard whose magical power grows as he ages throughout his quest to collect spells and rid the world of eternal night.
this title is playable on xbox 360™ with a software emulator. please see http://www.xbox.com/en-us/games/backwardscompatibility.htm for more details.
 
xbox.com ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hitman 2: Silent Assassin,"enter the realm of a retired assassin, forced back into action by treason. you may be a hired killer but you still have a sense of loyalty and justice. visit the dark recesses of a world corrupted by crime, greed, degradation and dishonor. and a past that catches up with you. trust no one - if the price is right, the finger of your most trusted ally will be on the trigger. your targets may hide in the most remote areas of the planet, but their destruction is never prevented - only postponed. learn your trade - master your tools - overcome your obstacles - outsmart your enemies - eliminate your targets. remember: rash decisions bleed consequences. know when to strike instantly, know when to take your time. chance favors the prepared. failure is not an option.pick up contracts in exotic locations around the globe: sicily, st. petersburg, japan, malaysia, and india. operate in a non-linear world where the outcome of your actions and proficiency as a hitman are measured on a balance between stealth and aggression. stalk and eliminate your targets up close and personal, in either 1st or 3rd person perspectives. execute your assignments with a diverse arsenal of equipment, from armor-piercing sniper rifles and explosives to chloroform and poison darts. acquire and carry weapons and tools from mission to mission through an enhanced inventory and save-game system. original soundtrack composed by jesper kyd and performed by the budapest symphony orchestra.*eidos interactive ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Crouching Tiger, Hidden Dragon","relive the epic story from the film in the game of crouching tiger, hidden dragon. by stepping into the roles of each of the main characters--li mu bai, yu shu lien, jen, and ""dark cloud"" lo--you can unleash a variety of fighting techniques, weapons, stunts, and moves against brutally gifted enemies. characters improve in skill throughout the game, learn new moves, and earn bonuses and rewards as they master the art of wudan-style fighting.
www.us.playstation.com ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rango: The Video Game,"rango the video game is a historic action adventure game, developed by artificial mind and movement and published by electronic arts,  scheduled to be released in 2011. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Destroy All Humans! Path of the Furon,"in destroy all humans! path of the furon, players will pick up where prequel destroy all humans! big willy unleashed leaves off, controlling crypto in the funked out 1970s when a mysterious new enemy attacks, launching a conspiracy that unravels crypto's groovy new way of life and threatens the very survival of his furon race. developed by thq's newly formed internal development studio sandblast games, destroy all humans! path of the furon takes players on a journey of enlightenment and destruction to help crypto gain new powers from an alien kung fu master in order to take on his most difficult enemy yet.  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otogi: Myth of Demons,"set in ancient japan and steeped in real-life folklore and mysticism, otogi™: myth of demons is the story of raikoh, a hero who must stop a ferocious demonic army unleashed upon the earth. as a long-forgotten doomsday myth materializes, raikoh must quickly dispatch hoards of demon warriors, massive bosses, and everything else that gets in his way.
 
xbox.com ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victorious: Time to Shine, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deception IV: Blood Ties, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fat Princess: Fistful of Cake,"overview
sound the trumpets: the highly-anticipated playstation®network title fat princess is bringing its comical medieval fun to psp®(playstation®portable), and with a host of added features.  franticly-paced and strategic, fat princess: fistful of cake pits two hordes of players against each other in comic medieval battle royale on psp.  the player’s goal is to rescue a beloved princess from the enemy castle.  there is a catch, though; the adversary has been feeding her magical cake to make her heavier to carry.  therefore, it will take much of the army working together to carry her across the battlefield.
 
team balance and strategy is crucial in fat princess: fistful of cake, as players can switch between five different character classes literally at the drop of a hat. the name of the game is cooperation, whether it is flinging another player over the enemy’s walls with a teeterboard, healing him while he charges into battle, or adding muscle to carry the hearty princess to safety. 
 
the comical, quirky and loveable cast of characters in fat princess: fistful of cake has been developed specifically for optimization on psp.  now players can have their cake, and take it on the go, too.
 
key features
six new levels for psp plus all of the originals – fat princess: fistful of cake adds six new battlefields to the franchise, including environments like forest, canyon and volcano. 
online multiplayer – go head-to-head with up to 8 players (4 vs. 4) via ad hoc (nearby) or infrastructure (internet connection) mode.
extended single player campaign – play through the extended story mode chapters on the go to learn the dramatic tale of the beloved fat princesses.
new multiplayer game modes – new for fat princess: fistful of cake, select from four additional game multiplayer game modes, including grim ripper, dilapidated, demolition and jailbreak.
five character classes – change your character class at any time merely by swapping hats: worker, warrior, ranger, mage and priest.
resources & upgrades – work together to collect resources to upgrade your weapons and castle defenses.
customizable avatars – create your own personal avatar before you charge into battle.  unlock new customization options during gameplay.
 
--fact sheet ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Clancy's Splinter Cell: Double Agent,"veteran agent sam fisher is back. but he's never faced an enemy like this before. to stop a devastating terrorist attack, he must infiltrate a vicious terrorist group and destroy it from within. for the first time ever, experience the relentless tension and gut-wrenching dilemmas of life as a double agent. as you infiltrate a terrorist organization in its american headquarters, you must carefully weigh the consequences of your actions. kill too many criminals and you'll blow your cover. hesitate too long and millions will die. do whatever it takes to complete your mission, but get out alive. the fourth game in the tom clancy's splinter cell series thrusts players into a new breed of gameplay that promises to innovate and revolutionize the splinter cell franchise. ubisoft takes the saga of sam fisher into entirely new territory, expanding the story and depth of his character. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akiba's Trip: Undead & Undressed,"akihabara. ""akiba,"" for short.
this suburban tokyo ward's  seen it all, from japan's post-war reconstruction to the economic  bubblegum crisis of the '80s. always on the cutting edge of progress,  with a little something to offer even the most fetishistic of appetites,  it was almost inevitable that this singular technocracy of indulgence  would give birth to a whole new kind of appetite altogether.
enter,  the “synthisters” – vampires who prey upon the life energy of the  town’s unsuspecting figurine-chasers, maid café connoisseurs and  cosplayers. those victimized by synthisters take on the properties of  their attackers while also withdrawing from society and becoming  veritable shut-ins due to their newfound fatal weakness to sunlight.
akiba’s trip: undead & undressed tells  the story of one such unfortunate soul: a young man named nanashi who  was lured into a trap by the promise of rare character goods and  transformed into one of the walking undead. he, however, was spared the  worst of his fate by the bloody kiss of a mysterious synthister hunter  named shizuku. together with the rest of his companions in an  organization unofficially dubbed the “akiba freedom fighters,” nanashi  and shizuku must uncover the truth behind the synthister plague and save  akiba from being overrun by violent, antisocial energy vampires.
and of course, the best way to fight vampires is to strip them down to their skivvies so they melt in the noonday sun…
source: http://akibastrip.com/ ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Of Orcs and Men, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Green Lantern: Rise of the Manhunters,"green lantern: rise of the manhunters is  inspired by the feature film, which brings the enduringly popular dc  comics super hero to the big screen for the first time and which stars  ryan reynolds in the title role as hal jordan, the newest member of the  green lantern corps.  in the video game players will utilize over a  dozen constructs and take flight across the deepest parts of the  universe to restore intergalactic order by wielding the ultimate weapon:  the green lantern power ring.

(official site) ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles 2: Battle Nexus,"get ready for more exciting action-packed adventures in teenage mutant ninja turtles® 2: battle nexus™. simultaneously play with or against up to three friends in both cooperative and head-to-head modes! only the best can turn chaos into control ...
 
xbox.com ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Onechanbara: Bikini Samurai Squad,"
in onechanbara™: bikini samurai squad™, aya, a descendent of the family known as imichi, meaning blood that goes out of control, reconciles with her sister saki and live together in peace for awhile. the peace doesn't last for long as an infestation of zombies has plagued the city. the sisters join together to draw their swords and rid the city of evil.
play with a friend in co-op mode or switch between any of the three beautiful playable characters in single-player. each character has a variety of unique moves to master during combat to destroy enemy zombies. get blood on either sister to trigger rage mode and gain more power and agility to destroy enemies faster and deadlier. for an added experience, go to marketplace to download additional outfits and sword-flinging girls.




sword-wielding action: killer combat system is focused on swordplay with multiple playable characters, aya and saki, plus an unlockable character. 
hidden powers: rage mode unleashes the hidden powers of aya and saki. 
co-op play: join with a friend in two-player co-op offline mode for every mission in the game. 
new outfits: dress-up mode allows you to outfit your characters for battle.
marketplace extras: download new playable characters and outfits from xbox live.



 
xbox.com ",0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Outlast Trinity, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamagotchi no Pichi Pichi Omisecchi,"tamagotchi no pichi pichi omisecchi is an action game, developed and published by bandai namco games,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warriors Orochi 2,"warriors orochi 2 takes place after the events of the original game. the game’s main story mode features storylines for the kingdoms of wu, wei, and shu, and the samurai warriors, while a new orochi storyline looks back to the first series of wars to expose some of the serpent king’s secrets. (includes 2p co-op)
us.playstation.com ",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Assault: Retribution,"mercy is not an option.
traveling through 7 mind blowing levels, your mission will take you far from home. journey to remote outposts of humanity and into hellish uncharted alien worlds.
we wouldn't deploy youto the epicenter of an alien infested city without a massive arsenal from which to choose. multi-phase pulse rifles, devastating shock weapons, magnetic bolt accelerators and many more. each weapon is designed for maximum destruction!.
if you think you're ready, play in the 2 player cooperative mode. you'll encounter extra mutants, alternative routes and increasingly challenging obstacles around every corner. whether you choose a solo mission, or decide to work with an ally, be prepared for some fast-paced, non-stop, heart pounding action!
these creatures must be wiped out by you before they reach any other cities. no alien life forms are to be left alive. with the support of the dual shock analog controller, you can feel the firepower as you exterminate the alien invaders!
remember, mercy is not and option.
 
--box ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sengoku Basara 3 Utage, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spartan: Total Warrior,"while creative assembly's ""total war"" games emphasized the player as commander (the general), spartan: total warrior puts the player in control of a heroic warrior. spartan: total warrior engulfs the player into the midst of titanic clashes between mighty armies, blending mythical beasts and legendary monsters into the fray. brutal combat meets epic warfare on the battlefields of the ancient world as you fight for your life, your freedom and your honor. take up arms against the ruthless roman empire and fight alongside loyal allies as your skill at combat and your mastery of the art of war allows you to single-handedly turn the tide of epic battles. wade into the thick of battle with intense combat featuring a wide range of moves, multiple melee & missile weapons, combos, spectacular special moves, finishing moves, blocks, shield charges and evasive manoeuvres. from arid wastelands to full scale cities, through dungeons to rugged mountains, and finally to the ultimate showdown in the imperial coliseum in rome, the titles environments are massive.
[sega] ",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advent Rising,"advent rising is a third-person action adventure presented in stunning cinematic form, delivering an astounding array of gameplay experiences. the first in a trilogy of games, advent rising sweeps players up in an ever-evolving series of amazing events, all within a rich story created in collaboration with award-winning science fiction author orson scott card.



 

immersive action: don't just watch—play right in the heart of thrilling cinematic sequences. unprecedented gameplay featuring hollywood-quality graphics.
different perspectives: choose first- or third-person points-of-view.
next-generation unreal® technology: integrated with the karma physics engine.
sweeping storyline: in collaboration with award-winning sci-fi author orson scott card.
downloadable content: enhance your experience with xbox live®.
amazing variety of superhuman powers: including energy blasts, levitation, and energy shields.
awesome weapons: all with unique alternate-fire capabilities.
incredible vehicles: including human and alien assault vehicles, hover tanks, and flying vessels.
versatile control scheme: allows for acrobatic movement and precise targeting of enemies with quick switching between weapons and powers.
dolby digital 5.1 support: brings each scene to life. soundtrack performed by the los angeles orchestra with the mormon tabernacle choir.

xbox.com
 ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chessmaster: The Art of Learning,"chessmaster: the art of learning expands the scope of chess to include broader principles of learning. josh waitzkin's much-anticipated book the art of learning (free press) is designed to pave the road to successful long-term growth on and off the chessboard. waitzkin then turns to the classics, introducing beginners to brilliant games from some of the most important players in the history of chess
www.us.playstation.com ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dynasty Warriors Gundam Reborn, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assassin's Creed II: Deluxe Edition,"assassin’s creed 2 digital deluxe edition includes:


assassins creed 2
sequence 12 and 13!
3 bonus maps! explore some of the renaissance’s most prestigious monuments to reveal secret treasures in three special in-game maps: palazzo medici, santa maria dei frari, and the arsenal shipyard.

assassin’s creed® 2 is the follow-up to the title that became the fastest-selling new ip in video game history. the highly anticipated title features a new hero, ezio auditore da firenze, a young italian noble, and a new era, the renaissance.
assassin’s creed 2 retains the core gameplay experience that made the first opus a resounding success and features new experiences that will surprise and challenge players.
assassin’s creed 2 is an epic story of family, vengeance and conspiracy set in the pristine, yet brutal, backdrop of a renaissance italy. ezio befriends leonardo da vinci, takes on florence’s most powerful families and ventures throughout the canals of venice where he learns to become a master assassin.

ezio, a new assassin for a new era ezio auditore da firenze is a young italian noble who will learn the ways of the assassins after his family was betrayed and he looks to seek vengeance. he is a lady’s man, a free soul with panache yet has a very human side to his personality. through him, you become a master assassin.
renaissance italy italy in the 15th century was less a country and more a collection of city-states where families with political and economic strength began to take leadership roles in cities like florence and venice. this journey through some of the most beautiful cities in the world takes place in a time in history where culture and art were born alongside some of the most chilling stories of corruption, greed and murder.
a new-found freedom you will be able to perform missions when you want and how you want in this open-ended world that brings back free-running and adds elements such as swimming and even flying to the adventure. the variety in gameplay adds another layer for you to truly play through the game any way you choose.
dynamic crowd discover a living, breathing world where every character is an opportunity for the player. blending in with the crowd is easier, working with in-game characters provide ample rewards but can also lead to surprising consequences.
become a master assassin perfect your skills to become a master assassin where you brandish new weapons, learn to disarm enemies then use their weapons against them, and assassinate enemies using both hidden blades.


source: ubisoft
 ",3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Dynasty Warriors 5 Empires,"
the armies of the kingdom are at your command in dynasty warriors® 5 empires! conquer the 25 regions of ancient china and build an empire using cunning diplomacy and uncompromising force. before each battle, meet with your war council to decide upon military and political policies for the kingdom; then it's time for war!
issue direct orders to each officer or general commands to officers on the field. take the offensive, defend your ground, or have all officers rally to you for an ambush. choose the officers for your attack force, entice captured soldiers into joining your service, or expel them from your kingdom.




different battlefields: there are four scenarios to unlock, with six scenarios in all.
multiplayer modes: two-player co-op in ""empire"" and ""free"" modes.
policy decisions: meet with your war council and choose policies which affect government, product development, diplomacy, and battle tactics.
varied dynamics: change game dynamics by limiting the number of your officers during play, adjusting time limits, and selecting battle conditions.
absorbing gameplay: discover the history of the dynasty warriors with the encyclopedia, unlock new items, strengthen your weapons, and much more.



 
xbox.com ",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thor: God of Thunder,"

experience a spectacular, epic-scale original adventure in thor’s first standalone game as he battles through numerous worlds of norse mythology to overcome monstrous foes lifted from the pages of the comics. wield mjölnir, thor’s legendary hammer, to fight enemies on an immense scale while controlling the elemental storm powers of lightning, thunder and wind to vanquish foes. battle against legendary enemies including ulik, ymir and surtur in conflicts that span realms ranging from primal worlds of fire and ice to extraordinary planets inhabited by frost giants, trolls, and other monstrous denizens.
enchanted uru hammerfeel the surging power of a norse superhero as you devastate multiple enemies with melee combo attacks and hammer throws, utilizing thor’s elemental storm powers of thunder, lightning, and wind.epic enemiestake on an array of titanic enemies dozens of feet tall weighing over 20 tons using multiple strategies including grappling, vaulting and elemental attacks.level upacquire new abilities, powers, and weapon upgrades as thor earns valor points through his exploits.immortal heritagestep into the role of the son of odin, asgard’s divine ruler, wielding the mighty hammer mjolnir that gives you control of elemental powers.original storylinedelve deeper into the heroic tales of the thor universe with an original story created specificallyfor the video games.
http://www.sega.com/games/thor-the-video-game/

 ",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Gladiator Begins,"customize your own gladiator and win your freedom! choose from several different builds, faces, hair styles and skin tones. depending on which gender you pick, npcs will react differently! ad-hoc multiplayer action, battle a friend using the ad-hoc multiplayer option. weapons and armor galore with over 500 plus swords, shields, spears, clubs and axes. refine blessed weapons to make them stronger at the blacksmith.  ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adventure Time: Finn & Jake Investigations,"adventure time: finn and jake investigations is an all-new,  story-driven graphic adventure game. strange stuff is happening in the  land of ooo (stranger than usual anyway). luckily, finn and jake are on  the case. this mysterious adventure will put their detective skills to  the test as they search for clues, interrogate witnesses and piece  together the evidence to save the day. they might even have to bust up a  few goons along the way, but it’s nothing that finn and jake  investigations can’t handle!

features:

sleuth your way through five cases set in the land of  ooo, each of which plays out a separate chapter (like your own personal  episode of the show).
see the adventure time characters and familiar locations for the first time in 3d.
tackle puzzles by creatively using inventory objects and jake’s shape-shifting abilities.
combat evildoers as finn using a variety of unique swords and jake’s awesome attack forms.

source: publisher ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles: Arcade Attack,"this side-scrolling beat-em-up game is a tribute to the coin-op classics that made the turtles video game legends. the turtles make their return to the nintendo ds to clean up the crime-riddled streets of nyc. the shredder stands poised to take over the city—and only you can rally the might of the ninja brothers to put a stop to the threat in the present and the future...
ubisoft ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Theft Auto: San Andreas,"
five years ago, carl johnson escaped from the pressures of life in los santos, san andreas, a city tearing itself apart with gang trouble, drugs, and corruption. now he’s back in grand theft auto: san andreas™. but carl's family is in dire straits and his friends are headed for disaster. to make matters worse, he's just been framed for homicide. join carl on his journey across the state of san andreas as he fights to save his family and take back control of the streets.




sights: become part of carl's world through the astounding graphics of the xbox®. experience dynamic weather, from sunshine to smog. relive the last 30 seconds of outrageous gameplay with instant replays!
sounds: listen to san andreas, now sonically invigorated for the xbox. use custom soundtracks to craft your own personalized radio station of early 1990s anthems.
space: explore three huge cities on san andreas, an island almost six times the size of vice city. visit deserts, rolling countryside, truck stops, secret military base, forest, mountains, and dozens of small towns.
speed: take control of bmx bikes, motorcycles, aircraft, trucks, cars, boats, hovercraft, and more.
style: pimp your ride with a custom sound system, nitro packs, rims, bumpers, upholstery, and other options.
sports: play mini-games like basketball, pool, dancing, low-rider hopping, vegas games, and old-school arcade games.
support: use two-player cooperative mode for certain objectives.



 
xbox.com ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Inpatient,"a twisting tale of terror. life and death decisions
open your eyes… and prepare yourself for the dread of unforgettable psychological horror. set 60 years before the nerve-shredding events of ps4 smash hit until dawn, you awaken in a strange medical facility, with no memory. it’s up to you to discover why you’re trapped within blackwood pines sanatorium – and uncover a chilling conspiracy lurking within its shadows.
feel every spine-tingling moment as ps vr puts you in the heart of the horror with a full body model showing your legs, arms and hands on-screen – while innovative voice controls means your character says what you want.
make meaningful choices in a branching narrative that leads to different endings as you try to figure out who you are, and why you’re here. but in a world where you can barely trust your own memories… how can you truly trust anyone else
source: developer ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killer is Dead, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
