Name,Summary,naruto,smackdown,tekken,snk,kombat,wwe,fighter,wrestling,fighters,fighting
Transformers: Prime,"based on the smash hit tv show, transformers prime challenges players to  join forces with the autobots and teens jack, miko and raf to save the  earth from megatron and his new secret weapon thunderwing. play as one  of your favorite autobot characters from team prime as you battle  through unique vistas around the world to help defeat the decepticons.  continue the battle against your friends in multiplayer mode with 11  playable characters
source: publisher ",0,0,0,0,0,0,0,0,0,0
FaceBreaker,"the renaissance of the arcade boxing genre is upon us. created by the same team that developed the award-winning fight night round 3, this all-new intellectual property offers irreverent fun, immersive gameplay and eye-popping stylised graphics. in this in-your-face, arcade world full of ego-wielding characters, each boxer comes to life with unique attributes and distinct personal style. pit romeo, a latin lover known for his pelvic thrusts, against molotov, an oversized russian demolitions expert with a penchant for fighting dirty, to see how romeo’s  back-handed slaps fare against molotov’s illegal use of explosives. add a little personal motivation to your fight by uploading a photo of your face to create a realistic likeness using photo game face, and go toe-to-toe with a real-life friend or foe. following the total domination of your rival, mount their head onto the wall of your virtual trophy room where you can relive your conquest over and over again. every time you clobber someone in the ring, you earn their head for your collection. go on a head-hunting mission to assemble your own army of pugilists. then upload a clip of your clash to extend their humiliation. laugh out loud as you pummel your opponent with a barrage of blows to the face and watch in satisfaction as your progress is illustrated by real-time facial deformation. with haymakers, face shots and body blows, wait for the right moment to drop a breaker to make your presence known.  let facebreaker help you to rediscover the joy of ass-kicking.--ea  ",0,0,0,0,0,0,0,0,0,1
Street Fighter 30th Anniversary Collection,"celebrate the 30th anniversary of the iconic street fighter franchise with the street fighter 30th anniversary collection on playstation 4, xbox one, nintendo switch and windows pc!  this all-in-one package highlights the series’ past in an anthology of  12 classic titles, plus loads of archival documents, music and history.
this collection includes online-enabled versions of street fighter ii: hyper fighting, super street fighter ii turbo, street fighter alpha 3 and street fighter iii: 3rd strike.  while playing these four titles online, players can recreate the  classic arcade gaming experience by battling the cpu whilst waiting for  online opponents. put your skills to the test and climb global  leaderboards, one for each online title!
fans of the series can also enjoy diving into the past 30 years of  street fighter history with rich character bios, a huge museum mode  including never before seen art and interactive timeline, and listen to  tracks in the music player.
source: https://streetfighter.com/street-fighter-30th-anniversary-collection/ ",0,0,0,0,0,0,7,0,0,0
Tekken Tag Tournament 2,"never underestimate the heart of a champion. the original tag team  fighter that started it all is back. tekken tag tournament 2 delivers  new and returning characters in the largest roster ever. experience the  most advanced attack mechanics, ultimate combo move sets and new battle  modes. with innovative features to broaden tekken consumer  accessibility, unlimited fighter combinations & multiple ways to  challenge your friends – get ready for the next battle!
features:

multiplayer match – challenge your friends in a 2-on-2 tag-team battle, 1-on-1 or 1-on-2


pair play – up to 4 players can each control a character in the ultimate team battle


fight lab – all new mode to customize combot’s appearance & for the first time ever, his moves


largest playable roster – more than 50 characters to choose from


new stages – fight in your favorite countries around the world


environmental fx – clothing condition alters in real-time with water & dirt effects


new moves – each character expands their fight arsenal with exclusive new tag-throws & tag-combos


online – all-new features bring the community together like never before


offline battle modes – re-live the classic arcade mode, train in a  first-class practice mode, customize your team/character appearance  & much more

sources: publisher ",0,0,2,0,0,0,2,0,0,0
WWE All Stars,"wwe all stars delivers an all-new take on wwe  with fast, fun, fluid and furious arcade-style gameplay that takes wwe  action to the next level! featuring your favorite colorful wwe legends  of the past and larger-than-life wwe superstars of today, wwe all stars  delivers the greatest roster ever assembled in a wwe videogame!  it’s up  to you to determine the greatest of all time in the revolutionary new  addition to thq’s wwe videogame portfolio and debut release from thq san  diego!

fun and in-your-face wwe  arcade-style action - take wwe action to the next level with  high-flying, hard-hitting and high impact gameplay that bridges  generations of wwe fans with fun, intuitive and approachable gameplay.
best roster ever - choose  from the greatest roster of wwe superstars and legends, including john  cena, hulk hogan, the rock, andre the giant, triple h, and for the first  time ever in a thq/wwe videogame, randy savage.
four awesome character  classes - punt an opponent sky high! juggle him with your fists! weave  together killer combinations of high-impact moves or best an opponent  with your fists of fury!
create-a-superstar - the  greatest wwe roster of all time wouldn't be complete without your  created wwe superstars! customize your superstar and pit him against the  game's wwe superstars and wwe legends to see if he can become  legendary.

 
thq ",0,0,0,0,0,16,0,0,0,0
Fight Club,"broken bones, blood-stained and ripped clothes, and facial deformations are common in fight club. based on the movie of the same name, fight club lets you play as one of the many characters from the movie as they fight until someone goes limp, taps out, or is beaten to a pulp. with three different fighting styles and intuitive controls, the game creates a challenging experience for fighting fans of all levels. ",0,0,0,0,0,0,0,0,0,2
Dead or Alive,"the fighting game you've been waiting for... purist fighting for purist fighting fans. no lightning bolts, no magic tricks, no weapons... your survival is all in your own hands. seamlessly rendered characters, combined attack maneuvers, and full parallax 3d backgrounds with light-sourcing brings you a vividly real experience! ",0,0,0,0,0,0,0,0,0,3
Bloody Roar: Primal Fury, ,0,0,0,0,0,0,0,0,0,0
Vampire Savior: The Lord of Vampire,"vampire savior: the lord of vampire is a 2d fighting game, developed and published by capcom,  which was released in japan in 1998. ",0,0,0,0,0,0,0,0,0,1
WWE SmackDown vs. Raw 2009,"the #1 fighting game franchise in the world upholds its commitment to providing gamers with the definitive simulation of live wwe programming. featuring added depth and realism, along with a first-ever co-op storyline, wwe smackdown vs. raw 2009 enables players to come together and experience the virtual world of the wwe. on your own, you're great, but together, you're unstoppable. a new way to play: wwe smackdown vs. raw 2009 features brand new gameplay controls that utilize the stylus and d-pad to deliver a compelling handheld fighting game experience.more superstars and match types: an increased roster and new match types, such as the steel cage, provide handheld gamers with a variety of intriguing options to enhance gameplay.create-a-superstar: making its nintendo ds™ debut, the popular mode from previous franchise games allows players to create their own superstars, assign attributes and take them into the heat of battle, including matches in season mode.redesigned season mode: the redesigned season mode takes on a role-playing approach, allowing players to interact with superstars, upgrade their abilities and complete missions on a quest toward legendary goals. ",0,2,0,0,0,3,0,0,0,2
BlazBlue: Chrono Phantasma Extend, ,0,0,0,0,0,0,0,0,0,0
UFC: Sudden Impact,"ufc: sudden impact gives you all the mixed martial arts action found only in the octagon. you can create and customize your own ultimate fighter and then fight your way through five gameplay modes, including tournament and story. the game includes such ufc superstars as chuck liddell, tito ortiz, ken shamrock, and matt hughes, as well as 10 unlockable and six hidden fighters. you can choose from 15 different fighting disciplines, positions, and moves.
playstation ",0,0,0,0,0,0,1,0,0,1
Street Fighter: The Movie, ,0,0,0,0,0,0,0,0,0,0
The King of Fighters '97, ,0,0,0,0,0,0,0,0,0,0
Fight Night Round 2,"get ready for the ultimate knockdown! ea sports™ fight night round 2 delivers the most realistic boxing title to ever grace the video game ring. the sequel to the best-selling boxing title of 2004 will knock gamers off their feet with new and exciting features including the ea sports™ haymaker, innovative gameplay inside and outside of the ring, a unique create-a-player option and an extensive career mode. ea sports fight night round 2 is the must-have title for fighting and boxing fans!   unleash the most fearsome punches in video game history by adding extra power to each punch for one punch knockouts and increased damage on your opponents with the ea sports haymaker. devastate and punish your adversaries on the way to boxing glory.  in between rounds, take command of your boxer’s corner. use the swell and cut tools to reduce damage and bleeding around your boxer’s eyes. if your boxer can’t see, he can’t fight!
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,0,0,0,1
The King of Fighters '97,"the king of fighters '97 is a 2d fighting game, published by snk,  which was released in japan in 1998. ",0,0,0,0,0,0,0,0,1,1
The King of Fighters '95, ,0,0,0,0,0,0,0,0,0,0
FaceBreaker,"the renaissance of the arcade boxing genre is upon us. created by the same team that developed the award-winning fight night round 3, this all-new intellectual property offers irreverent fun, immersive gameplay and eye-popping stylised graphics. in this in-your-face, arcade world full of ego-wielding characters, each boxer comes to life with unique attributes and distinct personal style. pit romeo, a latin lover known for his pelvic thrusts, against molotov, an oversized russian demolitions expert with a penchant for fighting dirty, to see how romeo’s  back-handed slaps fare against molotov’s illegal use of explosives. add a little personal motivation to your fight by uploading a photo of your face to create a realistic likeness using photo game face, and go toe-to-toe with a real-life friend or foe. following the total domination of your rival, mount their head onto the wall of your virtual trophy room where you can relive your conquest over and over again. every time you clobber someone in the ring, you earn their head for your collection. go on a head-hunting mission to assemble your own army of pugilists. then upload a clip of your clash to extend their humiliation. laugh out loud as you pummel your opponent with a barrage of blows to the face and watch in satisfaction as your progress is illustrated by real-time facial deformation. with haymakers, face shots and body blows, wait for the right moment to drop a breaker to make your presence known.  let facebreaker help you to rediscover the joy of ass-kicking.--ea  ",0,0,0,0,0,0,0,0,0,1
Fighter Maker,"this product is part of the designer series  fighter maker is the fighting game every fighting game fanatic has been waiting for. fighter maker is the total package, a 3d fighting game and all the tools every fan needs to create the perfect fighter. fighter maker's awesome suite of design tools allows anyone to create their own unstoppable fighting machine from scratch or edit any move from the extensive library of 800 moves and save it to a memory card. now any gamer can take total control of every keyframe of animation, every hit, every throw, every juggle combo, and every camera angle.



fighter maker features professional-quality design tools that give you full control over your fighter's every movement.
customize your fighter's arsenal from a library of over 800 lethal fighting moves and save it to a memory card and challenge your friends.
start with a wire frame figure and create exciting new moves from scratch or edit any of the moves from fighter maker's extensive library.
pick from over 20 deadly fighting styles from all over the world and compete in 10 exotic locations.
 

the design module lets you fine tune each of your fighter's 69 unique moves to score the most damage points.
test your moves against other fighting styles by sparring with a variety of opponents.
add sound and visual effects to your moves.
create signature victory and defeat moves.
select your fighter's appearance from 20 unique characters including skullo mania from street fighter.
1 or 2 players can play




agetec
 
  ",0,0,0,0,0,0,5,0,0,7
Guilty Gear Xrd: Sign, ,0,0,0,0,0,0,0,0,0,0
BlazBlue: Central Fiction,"blazblue: central fiction is the fourth game to  the blazblue series, and is set after the events of blazblue: chrono  phantasma. it introduces the playable appearances of hibiki kohaku,  naoto kurogane, nine the phantom, saya/hades izanami, and es. it will  conclude the current story of the series that began in calamity trigger.

features
overdrive activation now  shows its duration under the burst gauge in the form of a countdown  timer which counts seconds and split-seconds
new gameplay mechanic:  exceed accel, a special type of distortion drive. activating it allows  your character to perform a specific attack in their move-set, and once  it connects it dishes out large damage, but immediately ends overdrive.
new gameplay mechanic:  active flow, which acts as the opposite of a negative penalty status. a  character that fights offensively goes into an active flow, which boosts  damage and recovery of the burst gauge. active flow also increases the  damage of exceed accel and for some it may add extra effects and  animations!
source: https://arcsystemworks.com/
 ",0,0,0,0,0,0,0,0,0,0
Fighter Within, ,0,0,0,0,0,0,0,0,0,0
Sword of the Samurai, ,0,0,0,0,0,0,0,0,0,0
Naruto Shippuden: Ultimate Ninja 5,"the fifth instalment of the perennially successful ps®2 series, and the second based on the naruto shippuden anime, naruto shippuden: ultimate ninja 5 takes the player on a heart-pounding adventure from the point of naruto’s return to konoha to end of the second sasuke rescue arc. our hero will find himself once again taking on an ever more devious and powerful succession of enemies, relying on his faithful friends and incredible ninja skills to win the day.players who follow the story in master mode will find the familiar gameplay has been greatly enhanced with new fighting styles for naruto, brand new 3-man cell gameplay making full use of special abilities, and the ability to boost character stats for the first time as well as add equipment and upgrade jutsus.in addition, the all-new fighting system lets players select a partner to join them in battle increasing the chances of victory. selecting the right partner will give players the chance for special team-based jutsus and ougis adding more tactical decisions to the gameplay. and players looking for a change from playing naruto can even jump in the shoes of other characters to try out the fighting styles of our hero’s equally deadly companions.with a versus mode containing over 60 playable characters and 24 battle stages, naruto shippuden: ultimate ninja 5 boasts the largest content of all the games in the series so far. players will be able to select from amongst their favourite characters and do battle either against the ai or take on a friend in punishing one-on-one ninja combat.developed by cyberconnect2, naruto shippuden: ultimate ninja 5 features the original japanese audio with localisation in five languages, an in-game shop and countless collectibles on top of all the gameplay and content enhancements, giving fans more ninja action than mere mortal man could ever hope for, coming to playstation 2 this november 2009.
 
official press release ",5,0,0,0,0,0,0,0,0,3
Backyard Wrestling: Don't Try This at Home,"get ready for the most hardcore fighting experience on your console. insane stunts, brutal weapons and a whole world of pain, backyand wrestling allows you to step into a groundbreaking new world of open-ended gameplay.
punish your opponent using instruments of pain like bricks, light bulbs, tables as well as the environment itself. ",0,0,0,0,0,0,0,1,0,1
Street Fighter Alpha 2, ,0,0,0,0,0,0,0,0,0,0
Castlevania Judgment,"
description
the battle between good and evil continues with castlevania judgment, the first castlevania title for the wii. castlevania judgment brings together the many generations of heroic vampire hunters, including the fearsome belmont clan, as well as dracula's most formidable allies, and pits them against one another in the first castlevania fighting game ever created! choose sides from a collection of 14 battle-tested warriors in a clash of epic proportions that will span the depths of time.
product features
select from many of your favorite characters from the 22 years of castlevania games.
characters designed by the famous manga artist takeshi obata.
gorgeous characters and 3d environments rendered beautifully on the wii.
battle across several stages with environmental elements you can use to your advantage in battle, including objects to pick up and throw.
engage in head-to-head battle via wi-fi connectivity.
connect with castlevania: order of ecclesia (ds) to unlock special items
castlevania - judgement ",0,0,0,0,0,0,0,0,0,1
Pen 1 Grand Prix: Penguin no Mondai Special, ,0,0,0,0,0,0,0,0,0,0
Guilty Gear Judgment,"features
get your fight on with 2 great brawlers in 1 unbelievable game! experience the fast paced arcade fighting of guilty gear x2 #reload plus brand new side scrolling action in guilty gear judgment!
judgment

features 21 guilty gear character favorites, including sol badguy, potemkin, may, dizzy, faust and more
compete in story mode (choose from 5 character stories at the start and unlock 15 other characters as you encounter additional characters within the initial storylines), co-op mode (play with a friend via wireless connectivity) and survival mode (survive as many battles as possible without continuing)
intertwining stories between single player campaigns reveal never before known insights into each character's personality and past
master each character's signature combos and beat down opponents with special moves including psych burst and overdrive attacks
revamped controller scheme lets you perform your favorite combos in fewer button presses

#reload

features 23 guilty gear characters including justice, robo-ky and cliff
six modes of play including arcade (compete against cpu opponents), vs 2 player (take on a friend head to head via wireless connectivity), m.o.m (medal of millionaire), vs cpu, survival (survive as many battles as possible without continuing) and training
special moves like psych burst, dust and roman cancel return

- from game site ",0,0,0,0,0,0,0,0,0,1
Naruto Shippuden: Ultimate Ninja Storm Legacy, ,0,0,0,0,0,0,0,0,0,0
The King of Fighters XII,"the legendary 3-on-3 fighting game series that united rival brawlers from snk playmore's classic arcade franchises celebrates its 15th anniversary in style with the release of the king of fighters xii. for the first time in its history, this epic martial arts showdown has undergone a complete graphical overhaul. the antiquated character sprites used over the past 14 years have been dropped in favor of all-new, high-resolution fighters fluidly animating across painstakingly detailed, 100% hand-drawn backgrounds.
[snk playmore] ",0,0,0,1,0,0,0,0,2,1
Namco Classic Fighter Collection,"this compilation contains:
tekken tag tournament
welcome to the king of iron fist tournament!  the #1 fighting game series of all time returns with a vengeance on the playstation 2 computer entertainment system and all of your favorite characters are back!
 
tekken 4
the legend continues - the iron first tournament is back with plenty of bruises to go around.  all-new jaw-dropping graphics, enhanced gameplay mechanics, and fearsome fighters await you.  eager newcomers defy old favorites in multi-leveled, interactive arenas.  new, bone-snapping fighting strategies and challenging game modes make this a tekken like never before.
 
soulcalibur ii
a tale of swords transcends history and the world - 4 years have passed since the spirit sword, soulcalibur, defeated soul edge, scattering its shards across the world.  now, the evil residing in the shards threatens to cover the world in darkness.  the ps2 version has heiachi from the tekken series as an exclusive character. ",0,0,4,0,0,0,0,0,1,2
BlazBlue: Chrono Phantasma Extend, ,0,0,0,0,0,0,0,0,0,0
Fighters Destiny,"defeat the masters of the fight in a head-on bout of power and skill. fighters destiny demands everything you have, everything you are and throws it right back at you in truly amazing, unstoppable 3d action. prepare to fight every step of the way as you master the moves and unlock the secrets to fulfill your ultimate destiny! ",0,0,0,0,0,0,0,0,1,0
Tom and Jerry in Fists of Furry,"one-on-one fighting! tag team tournaments! just choose your character and then select the location. all the environments are modeled after scenes from your favorite tom & jerry episodes. an ""all-star"" line-up of characters such as tom, jerry, butch, spike, tuffy, and duckling help to make this the ultimate tom & jerry experience! weapons include shovels, bombs, red-hot pokers, tennis rackets, furniture and an assortment of fruit, plus there are countless other tricks, traps and surprises to be found. it doesn't get any better than this. so go to your corner, wait for the bell and come out fighting. just keep an eye out behind you, because no one fights fair in this game! ",0,0,0,0,0,0,0,0,0,0
Black & Bruised,"
to these guys, boxing is no game. it's a matter of survival. nineteen outrageous characters forced to fight their way through grueling over the top slugfests to win the pot or settle a score. play through their intertwining lives as they literally beat each other black and bruised!

19 distinct cartoon-esque characters with colorful personalities, unique stories, custom ai and individual statistics 
21 different fighting arenas with animated backgrounds 
cel-shaded - high quality cartoon shader creates a disney-esque feel and exaggerates gameplay 
18 power-ups add strategy to fast-paced bouts. earn one and use it or save it for a stronger upgraded power-up. armor, autoslip, vamp, fire damage and many more can give you a competitive advantage over your opponent 

majesco ",0,0,0,0,0,0,0,0,0,1
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,"head to head fighting on the psp® (playstation® portable) system is redefined as the premier naruto fighting game returns with a brand new, uncharted adventure! create teams of powerful ninja from over 20 of the most loved characters from the tv series and enter the phantom fortress full of mysterious plots, characters and battles! the game combines all the features of one of the most successful hand held fighting games and an extensive, compelling story line created exclusively for this game. ultimate ninja heroes must reunite!
features

discover a massive, brand new storyline: interactively experience an extensive, compelling storyline created exclusively for the game. a mysterious flying fortress descends upon the hidden leaf village! it is up to you to battle through each floor of the massive fortress to unfold the hidden plot! 


explore the phantom fortress full of new gameplay: explore over 100 different floors of the phantom castle full of dramatic events, full-blown battles, exciting quiz and mini games. 


control over 20 characters with unique special techniques and brand new jutsu! battle the best in the world of naruto with over 20 characters equipped with brand new jutsu and animation on 12 unique stages 


battle your foes wirelessly with a single umd™! engage in 6 types of intense 2-player battles in different team combinations such as 1 vs 1, 1 vs 2, 1 vs 3, 2 vs 2, 2 vs 3, 3 vs 3 wirelessly via ad-hoc connection. game sharing is also available! 


power-up your favorite character!  choose your favorite characters and power them up to give yourself an edge in battle! 


expect all the great features from the ultimate ninja heroes series! 

source: namco-bandai website ",2,0,0,0,0,0,0,0,0,3
TNA iMPACT!,"spike tv's innovative six-sided wrestling ring is now yours to step into with this game based on the tna wrestling league. this is the exclusive total nonstop action wrestling game based on the top-rated weekly television show! enter the signature six-sided ring and prepare for all of the high-flying slams and takedowns with more than 20 tna stars like kurt angle, aj styles and samoa joe. or, build the ultimate wrestler with custom appearance, moves and style to deliver the hard-hitting, adrenaline pumping action seen only in tna wrestling! ",0,0,0,0,0,0,0,3,0,0
Custom Robo Arena,"                                     custom robo: the sport of tomorrow. in the not-too-distant future,        competitors battle customised robot warriors in holographic battle        arenas. victory is determined not only by fighting skill but also by how        well robo commanders design their robot gladiators, so players need both        brawn and brains to survive.       explore a sci-fi landscape as you fight toward the custom robo        championship, powering up your robos with tons of unique parts. there        are literally thousands of possible custom robo combinations, giving you        complete control over how you fight your battles.       players can challenge their friends to one-on-one robo battles anytime        and anywhere using either nintendo wi-fi connection, multi-card play or        ds download play.       outside of the battle arenas, custom robo arena plays like a        role-playing game in which players walk through the futuristic city        setting and interact with other characters as they struggle to win the        custom robo championship.source - www.nintendo.com ",0,0,0,0,0,0,0,0,0,1
Saturday Night Slam Masters, ,0,0,0,0,0,0,0,0,0,0
Psychic Force, ,0,0,0,0,0,0,0,0,0,0
Arcana Heart,"seeking to harness the energy of extra-terrestrial beings from a world that borders ours, the mysterious mildred avalon is trying to form a rift in the boundary and merge the worlds. should her plan succeed, life on our world will never be the same again. only the maidens, with the help of their arcana, can prevent her from bringing an end to all humanity.
source: us.playstation.com ",0,0,0,0,0,0,0,0,0,0
Godzilla Unleashed,"godzilla unleashed is a fighting game on a giant scale. godzilla unleashed is a completely redesigned and updated massively destructive brawler with non-linear story paths and all new toho monsters.
features:

unrivaled destruction: unleash citywide destruction as one of 23 monsters – including two all completely new monsters
 all new story: make and break alliances within the all new dynamic storyline and choose to amass an army or go it alone

source - www.atari.com (publisher)
  ",0,0,0,0,0,0,0,0,0,1
Bleach: Dark Souls, ,0,0,0,0,0,0,0,0,0,0
Digimon Battle Spirit 2,"maximizing the game boy advance performance, digimon battlespirit 2 comes back to life! loaded with adventure and action, digimon battlespirit 2 is easy to learn and hard to put down! battle your way through many spectacular stages in this digimon race against the clock! fun for the entire family, digimon battlespirit 2 provides classic fighting fun for 1 or 2 players, as you compete as one of your favorite digimon characters in an exciting, exhilarating, digivolving battle! ",0,0,0,0,0,0,0,0,0,1
Naruto Shippuden: Legends: Akatsuki Rising,"based on the popular naruto shippuden animated series from viz media, players assume control of over 10 of their favorite ninja, including the dreaded akatsuki. naruto shippuden: legends: akatsuki rising promises to deliver fierce ninja action as players re-live the naruto shippuden storyline and experience a brand new adventure. naruto and his friends are in for the fight of their lives as they search for gaara, the fifth kazekage, who has been kidnapped by the dreaded akatsuki organization. it's a race against time as the akatsuki attempts to release shukaku, the demon sealed inside gaara. naruto shippuden: legends: akatsuki rising boasts streamlined controls for the psp, ensuring exciting, fast-paced tactical battles making best use of each character’s jutsus. aim and time the powerful jutsu attacks with a simple button commands and devastate the enemies by entering hypermode. as characters defeat the enemies or take damage, the hyper gauge will start to fill which enhance the jutu or unlocks new jutus. players will be able to gain advantage in the heat of a battle by selecting two support characters to form a three-man team for each mission. utilize the different skills each character brings and combine their attacks with yours to discover ultimate combos in defeating enemies. naruto shippuden: legends: akatsuki rising incorporates multiple modes of play including two-player cooperative or versus play via ad-hoc local wireless network. original mode lets players experience the gaara retrieval arc as they battle enemies through lush, 3d anime inspired environments. scenario mode introduces all-new side-missions to pick up skill scrolls which increase your character's abilities including attack, defense, health and other numerous indicators reflected through all modes. akatsuki mode lets players gain control of members of the akatsuki organization for the first time in a brand-new storyline, discovering the akatsuki's true intentions while naruto was searching for gaara. finally, find out who the best ninja is with versus mode by battling against a friend or the computer in one-on-one fights.
[namco bandai games] ",7,0,0,0,0,0,0,0,0,0
All Japan Pro Wrestling featuring Virtua,"all japan pro wrestling featuring virtua is a wrestling game, developed and published by sega,  which was released in japan in 1997. ",0,0,0,0,0,0,0,2,0,0
Dengeki Bunko Fighting Climax, ,0,0,0,0,0,0,0,0,0,0
Street Fighter Anniversary Collection,"this awesome compilation features hyper street fighter® ii, a blend of five street fighter ii games in one, plus the arcade smash hit, street fighter® iii: 3rd strike. prepare yourself for the ultimate collection of ultimate fighters, including ryu, ken, chun li, cammy, bison, and more!
 
xbox.com ",0,0,0,0,0,0,1,0,0,0
Samurai Shodown Anthology,"game overview: the complete collection of the samurai shodown series, containing 6 games;  samurai shodown, i, ii, iii, iv, v, and vi  celebrate the history of samurai shodown by battling as one of the greatest samurai of all time. six separate adventures that span across the life of the franchise in this incredible collection.
features:

six incredible samurai shodown games on one disc
samurai shodown 6 available for the first time in north america
tons of unlockable bonus content material
wireless ad-hoc 2-player support (psp version)
arcade perfect port of each title
pick-up-and-play, non-stop action

[snk playmore] ",0,0,0,0,0,0,0,0,0,0
Dark Rift,"the motivation of the characters in dark rift is the 'crystal' which turns out to be the core prime element of a master key, one which holds the power to all the secrets in the universe.
the master key was found eons ago lodged in a spatial tear. when it was retrieved it burst into three pieces, sending two pieces into alternate dimensions, and widening the tear into the game's namesake dark rift.
while it is known that the demon lord demitron holds the dark prime element and criticom's sonork holds the core prime element, a tournament is being held in order to lure the unknown holder of the light prime element out of hiding. ",0,0,0,0,0,0,0,0,0,0
Rocky,"how does it feel to make a thousand leisure suits stand up and cheer? slide your skinny butt into rocky balboa's boxing shorts, and find out, as you face 20 vicious opponents in a relentless quest for the title. but, don't plan on coming out unscathed. in the multi-mode slugfest, the blood spurting damage is just plain brutal.
this title is playable on xbox 360™ with a software emulator. please see http://www.xbox.com/en-us/games/backwardscompatibility.htm for more details.
 
xbox.com ",0,0,0,0,0,0,0,0,0,0
Cardinal Syn,"cardinal sync covets the power contained in the book of secret wisdom first brought to the blood lands by the mysterious wanderer. you'll fight with weapons and fists to keep the wanderer's knowledge from giving cardinal sync the power to rule the once-peaceful fantasy realm. this dark medieval fantasy fighting contest puts no-holds-barred combat in marvelously detailed settings. 

features 
18 unique warriors including 2 bonus characters
hundreds of moves and combo attacks
2 player versus gameplay

 ",0,0,0,0,0,0,0,0,0,1
Street Fighter Alpha 3,"classic arcade action on the run!
capcom unleashes the biggest and brightest star in the street fighter universe on the game boy advance system.  street fighter alpha 3 stars over 31 characters and is loaded with multiple modes of play, seamless animation and 3 different fighting styles for every character.  street fighter alpha 3 puts arcade fighting in the palm of your hand!
- choose 3 different fighting 'isms' for every character to perfect your fighting style
- play head-to-head with a friend using the game boy advance game link cable
- over 30 characters to choose from
- featuring hidden characters never before available in the alpha universe
(source: back of box) ",0,0,0,0,0,0,3,0,0,4
Super Street Fighter II, ,0,0,0,0,0,0,0,0,0,0
Battle Stadium D.O.N,"battle stadium d.o.n is a 3d fighting game, developed by eighting and published by bandai namco games,  which was released in japan in 2006. ",0,0,0,0,0,0,0,0,0,1
Darkstalkers Chronicle: The Chaos Tower,"the gruesome darkstalkers fight to save their demonic realm, in this special edition of capcom's arcade monster mash.

18 monstrous brawlers taken from every game in the darkstalkers series
select three fighters to battle their way to the top of the chaos tower in the unique single-player mode
enter up to four players into wireless, one-on-one tournaments
 ",0,0,0,0,0,0,0,0,1,0
Dragon Ball Z: Idainaru Dragon Ball Densetsu,"dragon ball z: idainaru dragon ball densetsu is a 2d fighting game, developed by tose software and published by bandai,  which was released in europe in 1996. ",0,0,0,0,0,0,0,0,0,1
Kamen Rider: Climax Heroes OOO,"kamen rider climax heroes ooo is an action game, developed by eighting and published by bandai namco games,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,0
Guilty Gear X2 #Reload,"
the popular fighting franchise makes its debut on xbox with head-to-head xbox live support! guilty gear x2 #reload revives the fighting tournament designed to find humans skilled enough to thwart the gear threat.

xbox live enabled head-to-head play with real-time, global rankings  
xbox live voice and friend list support  
nine awesome game modes including:  

medal of millionaire mode - a brutal one fall competition where medals are earned  
versus 2player mode- two player battles to settle scores including xbox live matches  
survival mode - 1,000 levels of endurance  
story mode - learn the truth of the gears, with multiple endings  
mission mode - defeat opponents using certain rules and meeting specific conditions  


20 characters plus hidden characters and ex characters  
punishing moves and combos including psych bursts, overdrive attacks and instant kill techniques  
progressive scan video support for 480p  
intense metal and rock soundtrack


majesco ",0,0,0,0,0,0,0,0,0,2
Barbarian,"with its perfect mix of fighting action and role playing game elements, barbarian will take you further than any fighting game has ever taken you!discover every character’s massive story and goals through the quest mode, knowing that every choice you make and battle you win or lose has consequences on the rest of the story. upgrade your character and enhance its physical and magical attacks, its ability to lift objects and even other characters, its speed and much more!or go directly to combat mode where 1-4 players can compete simultaneously with up to 8 combatants on the screen at the same time!
even better, follow your character’s quest in quest mode, upgrade it, save on your memory card, and then challenge your friends in combat mode with your very own personalized and unique character!!!


10 different characters with their own massive storyline and quest
10 huge multi-level fighting arenas
300 different story branches
rpg character upgrade system depending on experience earned
upgradable attack and magic combos
interactive environment: almost every object appearing on screen can be picked up (depending on your lifting ability), thrown, or used as a weapon (including other characters)
additional mini-quests with new fighting rules
multi-player combat mode: 1-4 players with 2-8 characters fighting at the same time

us.playstation.com
 ",0,0,0,0,0,0,0,0,0,5
Naruto Shippuden: Ultimate Ninja Storm Legacy, ,0,0,0,0,0,0,0,0,0,0
Iron & Blood,"no 3-d fighter can match the brutal action of iron & blood!
an axe-wielding medieval mother wants your heart on a stick...
  an armored killing maching wants his mace in your head...
    a ferocious fiend wants his claws in your charred corpse...
      either way, you're facing eternity on the edge of a rusty blade.

death strikes at 225,000 polygons per second!
a medieval massacre with 250 combat moves and arcane powers!
bludgeon the weak with 64 deadly weapons and artifacts.
face off in a tactical struggle to the death with the revolutionary team campaign mode.

 
--box ",0,0,0,0,0,0,1,0,0,0
