Name,Summary,investigation,clues,hakuouki,5pb,hunex,telltale,csi,factory,idea,adventure
Anna - Extended Edition, ,0,0,0,0,0,0,0,0,0,0
Kya: Dark Lineage,"join kya on a mysterious journey through vast, lush worlds and endless skies. fight hordes of evil creatures. master magical powers. soar to new heights. slide down perilous, twisting and turning tracks. journey through unbelievable acrobatic freefalls as you get closer to the final battle against the evil ruler brazul. 

discover a vast, mysterious world filled with danger and excitement 
explore nine massive and highly-detailed environments 
play through a deep, intense storyline with 50 major and side quests 
fly and freefall at breathtaking speeds using powerful air currents 
perform thrilling, freestyle slide maneuvers and 360º spins 
fight using more than 30 melee attacks, original combat moves and magical strikes 
steal, tame and ride wild animals to flee or attack enemies 
take on more than 20 challenging single and multiplayer mini games
www.us.playstation.com
 ",0,0,0,0,0,0,0,0,0,0
Aquaria,"an underwater fantasy world to explore
 massive ocean world, teeming with life and filled with ancient secrets. join naija, a lone underwater dweller in search of her family, as she explores the depths of aquaria. she'll travel from hidden caves, shrouded in darkness, to beautiful, sunlit oases, all lovingly handcrafted by its two creators.
naija's story, narrated fully with voice overs, will become yours, as you join her on this magnificent adventure.
magic and combat at a mouse-click
aija has the gift of the verse. by singing songs, she can weave this force to change the waters around her. with each song naija learns comes new abilities. with powerful songs, naija is able to change form, giving players many options as to how to play the game.
and with aquaria's intuitive mouse-only control system, it's as easy to make naija swim gracefully through the waters as it is to have her sing, cast spells, and engage in combat with the numerous dangerous creatures that inhabit aquaria's waters.
the xbox 360 controller and fps style mouse / keyboard controls are also supported.
available for pc & mac
http://www.bit-blot.com/aquaria/index.html ",0,0,0,0,0,0,0,0,0,0
Okami HD, ,0,0,0,0,0,0,0,0,0,0
Frankenstein: Master of Death, ,0,0,0,0,0,0,0,0,0,0
Goosebumps HorrorLand,"
explore a fright-themed amusement park filled with 30 thrilling rides and bone-chilling attractions! sounds like fun...until you discover the scares are all too real and find yourself battling certain death, vanquishing vampires and hanging on for life on the roller ghoster. survive the terror and maybe, just maybe, you’ll make it out alive!

  ",0,0,0,0,0,0,0,0,0,0
The 39 Steps, ,0,0,0,0,0,0,0,0,0,0
Otogirisou,"otogirisou is an adventure game, developed and published by chunsoft,  which was released in japan in 1992. ",0,0,0,0,0,0,0,0,0,1
The Whispered World,"in the vein of classic adventure games, gamers direct sadwick and his constant companion, a little worm named spot, through the gorgeous backdrops of the game world. hand-painted backgrounds filled with animated details and lovingly crafted characters in the style of classic animated films bring the story to life. the whispered world meshes fairy-tale elements with melancholic undertones to create an epic fantasy story.  ",0,0,0,0,0,0,0,0,0,1
Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness Episode One,"based on the popular comic strip penny arcade, on the rain-slick precipice of darkness is an episodic rpg/adventure where you join with gabe and tycho of the startling developments detective agency to solve strange mysteries lurking in new arcadia. set in the 1920s, the game places the familiar penny arcade protagonists in an alternate pulp horror setting reminiscent of the works of h. p. lovecraft.
[hothead games] ",0,0,0,0,0,0,0,0,0,0
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,"all is not well within shamu's beloved seaworld adventure park - poseidon wants to steal the magic of the park away from shamu and seaworld. by taking control of shamu, your adventures will take you beyond seaworld and into the strange depths under the park and on to the underwater domed world of atlantis. you'll encounter amazing underwater animals and even do battle with poseidon, the undersea god, and his loyal sea beast, the kraken.
 
source - www.activision.com (publisher) ",0,0,0,0,0,0,0,0,0,1
Shadow Man: 2econd Coming,"mike leroi is the shadow man - an undead, demon-hunter on a twisted voodoo journey through the darkest recesses of the soul.  in shadow man 2: 2econd coming, players assume the role of shadow man as he battles the grigori, a group of sadistic demons that have been masquerading as humans for the past 2000 years, and now seek to be reunited with asmodeus their leader from the pit.  if successful, destruction of biblical proportions will befall humanity and only the power of shadow man stands between life and eternal darkness. ",0,0,0,0,0,0,0,0,0,0
Alone in the Dark: The New Nightmare,"edward carnby and aline cedrac are about to face their worst nightmare. out to avenge the murder of their friend, carnby and aline arrive on shadow island and discover that it is caught in the grip of an evil force. it's up to them to reclaim 3 ancient tablets before the ultimate terror is unleashed.
 
source: game case ",0,0,0,0,0,0,0,0,0,0
Ghost in the Shell: Stand Alone Complex,"in a world without borders, terrorism knows no limits.  
 
in the year 2030, where does reality end and virtuality begin?  the line between cyborg and human is almost indistinguishable and cyber-crime, espionage, and terrorism plague a society lost between humanity and technology.
 
as section 9’s secret weapon, major motoko kusanagi is humanity’s last hope.  
cybernetic body, human brain.  all woman, all business. ",0,0,0,0,0,0,0,0,0,0
Yomawari: Night Alone, ,0,0,0,0,0,0,0,0,0,0
Eve: The Lost One,"eve: the lost one is an adventure game, developed by c's ware and published by imadio,  which was released in japan in 1998. ",0,0,0,0,0,0,0,0,0,1
The Walking Dead: Season One, ,0,0,0,0,0,0,0,0,0,0
DreadOut, ,0,0,0,0,0,0,0,0,0,0
James Noir's Hollywood Crimes,"james noir’s hollywood crimes™ for nintendo 3ds™ makes you the main  character in a mind-twisting puzzle adventure in an interactive 3d  world! live the thrill of mastering tailor-made mind games as you solve  over 150 intriguing puzzles to solve a deadly mystery.the game  takes place inside a tv game show, where you are a participant. as you  play, you discover a series of murders and a diabolical criminal  mastermind that is manipulating and defying you at every turn. everyone  on the set of the show is in danger – especially you! solving the  puzzles left by the killer at every crime scene is the only way to clear  your name and to uncover his identity before it’s too late.

play the main character and live a real immersion through the nintendo 3ds camera! the criminal mastermind provokes you by using your own private details. the crime scene clues and the storyline are strangely familiar.

a murder mystery that combines 1960s realistic art and the power of the nintendo 3ds. appealing and trend-worthy art direction puts you back in the best of the 60s—luxurious settings and a dashing crime-busting partner. the game alternates between the 60s tv game show setting and the mystery investigation.

a variety of 142 puzzles, classic and 3d puzzles using  the top screen take this mystery into the third dimension! puzzles  cover a range of classic types: images, wordplay, numbers, drawing,  shapes and colors, tiling puzzles, grids, problem solving, labyrinth,  physics. also play a range of 40 fun mini-games and use the accelerometer to further enhance your fun!

all puzzles adapt to your ongoing performance through  difficulty level. make your selection of puzzles to solve at each crime  scene. the killer will track your selection and performance so that as  you progress the difficulty will adjust to challenge and entertain.

 
ubisoft ",0,1,0,0,0,0,0,0,0,1
The Adventures of Tintin: The Game,"in the adventures of tintin: the game, play as tintin, the intrepid  reporter and hero of the action-packed movie the adventures of tintin  directed by steven spielberg. developed in close collaboration with the  filmmaking team, the video game offers an authentic immersion into the  movie’s enchanting environments and characters.
players will experience non-stop action and adventure as they  investigate the mystery of a lifetime that may lead them to one of the  greatest sunken treasures. but the quest won’t be easy and players will  need to join forces with the quick-witted dog snowy and the grumpy  captain haddock to beat greedy art collectors, kooky arms dealers, and  other crooks to reveal the truth behind the secret of the unicorn ship.
(ubisoft) ",0,0,0,0,0,0,0,0,0,1
Time Hollow,"description
time hollow follows the story of ethan kairos and the mysterious disappearance of his entire family. as ethan searches for his family he comes across a hollow pen, an uncanny object with the unique power to open portals to the past. this allows ethan to change the past in order to solve problems in the present. through the use of this mystical pen he must follow events in the present and past to locate his missing family.
product features

deep storyline with clever puzzles that will challenge and intrigue gamers as they search for answers in the mystery that unravels around them
new storytelling and puzzle solving mechanic of the hollow pen will have player exploring both the present and the past simultaneously
cinematics are created by the anime studio aic, with the collaboration of the producer of blood+ and gun x sword and the director of gundam seed
a variety of interesting characters that come to life via the writing of popular japanese writers junko kawano and takehiko hata

source: konami ",0,0,0,0,0,0,0,0,0,0
Sherlock Holmes vs. Jack the Ripper,"sherlock holmes vs. jack the ripper allows you to play as the greatest detective of all in london of 1888. a series of particularly horrible murders creates paranoia throughout the country. horribly mutilated prostitutes' bodies are found by the police, who are unable to find a serious lead. sherlock holmes starts looking for clues in the dark and sinister alleys of whitechapel in order to follow the macabre trail of the one the press now calls jack the ripper. during an adventure full of twists and turns, sherlock holmes will try to bring out the true identity and the motives of the one who hides behind this scary alias. ",0,1,0,0,0,0,0,0,0,1
Monster House,"living right in front of the nebbercracker house is dj, a 12-year-old boy obsessed by the mystery that surrounds it. toys and people left on the front yard disappear within seconds! dj's obsession will lead him and his friends chowder and jenny to discover mr. nebbercracker's terrible secret; anyone that comes in contact with the house is never seen again! to protect their neighborhood, they decide to enter the house to blow it up. help dj, chowder and jenny find the furnace — its heart — and destroy it. get ready to save the neighborhood!
* play 3 different playable characters with a variety of unique actions and abilities — dj, chowder, and jenny.
* survival-horror ambiance and atmosphere
* explore a living, breathing house full of traps and mystery
* spooky surprises and unexpected random events keep players constantly on their guard
* experience key moments of the movie and explore deeper and darker sections of the house
* play ""thou art dead,"" the 2-d arcade game that appears in the movie (ds, gcn, and ps2 only)     * use your water blasters, created from a combination of different household objects, to shoot at creatures
* upgrade your water blasters to make them even more powerful against the toughest enemies
* v-o from key cast members
game website ",0,0,0,0,0,0,0,0,0,0
Dragon's Lair Trilogy,"dragon's lair
the fantasy adventure where you become a valiant knight, on a quest to  rescue the fair princess from the clutches of an evil dragon. you  control the actions of a daring adventurer, finding his way through the  castle of a dark wizard, who has enchanted it with treacherous monsters  and obstacles.
space ace
defender of justice, truth, and the planet earth! ace is being attacked  by the evil commander borf. struggle with dexter to regain his manhood.  destroy the infanto-ray. defeat the evil borf! be valiant space warrior,  the fate of earth is in your hands!
dragon's lair ii - time warp
spirited away to a wrinkle in time by the evil wizard mordroc, daphne  will be forced to marry the wicked mordroc unless dirk can save her.  once the casket of doom has opened, mordroc will place the death ring  upon daphne’s finger in marriage, and she will be lost forever in the  time warp!
features:

 experience the fantasy adventures that became a cultural phenomenon!   for the first time ever on a console platform, you can experience the  stunning visuals and engaging storylines from all three of these classic  arcade games created by legendary american animator don bluth.  lead on  brave adventurer, your quest awaits!

 

completely arcade authentic


 original arcade gameplay modes


 remastered animation


 both standard and widescreen editions


 all-new move guides for beginners


 watch mode - view all of the stunning animation without playing!

http://destineergames.com/games/wii/dragonslairtrilogy/
official  dragon's lair trilogy site! ",0,0,0,0,0,0,0,0,0,1
Doctor Who: Evacuation Earth, ,0,0,0,0,0,0,0,0,0,0
"Go, Diego, Go! Safari Rescue", ,0,0,0,0,0,0,0,0,0,0
The Godfather: Blackhand Edition,"welcome to the corleone family. after a life of small-time jobs and petty thefts you've been accepted into america's most famous criminal organisation. now it's up to you to carry out orders, earn respect, rise through the ranks, and make new york city your own. play your cards right and you could even be running everything as the next, and most powerful, don.
a story about family, respect and loyalty, the godfather book by mario puzo and film by paramount pictures serve as inspiration for the game as you join the corleone family and earn respect through loyalty and fear as you rise through the ranks to become don in a living, 1945-1955 new york. the godfather® the game will put you at the center of action in one of history's most revered cinematic masterpieces, allowing you to create yourself in the game, and then choose your path as you rise from lowly outsider to envied and feared don.
the godfather will offer gamers countless choices for solving the family's problems with brutal violence, skillful diplomacy, or a cunning mixture of both. from mob hits and bank heists to drive-bys and extortion, step deep inside the world of the godfather where intimidation and negotiation are your tickets to the top. players will use their powers of loyalty and fear to earn respect through interactions with characters in the world. decisions made by the player in the game will have lasting consequences, just as it was in the mob underworld featured in the godfather fiction.
the godfather film from paramount pictures featured some of hollywood's finest actors and several are contributing to the game's development. all character likenesses from the movie will be included and lending their voices to add a dramatic and cinematic touch to the game are the late marlon brando as don vito corleone, james caan as sonny corleone and robert duvall as consigliore tom hagen.electronic arts uk ",0,0,0,0,0,0,0,0,0,0
Space Pilgrim Episode II: Epsilon Indi, ,0,0,0,0,0,0,0,0,0,0
Broken Sword 5: The Serpent's Curse,"
paris in the spring. shots ring out from a gallery...a robbery – a murder – and the beginning of another epic, original broken sword adventure.
from multi-award winning game developers revolution comes the latest  explosive episode in this classic series. playing as intrepid american  george stobbart and sassy french journalist nico collard, you find  yourself on the trail of a stolen painting – and a murderous conspiracy.  a conspiracy whose roots lie in mysteries older than the written  word...
armed only with logic, integrity and a wry sense of humour - can george and nico save mankind from disaster?
can you solve the secret of the serpent’s curse? a curse forged by the devil himself...

the latest explosive episode in the iconic broken sword series
follow the adventure across europe and beyond, in classic 2d hand-drawn locations
immerse yourself in the rich storyline and interact with unforgettable characters
experience the very best in adventure gaming: from unique puzzles  and deft subterfuge to cipher solving and time-honoured detective work
enjoy the award-winning scripts, and widely praised voice-acting
full english, german, french, italian and spanish speech and subtitles available, additionally with russian subtitles

we thank all those who supported the kickstarter crowd-funding campaign which made the development of this game possible.
source: https://revolution.co.uk/games/the-serpents-curse/
 ",0,0,0,0,0,0,0,0,0,2
Amagami,"amagami is an adventure game, developed and published by kadokawa shoten,  scheduled to be released in japan in 2011. ",0,0,0,0,0,0,0,0,0,1
Brothers: A Tale of Two Sons,"share in the epic journey of two brothers, as they set out to find a cure for their dying father from visionary swedish film director, josef fares and top-tier developer starbreeze studios.
travel across beautiful vistas, through dark and foreboding forests, down perilous rivers, up hazardous mountain sides and experience the wonders of nordic mythology along the way.
use the unique control system to control each brother with a stick, for concurrent gameplay throughout the adventure. use both brothers cooperatively to solve puzzles, explore the environments and in boss encounters.
this is one journey you will never forget!
source: publisher's website. ",0,0,0,0,0,0,0,0,0,0
Kindergarten, ,0,0,0,0,0,0,0,0,0,0
The Fairly Odd Parents: Clash with the Anti-World,"will the real timmy turner please stand up? it seems there's an imposter, an anti-timmy who plans to stop the earth from spinning in order to make it friday the 13th forever! here's your chance to play as cosmo and wanda as you help timmy overcome the anti-fairies and face off against his evil anti-self!

use cosmo and wanda's incredible fairy power to help timmy save dimmsdale
turn timmy into a ninja, a pirate, a giant gerbil, and more! 
face-off against hilarious anti-versions of your favorite fairly odd parents characters



game website ",0,0,0,0,0,0,0,0,0,0
Sinister City, ,0,0,0,0,0,0,0,0,0,0
Megamind: Ultimate Showdown,"just as megamind has become our new mega hero, a sudden crime wave hits the city. the doom syndicate & their doom goons have emerged and are looking to take over! only megamind and his arsenal of gadgets can stop them! now, in three unique game play experiences, players can be the ultimate mega hero!

picking up right after the events of the movie, megamind: ultimate showdown is an action-packed game for up to two players (playing as megamind and brainbot) to take on the vile villains of the doom syndicate. ",0,0,0,0,0,0,0,0,0,0
The Walking Dead: A Telltale Games Series, ,0,0,0,0,0,0,0,0,0,0
Prince of Persia: The Sands of Time,"amidst the scorched sands of ancient persia, there is a legend spun in an ancient tongue. it speaks of a time borne by blood and ruled by deceit.
it is within this war torn land that a young prince discovers a magic dagger. drawn to its dark powers, he is led to unleash a deadly evil upon the reaches of his father's vast kingdom.
aided by the wiles of a seductive princess and the absolute powers of the sands of time, the prince stages a harrowing quest to reclaim the palace's cursed chambers, and restore peace to the very fabric of time itself. he must tread these dangers carefully, however. because in this world, there is only one rule: master the sands, or be buried.
features:

prince of persia the sands of time(tm) gba gathers several genres in one great game from action/fighting to puzzle to platforming.
time control - the power of revival (rewind during almost 2 sec), the power of delay(slow-motion), the power of restraint (freeze enemies in time), the power of gathering (rebuild specific objects) 
cooperative mode = 2 playable characters 
the prince can perform an incredible number moves, vertical walling, rebound jump, swing on poles, hang on/move on ledge 
intense fight: the prince has to fight to retrieve the sands of time. 
as the adventure goes on, you will get new abilities = double jump, rebound jump, stronger attack... 

source: ubi.com ",0,0,0,0,0,0,0,0,0,1
Steins;Gate 0, ,0,0,0,0,0,0,0,0,0,0
Kowloon's Gate, ,0,0,0,0,0,0,0,0,0,0
Suzumiya Haruhi no Yakusoku, ,0,0,0,0,0,0,0,0,0,0
Indigo Prophecy,"indigo prophecy (fahrenheit in pal) is an adventure game where you start out controlling lucas kane. you start out in the bathroom of a diner in new york city, and you see lucas cutting his arms. he then attacks and kills another man in the bathroom.
this is were you take control of lucas, and every choice you make from here on out affects the game and the story. will you hide the corpse? do you storm out of the diner?
all of these choices affect how the game will unfold, and also the overall story of the game is affected to a degree.
there are many choices throughout the game, which will continuesly impact how the game unfolds before you, and this offers great replay value, in that you can have very different playthroughs of the game. ",0,0,0,0,0,0,0,0,0,1
Space Station Silicon Valley,"the wacky team from dma design has created an equally off-the-wall product in space station: silicon valley, a 3d platformer of sorts that puts players in control of a variety of different robotic animals. all of the madness takes place in the future as a space station housing the creatures glides steadily on a destruction path towards earth. the unique title encourages players, as a robotic chip, to jump into the bodies of these cyborg-animals in order to accomplish various missions. the game features 30+ levels of remarkably well put together missions that have players doing everything from jumping into the bodies of hovering sheep to taking over farting rats in order to solve puzzle-based challenges and advance. ",0,0,0,0,0,0,0,0,0,0
RiME,"rime is a single-player puzzle adventure game about a young boy shipwrecked  on a mysterious island after a torrential storm. players must use their  wits to decipher the challenges and secrets of an expansive world strewn  with rugged terrain, wild creatures and the crumbling ruins of a  long-forgotten civilization. with subtle narrative, colorful artwork and  a sweeping score, rime offers players a meaningful journey filled with  discovery.
source: developer ",0,0,0,0,0,0,0,0,0,1
Disney's Planes,"from above the world of “cars,” “disney’s planes” video game takes  players on a high-flying, action-packed, fun-filled adventure with  dusty, a big-hearted, speed-loving crop duster, voiced by actor and  comedian dane cook.  take to the skies and continue the storyline beyond the film with dusty  and other characters from the film, including ishani, voiced by actress  priyanka chopra; echo, voiced by actor anthony edwards; and bravo,  voiced by actor val kilmer, as they embark on global missions, air races  and grand adventures around the world.  exclusively on nintendo  consoles.
features:

play as one of 10 characters from the film
10 movie-inspired global environments
pick-up-and-play flight controls
modes of play: air rallies, story, free flight, and balloon popping
1-2 player drop-in and drop-out co-op play

source: publisher ",0,0,0,0,0,0,0,0,0,1
Scooby-Doo! Mystery Mayhem,"scooby and the gang are back in an all-new adventure.  join your favorite slackers as they try to solve a mystery of supernatural proportions.  the gang starts out on a routine case in the search of ghosts.  during their search, a scheming business tycoon, who will stop at nothing to grow his empire, uses the tome of doom to unlock some of the creepiest monsters our gang has every seen.  help scooby and shaggy find the tome of doom, capture monsters, and solve the mystery.  would you help scooby and shaggy solve this mystery for a scooby snack? ",0,0,0,0,0,0,0,0,0,0
Geist,"take possession!
when a mission goes horribly wrong, you are captured and subjected to a ghastly experiment that rips your spirit from your physical body. noy you are trapped, forced to roam the halls of the shadowy volks corporation as a spectral phantom. as you explore, employ your hair-raising power of possession to control humans, animals and objects to infiltrate the compound, solve puzzles, and strike at your enemies. only by unearthing the dark secrets of the volks corporation will you unravel the mystery of your condition and find a way to recover your human form.
 
*nintendo - back of box ",0,0,0,0,0,0,0,0,0,0
Shadows on the Vatican Act I: Greed, ,0,0,0,0,0,0,0,0,0,0
Sam & Max: Season One,"team up with sam & max, self-styled freelance police with their own brand of justice. uncover clues, interrogate suspects, crack six bizarre cases, and find out why sam & max has been praised as the funniest game in years.
season one of this award-winning series can now be played on the wii. so get ready to flop down on the couch with your wii remote in hand and laugh. a lot.

features

six award-winning episodes linked by an overarching mystery
dozens of locations filled with off-kilter characters 
high-quality writing with thousands of lines of funny dialogue
intuitive point and click gameplay
original jazz soundtrack
it's like playing a tv sitcom, perfect for lounging around on the couch!

from telltale games website
 ",0,0,0,0,0,1,0,0,0,0
Yakuza: Ishin, ,0,0,0,0,0,0,0,0,0,0
Shenmue II,"an epic adventure with all the elements of a great movie-drama, mystery, suspense, and action - and offers a unique game-playing experience that seamlessly blends elements of action, adventure, fighting, and rpg games. in shenmue ii players assume the role of ryo hazuki, a young man dedicated to the task of tracking his father's murderer and unlocking the mysteries of the phoenix mirror. shenmue ii continues where shenmue i left off and brings ryo to hong kong with many questions still unanswered as he follows the trail of lan di, the man who killed his father. ",0,0,0,0,0,0,0,0,0,1
Dragon Quest Builders 2,"
dragon quest builders 2 is a block-building role-playing game with a charming single player campaign and a robust multiplayer building mode that supports up to four players online.


create your customized builder and set off to revive a forsaken world alongside a mysterious companion named malroth. then, take your builder online and join your friends to collaborate and create something truly magnificent. don’t let the name fool you, despite the 2, this is a completely standalone experience featuring new characters, an expansive world, unlimited building combinations, and a storyline that’s sure to satisfy longtime fans and newcomers alike!
source: https://square-enix-games.com/
 ",0,0,0,0,0,0,0,0,0,0
Prince of Persia: The Two Thrones,"one warrior. two souls.i returned home expecting peace. instead i found my kingdom ravaged by war and my people enslaved. now i am a fugitive, hunted by the hostile armies and plagued by a curse that is gradually possessing my soul. a darker prince resides in me now, and i must embrace his powers and skill if i want to restore peace to my land, my people, and my soul.craft your killing style with stealthy speed kills and creative free-form fighting.seize the reins of a chariot and battle through the open-ended city of babylon.embrace your cursed soul and unleash the deadly daggertail as the dark prince.*ubisoft - back of box  ",0,0,0,0,0,0,0,0,0,0
Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable, ,0,0,0,0,0,0,0,0,0,0
Nancy Drew: The White Wolf of Icicle Creek,"unexplained explosions and a lone white wolf haunt the bewildered guests  of the icicle creek lodge in the canadian rockies. is there a plot to  sabotage this wilderness resort or are bigger dangers hidden beneath the  old foundation?  it’s up to you, as nancy drew, to go undercover as a  hired employee and track down the culprit!  key features

 use the wii™ remote to throw snowballs, snowmobile, cook, ice fish, and interact with the wolf!
question suspects, snoop through guest rooms and find clues to crack the case!
find underground passages, hidden journals and photos revealing the past.
solve puzzles and put your sleuthing skills to the test!
play at your own pace with jr. or sr. detective level.

http://www.sega.com/games/nancy-drew-the-white-wolf-of-icicle-creek/ ",0,1,0,0,0,0,0,0,0,0
Galerians,"agony. madness. death.
chemicals have their side effects.
welcome to the world of galerians, the first psychic survival adventure game.
the galerians are an artifically created techno species whose prime directive is the total annihilation of the human race.
earth's only hope is rion, a young man whose greatest weapon is the energy of his mind. by using psychic power enhancement chemicals, rion is able to wage psychic war on the galerians.
unfortunately, chemicals have their side effects...
are you obsolete?

over 50 hours of reality warping game-play, plus over 70 minutes of stunning cinematics that propel the gripping story.
master a totally unique arsenal of psychic abilities! the ppecs are your only defense against the sinister galerians.
become totally immersed in a fully realized 3d universe that is yours to explore, yours to master - yours to obliterate!

 
--box
  ",0,0,0,0,0,0,0,0,0,1
Blazing Dragons,"from the twisted mind of monty python troupe member terry jones comes blazing dragons. this warped medieval adventure brings over 40 wacky characters to life with a freakish mix of voiceover talents like cheech marin, harry shearer and terry jones. the wild arcade action (like dragon thumb wrestling!), kitty-hurling villains and brain-liquefying puzzles will grip you with laughter--even as you lose grip of reality!

as the evil knight, cheech shows us there's a cuddly, funny side to vicious, criminally insane behavior.
bizarre cast of over 40 characters, from redneck hilbilly hunters to syrupy-sweet critters.
over 50 scenes with monty python-esque sequences and subplots.
you'll go crazy over the tricky puzzles and brain teasers.

 
source: game case ",0,0,0,0,0,0,0,0,0,1
CSI: 3 Dimensions of Murder,"

join the famous csi team in las vegas and investigate five all-new cases using the latest forensic science. work alongside grissom, catherine and the entire cast as you utilize the latest crime-solving equipment. to discover the truth behind the crimes, you must visit the scene, interview suspects, and collect and analyze physical evidence. use puzzle-solving and interrogation skills to establish a relationship between the suspect, the victim and the crime scene. only then will you be able to make an arrest and resolve the case.
key features

new 3d graphics: 

investigate crime scenes that are more like the hit tv show than ever. move around the crime scene and get a close-up look. feel like you are really using the tools for collection and detection of evidence and interact with the csi cast like never before.

 
five new cases with deeper plotlines and shocking twists:

players will be drawn into the action with improved character interaction and longer, more immersive cases. the five new and distinctive cases will draw players in like never before.
 
new mobile crime lab: just like the hit tv show, csi: 3 dimensions of murder features the mobile analysis unit, which can be used to analyze evidence quickly in the field. 

 
new, more satisfying evidence analysis: 

players will really feel like they are solving the case. use high-tech tools to collect and process evidence such as, mikrosil™ casting material, magnetic powder for enhanced fingerprint analysis and luminol for detecting traces of blood evidence.

 
the original csi series is the #1 hit tv show: 

csi: crime scene investigation: 3 dimensions of murder returns to the original vegas-based series. csi: crime scene investigations remains the #1 tv drama.

 ",0,0,0,0,0,0,3,0,0,0
Alien: Isolation, ,0,0,0,0,0,0,0,0,0,0
Sherlock Holmes: The Devil's Daughter, ,0,0,0,0,0,0,0,0,0,0
Sakura Wars GB, ,0,0,0,0,0,0,0,0,0,0
Okaeri! Chibi-Robo! Happy Richie Oosouji,"okaeri! chibi-robo! happy richie oosouji is a fantasy action adventure game, developed by skip ltd. and published by nintendo,  which was released in japan in 2009. ",0,0,0,0,0,0,0,0,0,1
Hidden Mysteries: Salem Secrets - Witch Trials of 1692, ,0,0,0,0,0,0,0,0,0,0
Second Sight,"join john vattic, a man endowed with psychic abilities, as he attempts to escape a us medical facility. as you discover more and more of john's psychic powers, you'll slowly uncover the events that landed him in the hands of the researchers. you'll gain access to a variety of psionic abilities (such as psi-blast, telekinesis, projection, and charm) and powerful weapons (including handguns, tranquilizers, and machine guns). complete your objectives using a combination of shooting action and stealth tactics.
www.us.playstation.com ",0,0,0,0,0,0,0,0,0,0
Scarface: The World is Yours,"the world is yours! scarface, the epic film that transcends generations and appeals to contemporary and urban audiences alike is now coming for the first time to game consoles worldwide. in a complex world filled with excess and greed, players can take the role of tony montana, one of the most ruthless gangsters ever depicted on film. highly acclaimed feature screenwriter, david mckenna, has written an original event-driven storyline that leads the player through a sordid and violent underworld. scarface: the world is yours will offer a gameplay environment that authentically recreates the historical time period of the film, touching on politics, news items and events of the day. game features

you are tony montana. tony montana embodies the ultimate american gangster, living by his own rules on his own terms as he builds an empire from the ground up. ensuring an authentic videogame experience of the movie, film actor al pacino has lent his likeness to the game, assuring that players will embark on a journey that delivers the essence and soul of the scarface mythology. 
original story written by david mckenna. david mckenna, writer of the movies ""blow"" and ""american history x"" has penned the story for scarface: the world is yours. beginning with the explosive shootout at the end of the film, the scarface video game immerses players in a ""what if tony survived?"" storyline that allows fans of the movie and action gamers alike to experience a new chapter in the tony montana legacy.
explore vast environments. players will travel through the steamy violent streets of miami and surrounding islands, smuggling drugs and avoiding rivals and the dea as they rebuild their fallen empire.
mix your own music. gamers can play with an immersive soundtrack of music from the film's time period, or take control by choosing from a play list including hot new artists.
all-star cast of characters. the game's roster of voice actors includes original scarface cast members steven bauer and robert loggia (who played manny ray and frank lopez respectively), comedians jay mohr and cheech marin, and actors james woods, miguel sandoval, robert davi, michael rappaport and michael york. 
 ",0,0,0,0,0,0,0,0,0,0
Monster House,"with the backing of award-winning executive producers robert zemeckis and steven spielberg, columbia pictures' latest offering is a creepy tale about a living, breathing house scaring the locals.

following on from its silver screen inspiration, thq's monster house videogame is an exciting halloween tale about three kids who must do battle with a mysterious home that is determined to eat every trick or treater that steps on its porch.

in the roles of dj, chowder and jenny you will experience all of the movie's key scenes as you explore the ravenous house room by room, plus unique challenges and adventures inspired by the film.

    * explore a living, breathing house full of traps and mystery


    * three playable characters, each with their own actions and abilities


    * play ""thou art dead"", the 2d arcade game that appears in the movie  ",0,0,0,0,0,0,0,0,0,0
Uta no * Prince-Sama: Repeat, ,0,0,0,0,0,0,0,0,0,0
Dragon Quest Builders 2,"
dragon quest builders 2 is a block-building role-playing game with a charming single player campaign and a robust multiplayer building mode that supports up to four players online.


create your customized builder and set off to revive a forsaken world alongside a mysterious companion named malroth. then, take your builder online and join your friends to collaborate and create something truly magnificent. don’t let the name fool you, despite the 2, this is a completely standalone experience featuring new characters, an expansive world, unlimited building combinations, and a storyline that’s sure to satisfy longtime fans and newcomers alike!
source: https://square-enix-games.com/
 ",0,0,0,0,0,0,0,0,0,0
