Name,Summary,tales,pokémon,monsters,enix,dungeon,dungeons,fantasy,playing,role,rpg
Disgaea 3: Absence of Justice,"where the strategy is purely academic.when the son of the overlord steals a fake hero's title, an all-out brawl for evil academy supremecy breaks out! who will arrive victorious: the aspiring freshmen, the refined sophomores, or the mythical seniors? fight it out, for the sake of the netherworld!

""customize"" your characters the way ""you"" want!
unleash the most insane amount of damage possible!
use geo blocks blocks to your advantage, or to the enemies disadvantage.
features that will keep you coming back such as item world, magichange, evilities, tower attacks and specials, and much more.
enough content to keep you playing for 100+ hours easily.
 ",0,0,0,0,0,0,0,1,0,0
Kingdom Hearts: Final Mix, ,0,0,0,0,0,0,0,0,0,0
Medarot 2: Kabuto / Kuwagata Version, ,0,0,0,0,0,0,0,0,0,0
Mega Man Battle Network 2,"enter the futuristic universe of mega man.exe in this new adventure in the battle network series. there’s a new net crime organization in town and its computer hacking has created a virus that’s quickly gaining momentum. it’s up to mega man.exe, his pal lan and friends to join the net-battlers and win this new cyber battle. stop it before it spreads!
features:
 new! mega man’s abilities & looks evolve to suit your playing style 
 hidden and more varied battle chips to discover& collect 
 tradebattle chips or challenge friends to events like tournaments via the link cable 
 better graphics effects for mega man
 ",0,0,0,0,0,0,0,1,0,0
Valkyria Chronicles II,"valkyria chronicles™, the playstation®3 computer entertainment system’s most acclaimed tactical rpg, returns exclusively to the psp® (playstation®portable) system with the highly anticipated sequel valkyria chronicles ii. now you can experience the immersing mix of distinctive visuals and addictive gameplay of valkyria chronicles™ on the go with your psp system.
[sega] ",0,0,0,0,0,0,0,0,0,0
Fire Emblem: Path of Radiance,"
dark days are rising
war has engulfed the land of tellius, where human beorc and half-human laguz view each other with mistrust. when a surprise invasion triggers a worldwide conflict, a sinister force emerges from the shadows and pits the two against one another. only a young mercenary named ike and his small band of soldiers-for-hire stand between tellius and madness.
 ",0,0,0,0,0,0,0,0,0,0
Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon, ,0,0,0,0,0,0,0,0,0,0
Tactics Ogre: Let Us Cling Together,"tactics ogre: let us cling together remains  one of the most beloved strategy rpg titles of all time. the remake,  which was developed exclusively for the psp system, will challenge  novices and veterans alike with significant new content, including an  entirely updated storyline featuring: dynamic characters, dramatic  choices, engaging plots and even more pitched battles. the remake also  features innovative changes to the battle system, class and character  levelling mechanics, and even the combat interface, which all serve to  streamline its classic tactical gameplay, making battles more intuitive  and most importantly, fun.
(square enix) ",0,0,0,0,0,0,0,0,0,1
Two Worlds II,"two worlds – the temptation expands the rpg adventure by introducing new game content, extending gameplay and providing you with the answers to many questions and mysteries which arose in the main story. besides several well-known regions of antaloor, there are also completely new territories to explore. the combat system has been further enhanced too, with an active blocking system, a completely new means of transport, a much-enhanced reaction system from npcs, and other tweaks. ",0,0,0,0,0,0,0,0,0,1
Sacred 2: Fallen Angel,"sacred 2: fallen angel is a hack-and-slash action-rpg with a rich story that takes place in a gigantic seamless world. this world contains massive dungeons, treacherous opponents and hundreds of challenging quests. intelligent enemies, which adapt in number and difficulty based on player progress, challenge gamers in heroic single- and multiplayer battles for up four players on next-generation consoles.
press release ",0,0,0,0,0,0,0,0,0,0
Dragon Ball: Fusions,"dragon ball fusions is the latest dragon ball experience for nintendo  3ds! it’s an rpg action game that combines fighting, customization, and  collection elements to bring dragon ball to the next level. in this new  world, players will discover powerful items, find warriors who can  become their allies, and build teams to bring into battle to see who the  best fighters are. the battle system combines strategy and real time  action to make this a fun and unique dragon ball experience for fans.
source: publisher ",0,0,0,0,0,0,0,0,0,1
Dragon Age: Inquisition, ,0,0,0,0,0,0,0,0,0,0
Rune Factory: A Fantasy Harvest Moon,"celebrating harvest moons 10th year anniversary, introducing, rune factory. harvest moon meets action rpg in this new take on the harvest moon series, all your favourite harvest moon features: crop growing, marriage, exploration blended in with traditional style rpg elements such as weapon crafting and levelling up. ",0,0,0,0,0,0,0,0,0,2
Life is Feudal: Your Own, ,0,0,0,0,0,0,0,0,0,0
Inazuma Eleven,"things are not looking well for the raimon junior high soccer team: they're out of shape and short on players. to cut a long story short: they're one of the worst teams. captain mark evans is worried about the future of his team.
 
one day he bumps into axel blaze, a well known and legendary wingplayer among soccer-playing students! mark asks him to join the team right away, hoping this will be the start of a glorious career.

what happens next? find the answer in inazuma eleven!  ",0,0,0,0,0,0,0,0,0,0
Shadowrun: Dragonfall, ,0,0,0,0,0,0,0,0,0,0
Magician's Quest: Mysterious Times," 
become the greatest magician of all time by solving mysteries and        traveling through an epic adventure!
now enrolling kid wizards        for an epic adventure! as players attend magic academy, they’ll be        immersed in a living, breathing world where time flows as it does in the real world, and each week, player’s wizardry skills are put        to the test in a new magical adventure. custom avatars can be made with        1,500 varieties of clothing, furniture and characters to choose from.        additionally, players can learn new magic spells and abilities by        forming different relationships with the 150 unique characters        populating the world. different stories and adventures will be revealed        depending on what connections are formed with the game’s characters and        how the player chooses to solve each of the 52 adventures. use more than        100 magic spells to become the greatest magician of all time!
• play with up to 4 friends via nintendo wi-fi connection to complete        tasks together and combine magic abilities• magician’s quest        mysterious times utilizes both nintendo ds screens; one for casting        spells and character interaction and the second for telling the game        story• 1,500 customizable features including clothing, characters,        spell upgrades, furniture and accessories• 52 mysterious adventures        for players to solve using their magic abilities• 150 in game        characters each with unique reactions depending on how players interact•        time based evolution ranging from day to night, week to week over 365        days• single player story mode, 2 player co-op or 4 player        co-operative play
 
nintendo ",0,0,0,0,0,0,0,0,0,0
X-Men Legends,"  the brotherhood of evil mutants has freed their leader, the diabolically intelligent magneto. an unprovoked attack on mutant-kind by a secret sentinel army compels magneto to plan his most maniacal scheme yet. he intends to use his mutant superpowers to shroud the earth in cosmic debris, blotting out the sun and plunging the globe into eternal winter. from this chaos the brotherhood will emerge to reign supreme over humankind. as the sentinels continue to wage worldwide mutant genocide, the x-men must confront magneto and save the earth from certain destruction.  penned by former x-men writers and based on the ultimate x-men comic book series, x-men legends blends visceral superhero action, a dynamic experience system and a vivid, cinematic story into one of the most thrilling forays into the x-men universe yet.            recruit your squad of 4 mutants from a team of 15—including wolverine, gambit, nightcrawler and storm—and battle evildoers across a vast, interactive, fully destructible landscape. switch among squad members at will and use their unique abilities for puzzle-solving and combat. upgrade your heroes’ abilities on the fly. combine superpowers to unleash awesome mutant attacks that obliterate all obstacles and enemies in your path. over 40 fully rendered cinematic sequences illustrate the cliffhanger plot and lead the x-men into brutal confrontation with the greatest evil mutant-kind and humankind alike have ever faced.
 
source - www.activision.com (publisher)
  ",0,0,0,0,0,0,0,0,0,0
Tales of Destiny,"tales of destiny is a role-playing game, developed and published by bandai namco games,  which was released in japan in 2006. ",1,0,0,0,0,0,0,0,0,0
Mystery Dungeon: Shiren the Wanderer,"from chun soft, comes a handheld role-playing game starring a fearless hero named shiren the wanderer and his trusty weasel companion, koppa.  quest for the legendary lair of the golden condor, venture through treacherous lands and discover the mystery surrounding this mythical realm. many warriors have set out on this grand adventure but none have survived the perilous journey through deep caverns, vast forests and dangerous mountain passes. the path is filled with ferocious monsters, hidden traps and thieves that shiren and koppa must battle through and survive in order to reach their goal and claim their prize.
* classic rpg experience: turn-based action gameplay allows you time to plan your attacks and keeps you on your toes with levels that are unpredictable in nature.
* randomly generated dungeons: new unexpected challenges continuously await the player as they enter each dungeon leading up to an addictive 30+ hour adventure experience.
* enhancements from original game: upgrades include three expanded territories, multiple monsters, revamped graphics & sounds, and a brand new tutorial mode.
 
nintendo ",0,0,0,0,1,0,0,0,0,1
Tales of Symphonia: Dawn of the New World," knight of ratatosk/dawn of the new world takes places two years after the events of tales of symphonia. the protagonist is named emil, and characters from the original symphonia will return. the newest trailer has shown that all party members will return. however, this same trailer depicts lloyd in an antagonistic light: he fights the protagonists from ratatosk. whether this means lloyd is an antagonist, or a temporary enemy, is uncertain. in addition, screenshots depicting zelos have been released, implying that the canonical ending of tales of symphonia had zelos live, rather than die.
the player will be able to capture, breed, and level up monsters to fight alongside emil in battle. the field map won't be returning in this game. instead, a point and clisk system using the wii-mote will be used to navigate the world. the map that displays the world itself will be the same as the field map in tales of phantasia, except that the towns will still use their tales of symphonia names. ",4,0,1,0,0,0,0,0,0,0
Final Fantasy Chronicles,"it's about time.
when these games came out, they defined what adventures should be. since then, they have become the most popular and sought-after titles in history. now you can experience the re-release of two complete, classic games, enhanced with all-new cinemas and features never before seen in the u.s.
final fantasy iv was previously released as final fantasy ii, but has been completely restored with new magic, monsters, items, cg cinemas, and added features.
chrono trigger is a re-release of the original game. this time-traveling prequel to chrono cross is enhanced with all-new animated scenes.
 
(copied from the back of the case) ",0,0,0,0,0,0,2,0,0,0
The 3rd Birthday,"hideous creatures descend on manhattan. ground reports from the squad tasked with containing the pandemonium refer to these life forms as the twisted. an investigatory team known as the cti is formed within the year.

the overdive system emerges as a means of opposition, but only one viable candidate exists - aya brea. a gift as she awakens from a lost past on this, the occasion of her third birth. ",0,0,0,0,0,0,0,0,0,0
Rune Factory 2: A Fantasy Harvest Moon,"the evil sechs empire has been defeated, and the kingdom of norad is once again at peace. things may not stay that way for long, however, as dark premonitions foretell of dangers to come. it’s up to the player to uncover the source of these premonitions and bring peace to the kingdom once more. 

over the course of the story, players will build and develop a farm, befriend townspeople, raise monsters, take on quests, and find a wife. rune factory 2 offers innovative touch screen controls, easy-to-use menus, and an all-new compelling storyline.

natsume  ",0,0,0,0,0,0,0,0,0,0
Spectrobes: Beyond the Portals,"
as a new menace threatens the galaxy, planetary patrol officers rallen        and jeena must excavate, awaken and evolve a new team of spectrobes and        take them into battle to save the universe from destruction.
feautres

 double the number of spectrobes 
 all-new battle system - take on enemies in the field as rallen and          control 2 spectrobes in epic battles against the krawl 
 enhanced search and excavation system - dig in rock, lava, ice and more 
 play as jeena on missions where her puzzle-solving skills are needed 
 over 30 new code input cards - use your cards from the original          spectrobes, too 
 dgamer community 

http://www.nintendo.com ",0,0,0,0,0,0,0,0,0,0
Summoner,"join the fantasy role playing experience in summoner.  a summoner's inheritance is a power greater than magic.  with rings of channeling, summoners call forth demons and golems, supernatural servants and elemental creatures.  summoners have toppled empires and challenged gods.  they are venerated as saviors and feared as destroyers.  become a summoner on your playstation 2.
 
source: us.playstation.com ",0,0,0,0,0,0,1,1,1,0
Mario & Luigi Superstar Saga + Bowser's Minions, ,0,0,0,0,0,0,0,0,0,0
Final Fantasy II Anniversary Edition,"own the birth of a generation
the legend continues. a new evil threatens the land, and once more, a band of young heroes stands against it. more new dungeons, more improved graphics. still the same great story and gameplay.
prologue
a long-lived peace is at an end. the emperor of palamecia has called forth monsters from the underworld and has begun his campaign for world conquest.
a rebel army arose in the kingdom of fynn to thwart the emperor's plans. but the rebels' castle fell to an all-out assault by the empire. left with little choice, the rebels withdrew to the remote town of altair.
four youths from fynn also found themselves fleeing the imperial forces. they had lost their parents at the hands of the empire. but their escape wasn't over...
 
- from game back cover and instruction booklet. ",0,0,1,0,0,0,0,0,0,0
Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword, ,0,0,0,0,0,0,0,0,0,0
Final Fantasy, ,0,0,0,0,0,0,0,0,0,0
Dragon Age: Origins,"from the makers of mass effect, star wars: knights of the old republic, and baldur’s gate comes an epic tale of violence, lust, and betrayal.
the survival of humanity rests in the hands of those chosen by fate. you are a grey warden, one of the last of an ancient order of guardians who have defended the lands throughout the centuries. betrayed by a trusted general in a critical battle, you must hunt down the traitor and bring him to justice.
as you fight your way towards the final confrontation with an evil nemesis, you will face monstrous foes and engage in epic quests to unite the disparate peoples of a world at war.
a romance with a seductive shapeshifter may hold the key to victory, or she may be a dangerous diversion from the heart of your mission. to be a leader, you must make ruthless decisions and be willing to sacrifice your friends and loved ones for the greater good of mankind.
www.ea.com ",0,0,0,0,0,0,0,0,0,0
Monster Hunter Portable 3rd HD Ver., ,0,0,0,0,0,0,0,0,0,0
Gothic 3,"you have saved the island khorinis from the forces of evil in gothic i and gothic ii. now it is time to travel to the realms of the mainland. invading orcs have enslaved the human kingdom. there are but a few free humans in the icy north and the southern desert and a handful of rebels hiding in the forests and mountains of midland.you may either join the rebellion or serve the orcish usurpers but you will ultimately tip the scales and decide the outcome of the last war to save humanity.there is no simple linear story in gothic iii – every game will be different and unique – but all will ultimately lead to you deciding the fate of myrtana.
jowood entertainment ",0,0,0,0,0,0,0,0,0,0
Tactics Ogre: The Knight of Lodis,"fight it out!
assume the role of alphonse, a knight of galicia, sent on a mission to investigate the intentions of the suspect governing body of the holy lodis empire and solve the mystery of ovis.  along the way, you will experience many trials and tribulations, but you must survive the unrelenting battles and cultivate your characters' abilities to reveal your true destiny.
- over 40 hours of game play with multiple endings!
- discover powerful character classes with the new emblem system!
- cast a wide assortment of magic spells to lay waste to the enemy!
- go head-to-head against a friend by using the game boy advance game link cable!
- all new quest mode enables you to discover hidden items and weapons not available in the story mode.
- utilize the exchange mode to trade items, spellbooks, and characters with a friend.
(source: back of box) ",0,0,0,0,0,0,0,0,1,0
RPG Maker, ,0,0,0,0,0,0,0,0,0,0
Monster Hunter, ,0,0,0,0,0,0,0,0,0,0
Reigns, ,0,0,0,0,0,0,0,0,0,0
PoPoLoCrois Monogatari, ,0,0,0,0,0,0,0,0,0,0
Dragon's Crown,"
the vast labytinth lays spread out underground, the ruins situated below this city nothing more than its entrance.magic wielders, theirs hearts blighted by the dark, have used their spells to connect all the land's ruins and monster lairs into ono. they search, tirelessly, for the lengedary teasure theu know is to be found. it lies, patiently, somewhere within the corridors. if it should fall into their hands, the entire land will be doused in blood before another day breaks.you know it as well as i -- the dragon's crown cannot, must not, come to them.
http://www.dragons-crown.com/na/
 ",0,0,0,0,0,0,0,0,0,0
Grandia III,"heroes come together as their world is torn apart.

unleash the ultimate action battle system with devastating attacks and magic 
explore a massive, dangerous world - on the ground and in the skies 
team up with your allies to execute stunning aerial combo attacks 
experience detailed graphics and cg cinemas which bring the story to life

 
source: us.playstation.com ",0,0,0,0,0,0,0,0,0,0
Final Fantasy XV: Windows Edition,"enroute to wed his fiancée luna on a road trip with his best friends,  prince noctis is advised by news reports that his homeland has been  invaded and taken over under the false pretense of a peace treaty – and  that he, his loved one and his father king regis, have been slain at the  hands of the enemy.
to gather the strength needed  to uncover the truth and reclaim his homeland, noctis and his loyal  companions must overcome a series of challenges in a spectacular open  world - that is filled with larger-than-life creatures, amazing wonders,  diverse cultures and treacherous foes.
source: publisher ",0,0,0,0,0,0,0,0,0,0
Dark Souls: Remastered,"then, there was fire. 
re-experience  the critically acclaimed, genre-defining game that  started it all.  beautifully remastered, return to lordran in stunning  high-definition  detail running at 60fps. dark souls remastered includes  the main game  plus the artorias of the abyss dlc.
deep and dark universe delve into an epic dark fantasy  universe stricken by decline and the  curse. explore its intricate world  design - full of hidden passages,  dungeons and secrets - and uncover  its deeply rooted lore.
 each end is a new beginning each playthrough surprises you with new challenges and unexpected  facets  of the game. don’t bet on completing the game only once.
 gameplay richness and possibilities hundreds of unique combinations of weaponry, armor, magic and crafting   options to create your own playstyle and gaming experience.
source: https://www.bandainamcoent.com/ ",0,0,0,0,0,1,1,0,0,0
Tales of Legendia," the renowned tales of series comes to the playstation® 2 with the extraordinary depth of an rpg and the furiously fast real-time battles of an authentic fighting game. in development for several years, tales of legendia offers fantastic 3d graphics, dynamic battle scenes and an emotionally-charged storyline. the game utilizes technology from namco’s renowned soulcalibur® fighting game series, allowing players to battle huge monsters with a battle system that feels more like a fighting game using x-limbs, namco’s new crossover linear motion battle system.
 
source: us.playstation.com ",2,0,1,0,0,0,0,0,0,1
Yu-Gi-Oh! Forbidden Memories (JP sales), ,0,0,0,0,0,0,0,0,0,0
Atelier Rorona: Alchemist of Arland, ,0,0,0,0,0,0,0,0,0,0
Children of Mana,"in the center of the world, the mana tree grows, sheltering everyone under its strong limbs. its magic protects the world, but that power has grown too strong and has begun to surge across the land, corrupting all that it touches. now, a handful of young heroes must band together to restore the magic of the mana tree and save illusia. to arms! take up sword, flail, hammer and bow, and strike back at the evil that corrupts the heart of mana.unlock the power of the gems. players pick from more than 180 magic gems to customize their characters with new abilities that suit their playing styles and to prepare for intense, fast-paced battles.play the adventure solo or with friends in four-player local wireless games. players take on the most difficult challenges, fight formidable foes and even fight one another for loot.game storyline: ten years before the game begins, a great cataclysm struck, and the land of illusia was besieged by monsters. now, the mana tree has been corrupted by her own power, and mysterious pillars of mana energy have appeared throughout the land. each of these pillars has corrupted the power of the guardian spirits in those lands. with the help of the sword of mana, the player must free each of these guardian spirits from the corrupting magic and help restore order the mana tree and the land of illusia itself.characters: ferrik: when he was little, his life was saved by a nameless swordsman. since then, he has dreamt of becoming a swordsman himself. he lost his parents and older sister in the cataclysm.tess: she devotes all of her time to studying the mana tree and its relation to the mana goddess.poppen: he is a skilled and fearless magician from the desert of jadd.tamber: she's a young and agile dancer and acrobat. she lost her younger brother and parents in the cataclysm.wanderer: cast out from the niccolos (a species known for being merchants) for his wanderlust, he is both loyal and compassionate, although he tries to act cool and detached.how to progress through the game: children of mana is an action/adventure role-playing game. players start in a ""hub"" town in illusia and travel to different locations (dungeons) throughout the world. each dungeon contains an assortment of monsters. at the end of the dungeon is a corrupted spirit ""boss"" they must defeat to free the pure spirit within. all battles are real-time: players use button combos to attack with different weapons, including flails, bows, swords and mallets. players can summon elemental spirits to attack enemies as well, or they can use the power of the spirits to enhance their weapons' attack powers.any of the game's dungeons can be played solo, but one to four players can team up to play dungeons together using ds wireless play. each player needs a separate game card - ds download play is not supported. the game's difficulty level scales depending on how many players are involved. players cannot harm one another, but they can stun each other with their attacks. this gives the game a competitive aspect as players race to grab items for themselves. players can team up against a challenging boss creature and then scramble to beat one another to whatever rare items that boss drops once it has been defeated.special powers/weapons/moves/features: as players gain in experience, they will become able to use weapons and armor that they couldn't use earlier. players can then customize those weapons by adding different gems to a ""gem frame.""gems add new abilities to weapons and improve a character's statistics. they can change a character's defense and attack levels or even give their weapons new attacks. there are more than 180 gems of varying rarity, each with a different effect on the player's character. ",0,0,0,0,2,2,0,1,0,0
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III, ,0,0,0,0,0,0,0,0,0,0
Valkyrie Profile 2: Silmeria,"hundreds of years before lenneth's tale, another saga lies concealed by the gods. the valkyrie silmeria once served odin loyally, but after an incident ignited a conflict between them, odin forcefully reincarnated her as a human. the human soul that would carry her spirit was that of alicia, princess of dipan. ordinarily, silmeria's consciousness would have been sealed, her spirit dormant until she was next summoned... however, the forced transmigration causes silmeria's spirit to awaken within alicia, leaving two souls to inhabit a single body. the spirit that should have been sealed has awakened a situation odin will not ignore for long.
this installment introduces the new photon action system to the classic side-scrolling action format found in the original. projecting photons grants players more freedom to explore and expands the action, resulting in challenging puzzles with clever solutions. add to that ""sealstones"" that affect the laws of nature in dungeons, launching strategy to new heights. the unique battle system of the previous game has evolved into the advanced tactical combination battle system.
playstation ",0,0,0,0,0,0,0,0,0,0
Dragon Age Origins: Awakening,"from the makers of the best rpg of 2009, dragon age: origins, comes the first official expansion pack.
for centuries, the grey wardens—the ancient order of guardians, sworn to unite and defend the lands—have been battling the darkspawn forces. legend spoke that slaying the archdemon would have put an end to the darkspawn threat for centuries to come, but somehow they remain.
you are the grey warden commander and have been entrusted with the duty of rebuilding the order of grey wardens and uncovering the secrets of the darkspawn and how they managed to remain.
how you choose to rebuild your order, how you resolve the conflict with ""the architect"", and how you determine the fate of the darkspawn will be but some of the many complex choices that await and shape your journey as you venture to the new land of amaranthine.

a stunning world expanded: bioware's deepest universe to date just got bigger with an all new area of the world to explore, amaranthine

unlock the secrets of the darkspawn and their true motivations
rebuild the grey warden order and establish their base of operations at vigil's keep

all-new complex moral choices: embark on an epic story that is completely defined and reactive to your play style

shape your entire experience based on the choices you make and how your handle complex situations

new ways to customize your hero: experience additional spells, abilities, specializations, and items to further personalize and customize your hero and party

import your character from dragon age: origins or start anew as a grey warden from the neighboring land of orlais
encounter five all-new party members and an old favorite from dragon age: origins

even more bone-crushing, visceral combat: battle against a new range of horrific and terrifying creatures

put your skills to the test against an evolved, intelligent breed of darkspawn and other menacing creatures including the inferno golem and spectral dragon!


(official site) ",0,0,0,0,0,0,0,0,0,1
Quest 64,"celtland has been cast into chaos by the theft of eletale's book.  this mystical volume contains the secrets of the spirit tamers.  control brian, a magician's apprentice, as he explores the expansive countryside and villages on his quest.  if he does not reclaim the book, the kingdom of celtland will be cast into darkness forever. ",0,0,0,0,0,0,0,0,0,0
Final Fantasy Crystal Chronicles: Echoes of Time,"a triumphant return from a monster-infested forest marks the completion of the 16-year-old hero's coming-of-age ceremony. however, the hero's joy is short-lived as a young village girl is found to be afflicted by a mysterious illness known as ""crystal sickness."" determined to obtain the cure, the hero steps out of the secluded village for the first time, only to discover a world in which crystals are merely artifacts of the past and no longer exist…  features

wii and nintendo ds players can share their adventure together through nintendo wi-fi connection and wireless communication.
2-4 player multi-play through nintendo wi-fi & wireless communication mode.
over nintendo wi-fi connection: 4 players max (any mixture of wii and nintendo ds hardware).
wireless communication: 4 players max (either up to 4 players on nintendo ds hardware, or alternatively 1 wii hosting up to three nintendo ds players).
players can register their own phrases on top of many fixed phrases available for easy communication in multiplayer.
over 300 different items and costume combinations add to the fun. changes to costume/equipment are directly visible on your character in the game.
trade with friends using nintendo wi-fi connection functions.
play in four different languages – english, french, german and spanish. the multiplayer mode can be played seamlessly even when each player selects a different language.
 ",0,0,0,0,0,0,0,0,0,0
Inazuma Eleven Go: Chrono Stone - Wildfire / Thunderflash, ,0,0,0,0,0,0,0,0,0,0
Two Worlds II,"two worlds ii expands the rpg adventure by introducing new game content, extending gameplay and providing you with the answers to many questions and mysteries which arose in the main story. besides several well-known regions of antaloor, there are also completely new territories to explore. the combat system has been further enhanced too, with an active blocking system, a completely new means of transport, a much-enhanced reaction system from npcs, and other tweaks. ",0,0,0,0,0,0,0,0,0,1
Tales of Vesperia,"the debut of the tales series on the playstation 3, tales of vesperia launches the series to new heights of interactive narrative and engrossing gameplay with incredible anime-style graphics, a captivating storyline and characters as well as an upgraded battle system. set in a world reliant on a mysterious ancient technology known as ""blastia,"" the game follows former knight yuri as he delves into a shadowy plot to use these magical devices to control civilization, or destroy it. ",2,0,0,0,0,0,0,0,0,0
Mega Man Star Force 3: Black Ace / Red Joker,"mega man star force 3 is a unique blend of action and role-playing game (rpg), combining the high intensity combat that is the hallmark of mega man games with star force's strategic battle system. by defeating enemies and boss characters, players earn ""battle cards"" that enhance and evolve mega man's abilities and attacks.new to mmsf3 are ""noise changes,"" random enhancements that change mega man's form and unlock new abilities. the two versions of the game, black ace and red joker, each have over 100 unique noise types that can be combined with mega man to unlock elemental powers based on earth, air, water and fire. the new noise feature will add an exciting randomness to battles, encouraging players to explore, collect and battle across the digital world of mmsf3.in mmsf3, players will travel between the physical world and the digital world via electromagnetic waves that form ""wave roads."" geo stelar, the protagonist of the game, can see these wave roads through usage of his unique ""visualiser"" tool. once in the digital world, geo can merge with the electronic life-form known as omega-xis to become mega man. the wave roads are being overrun by mysterious ""noise"" that change the player's environment and powers in different ways. this noise is being generated by an approaching gigantic meteor that threatens both the physical and digital worlds of mmsf3, forcing geo stellar and his crew to fight the oncoming threat to save two worlds. fortunately, mega man discovers that he can control the noise, using the new ""noise change"" system to transform into many different forms, including the ultimate ""black ace"" or ""red joker"" forms. ",0,0,0,0,0,0,0,0,0,0
.hack//Outbreak Part 3,"in the third chapter of the .hack saga, ""the world"" continues to deteriorate as the virus spreads out of control. as the outlaw player, kite, you must choose your strategy wisely. not only is the outbreak affecting ""the world"" in the game, but now repercussions are being felt in the real world too. is there a way to stop this outbreak? where does the answer to the mystery lie? fight through contaminated cyberspace as you take on and eliminate enemies, and unlock codes to gate hack to even more environments.  bring your save data over from part 2 and hit the ground running in part 3 as your leveled up characters experience more exciting battles by utilizing higher level skills from the new set of equipment available! also improved party member ai programming for chat commands allow for advanced battle tactics.  will you ever find out who or what is behind this nightmare and wake your friend orca from his coma?
 
source: us.playstation.com ",0,0,0,0,0,0,0,0,0,0
Mother 1+2, ,0,0,0,0,0,0,0,0,0,0
Phantasy Star Online Episode I & II,"the darkness has returned
the planet ragol is once again in peril.  new character classes and weapons are at your disposal, but only your skills as a hunter will keep you alive.  brave the depths of evil alone, or enlist the aid of three heroes in split-screen play.  once you have conquered the darkness, go online and take your experience to the next level.  however you choose to play, know this: evil has returned to ragol, and a new adventure awaits.

a completely new full-length adventure
new characters, weapons, & quests
split-screen action as four heroes team up or compete
offline or on, challenge mode & battle mode are at your finger tips
real-time combat against new, more powerul monsters

source - back of box ",0,0,1,0,0,0,0,0,0,0
Fable Anniversary,"fable is a groundbreaking roleplaying-adventure game from peter molyneux, in which your every action determines your skills, appearance, and reputation.
create your life story from childhood to death. grow from an inexperienced adolescent into the most powerful being in the world. choose the path of righteousness or dedicate your life to evil.
muscles expand with each feat of strength. force of will increases with each work of wit. obesity follows gluttony, and skin tans with exposure to sunlight and bleaches bone-white by moonlight.
earn scars in battle and lines of experience with age. each person you aid, each flower you crush, and each creature you slay will change this world forever.
fable: who will you be?
features:
# forge a hero based on your actions: age and evolve a hero or villain through the actions you choose and the path you follow—be it for good, evil, or in-between. ply the way of the sword, and see your muscles bulge. weave the dark arts and witness power crackling at your fingertips. skulk in the shadows and watch your skin bleach.
# engage in intense real-time combat: collect battle scars as you battle a world of cunning foes and deadly creatures. master an array of weaponry as you hone the art of blade-craft. hunt your quarry using subterfuge and stealth.weave death from the elements, as you harness the dark arts of the arcane.
# build your living legend: through deeds and actions, build a name for yourself across the land. recruit allies and followers. gain glory or notoriety. make friends and enemies. interact with a living world of people, places, and event all reactive to you. hero or butcher?who will you be?
# explore and shape a living, evolving world: champion or manipulate an ever-changing land with competitive and cooperative heroes, dynamic weather systems, and deformable environments. interact with teeming cultures, creatures, and citizens from various towns and cities.
# hone your character with scores of unique skills and extras: master new abilities and add possessions as you develop.
# never play the same game twice: once you finish your adventure, go back and try the experience again, forging your character and thereby a new tale with unexpected twists and turns, new skills, powers, influences, allies and enemies.
-xbox.com ",0,0,0,0,0,0,0,0,0,0
Sword Art Online: Lost Song, ,0,0,0,0,0,0,0,0,0,0
Suikoden V,"description
celebrate the 10th anniversary of suikoden  with an all-new role-playing adventure filled with mystery and suspense. in the  land of falena, a prosperous and beautiful country governed by the matriarchy  and the benevolent power of the sun rune, civil unrest arises and the queen is  forced to use the sun rune to quell the uprising, but at what cost? journey as  the prince in an expansive quest uncovering the mysteries surrounding the sun  rune, the civil unrest and the dark intent of an unknown power in the greatest  suikoden saga yet!
features

longest suikoden storyline ever with fully voiced-over cut scenes, multiple  endings, storyline branches and unimaginable plot twists 
uncover the 108 stars of destiny to build up and customize a home base 
tactical formation system allows for more than 20 strategic formations in  battle 
take 6 member parties into battle with over 60 playable characters for  millions of party combinations 
strategic map battles with hundreds of troops in huge army skirmishes 
completely customize your characters with a new skill system, weapon  enhancement system and hundreds of unique equipment items

reviews
ign awarded suikoden v with the following awards for 2006: best ps2 story - winner best ps2 rpg - runner up click here to view ign's best of 2006 awards
source: www.konami.com ",0,0,0,0,0,0,0,0,0,1
Disgaea 5: Alliance of Vengeance, ,0,0,0,0,0,0,0,0,0,0
Persona 2: Eternal Punishment,"welcome back to the twisted world of persona, where nightmares become reality and reality becomes a nightmare...

over 50 hours of dark twisted gameplay, plus stunning anime cinematics that absorb you into the intriguing world of persona!
enlist the help of the nightmarish denizens of persona through the use of the unique ""contact system!""
unleash total devastation by combining over 80 persona to defeat the minions of evil.
change the fate of your characters by employing the revolutionary ""rumor system.""

 
source: game case ",0,0,0,0,0,0,0,0,0,0
