Name,Summary,sim,fifa,nfl,pro,league,soccer,nba,football,sports,baseball
World Stadium 3, ,0,0,0,0,0,0,0,0,0,0
Extra Bases,"extra bases is a baseball sim game, developed by namco and published by bandai,  which was released in 1991. ",1,0,0,0,0,0,0,0,0,1
Super Power League 2, ,0,0,0,0,0,0,0,0,0,0
MLB 09: The Show,"road to the show 3.0now includes interactive training, new settings, a new steal/ lead-off system, presentations and coach interactions. interactive training will consist of a set of mini-games designed to improve a player’s ability and performance in various areas of baseball.
 
franchise mode 2.0improvements include the long awaited 40-man roster! the latest franchise mode improvements will also offer salary arbitration, waiver transactions and september call-ups.
 
online season leaguesalong with improvements to the traditional online leagues, mlb 09 will offer major additions to online season leagues! new online season leagues will allow you to hold a fully functional draft and utilize a flex schedule, allowing players to play games ahead in the schedule.
www.us.playstation.com
  ",0,0,0,0,0,0,0,0,0,0
Cool Boarders 2001,"live to board!another year, another wicked ride. but this time, the ante has been raised---this is cool boarders on the playstation 2, the system designed for hauling butt like nobody's business. the developers at idol minds have fully tweaked the gameplay, with all-new physics and hardcore new ramps and slope stylings. speaking of styling, the graphics has been piped to extremes, with real pro boarders represented with accurate faces, over 300 mo-capped animations, and bulleting 60 frames-per-second motion. the competition has put on a full-on show--now it's time for the vet to carve its own line and show how this sport gets done.shred killer terrain, break off a sick alley-oop 360 method and take on the most challenging group of pros ever assembled! pull off an impossible backside indy 540 and then tweak a 720 stalefish in the big air or take on a pro rider in the downhill points run. cool boarders 2001, with all-new mountains and courses, awesome tricks, incredible obstacles, top pro riders, and phenomenal gameplay, will have you carving up the slopes and panting for breath. it's the most realistic ride ever...just watch out for the occasional wipeout.
us.playstation.com ",0,0,0,3,0,0,0,0,0,0
Battle Dodge Ball,"battle dodge ball is a sports game, published by banpresto,  which was released in japan in 1991. ",0,0,0,0,0,0,0,0,1,0
MLB 08: The Show,"already widely considered the most authentic baseball game available, mlb 08 the show™ is set to provide fans with the most realistic baseball experience to date with innovations such as a more immersive road to the show mode, enabling gamers to play both offense and defense from the created player’s perspective. providing players with some additional performance incentives, the mlb franchise introduces the new progressive batting performance feature, which will both reward players for superior performance and penalize them for hitting slumps. specific to each individual batter, players will be rewarded with slight contact bonuses, or punished with slight decreases in contact, based on how that batter that performs beyond his ""natural ability"" while under user control.source - www.us.playstation.com ",0,0,0,0,0,0,0,0,0,2
SSX Blur,"ssx blur is everything you expect from the franchise, delivered in a totally unexpected way. revolutionary controls take full advantage of the wii’s potential by putting you in total command of your skier or rider, on-the-ground & in-the-air, by translating every motion you make into the skills that create mountain legends. ",0,0,0,0,0,0,0,0,0,0
NCAA GameBreaker 2001,"ncaa gamebreaker 2001 is a football sim game, developed by 989 sports and published by scea,  which was released in 2000. ",1,0,0,0,0,0,0,1,1,0
MVP Baseball 2005,"key features for mvp baseball 2005 include the following: own the plate: change your position in the box to adjust to where the pitcher is working you, or keep the defense honest with a bunt for a hit. precision pitching: paint the corners or send a message with the new precision pitch meter, or catch runners napping with unparalleled pickoff control. enhanced big play control: make an underhand toss to the pitcher as he sprints to cover first, slide around a tag at home, and make user-controlled stretches and dives. while leading off base, exercise your reflexes by beating pickoff throws with the all-new manual leadoff control. control every aspect of your organization in all-new owner mode. create your line-up based on player progression during spring training, or help build player attributes by competing in a variety of mini-games. all-new create ballpark: in owner mode, build a pitcher’s paradise or a hitter’s dream. will you spend your earnings to upgrade your ballpark or to sign that key free agent who could bring you a championship? expanded minor leagues: advanced single a squads and additional stadiums have been added to round out the list of teams available in the minor league system.
[electronic arts] ",0,0,0,0,1,0,0,0,0,1
NBA Live 96,"nba live '96 is a basketball sim game, developed by ea canada and published by electronic arts,  which was released in 1996. ",1,0,0,0,0,0,1,0,0,0
DECA Sports Freedom,"take sports to the next level with 10  complete sporting events you play using just your own body! spin, throw,  and smash your way to victory across all of the included events:  tennis, boxing, archery, paintball, beach volleyball, dodge ball, kendo,  mogul skiing, snowboard cross, and even figure skating! you can use  your own avatar inside the game and can play with two people at home or  with up to four online against people around the world!
 
xbox.com ",0,0,0,0,0,0,0,0,1,0
NBA Live 06,"be an nba superstar and own the court in nba live 06, which captures the emotion and intensity of the complete basketball experience like no other pro hoops simulation on the market.   the evolution of the ea sports™ freestyle control continues with all-new ea sports™ freestyle superstars. users now dictate the actions of the top nba stars with full user control over dazzling passes, rebounds, dunks and steals within 5-on-5 gameplay. with the superstars of the nba playing like their real-life counterparts, playmakers deliver fast break freestyle passes on the fly, stoppers control the paint, and power players dominate the opposition with powerful user-controlled dunks. an enhanced transition game yields an up-tempo, fast-break, and physical brand of basketball that features players running the lanes and awaiting the open pass.   with the nba live 06 advancements in gameplay and enhanced player graphics, the nba’s superstars look and play more like their real-life counterparts than ever before. a rich collection of game modes adds to the deepest offering of nba live ever – including dynasty mode™, ea sports™ online, and nba all-star weekend.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,1,0,0,7,0,0,0
Major League Baseball 2K6,"major league baseball® 2k6 brings you the definitive baseball simulation. with a truly immersive pitcher-batter showdown featuring the most accurate pitching and batting a.i. ever created, major league baseball 2k6 delivers the true big league experience like never before.
 

pitcher - batter showdown - a revolutionary breakthrough in batting control coupled with a new and intuitive pitching interface and truly accurate and individual player behavior brings the pitcher batter experience to a new level.
swing stick™ - analog stick batting brings baseball video games to a new level. control power swings, check swing and bunts all through simple and intuitive analog controls. 
pure motion physics - an all-new physics engine brings running, throwing, fielding, tag outs, and player-to-player collision animations to life with more detail and variation than ever before. 

take 2 ",0,0,0,0,3,0,0,0,0,3
EA Playground,"ea playground smartly delivers both traditional favorites and all-new playground games. every game is uniquely designed with the nintendo ds unique interface mechanics in mind. whether you blow into the nintendo ds microphone to launch spit balls at unsuspecting rivals, take aim at opponents with the stylus and touch screen in dodgeball, or race to connect a sequential series of numbers to pull off a gnarly trick in skate & sketch, you’ll experience the nintendo ds in a completely new and refreshingly fun way. play these games and more: spitballs, dodgeball, kicks, hoops, bug hunt, skate & sketch, rc car racing, hopscotch, and trampoline.
explore different areas and meet playground bosses. but watch out, because the further you go in the game, the harder the bosses play. by beating bosses, you’ll be rewarded with stickers that act as power-ups. as well, you can roam the playground world and collect marbles that allow you to purchase additional stickers from the sticker king. you’ll eventually assemble the ultimate sticker collection in your sticker album. complete your sticker album, use the power-ups to beat the hardest bosses, and you’ll be on your way to owning the ea playground!
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,0,0,0,0
NCAA Basketball 10,"ncaa basketball 10 brings you the best of ea sports™ basketball, refined and polished for the ncaa fan. ncaa basketball 10 unearths the core of college basketball – excitement, emotion, intensity, and tradition. a laser focus on improving and refining core gameplay has resulted in the most fluid college basketball game to date with all the energy, excitement and pageantry of the college game.college basketball is known for its strategic and calculated nature. ncaa basketball 10 lets you use the unique styles and strategic motion offenses of every ncaa team to reach your full potential on the court. force your opponent to play on your terms and let your team’s strengths shine.for the first time, watch your maui invitational or march madness final broadcast with full cbs or espn integration; hear the shots being called by real cbs sports and espn ncaa basketball announcers; and witness the spirited crowds roar and mascots dance as you take home the win.
ea.com ",0,0,0,0,0,0,0,0,1,0
Championship Bass,"
features:
find and fish the perfect spot--gorgeous, go-anywhere lakes and a finely tuned bass boat. don’t get stuck fishing in a static location 
wide variety of gear--reach into your tackle box for lures, rods, and reels 
simultaneous above-water and underwater views--simultaneous split-screen camera puts the fish-fight right in your face 
goal-oriented challenge levels and multiple game modes--big-time arcade-style action above and below the water 
cast into beautiful 3d lakes--you have complete control over the speed, drag, and lure action of your retrieve 
plan the ultimate fishing trip or tournament--set the conditions to land those monster hawgs 
 ",0,0,0,0,0,0,0,0,0,0
NHL Breakaway 98,"hit the ice with nhl breakaway '98! all 26 nhl teams and over 600 players from the nhlpa. variable player sizes, from hulking defensemen down to speedy wingers. playbook based ai, so teams play their actual styles - forecheck, trap, dump and chase. five gameplay modes: exhibition, season, playoffs, practice and shoot-out modes. create players - assigned name actually appears on the player's jersey. season wins provide bonus points which improve coaching, player development, injury therapies and more. ",0,0,0,0,0,0,0,0,0,0
NBA Street V3,"soar above the rim and make your mark as nba street v3 hits the pavement with basketball like you’ve never seen – 3-on-3, over-the-top, and larger than life. v3 builds on the game-proven, platinum-selling gameplay of the street series with new tricks and high-flying dunks. the new trick stick and interactive new gamebreakers, game-changing and customisable like never before, enhance the experience and bring an unmistakable style and attitude to nba street v3.   featuring the nba’s biggest and best stars from today, your favorite nba legends, and a hall of fame cast of past street characters pulling off hundreds of crazy moves and dunks, nba street v3 is non-stop, fast-paced, action-packed, in-your-face fun. it’s as simple as that.   nba street v3 is packed with highly-detailed authentic street courts, deep new court and player customisation options. put your rep on the line in the ultimate proving ground: the street courts of nba street v3.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,6,0,0,0
ESPN X-Games Pro Boarder,live like one of the world's top professional snowboarders. race alongside the riders who have dominated and defined the sport. take on the awesome challenge of xgamesproboarder. ,0,0,0,0,0,0,0,0,0,0
FIFA Street 3,"hit the streets with some of the best pro players and experience all the style and attitude of street football. decked out in authentic training kits and street wear, every player boasts their own, distinctive style of play with unique abilities to match. whether you’re after brawn, brains, silky skills or crunching tackles, the perfect street team is out there.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,1,0,0,0,0,0,0
Madden NFL 09,"celebrating 20 years of innovation and counting, madden nfl 09 delivers its most authentic nfl football experience ever.
prove you can win on the road
celebrating 20 years of innovation, madden nfl 09 delivers its most fun and exciting football package ever for the psp and nds, combining wi-fi multiplayer games and rec room minigames with all-new ea sports™ family play, featuring an easy-to-use game control system. with an all-new tri-level playcalling system, plus the new last-minute miracle mini-game, the franchise takes its next leap in bringing you the greatest football experience on the go with madden nfl 09.
 wi-fi multiplayer returns 
back by popular demand, play head-to-head against a friend over wi- fi, including single-card mode that allows you to challenge anyone with a nintendo ds, or play with up to seven other players in wireless mode.
 all-new rec room mini-games 
push your football skills to the limit with all-new mini-games made exclusively for the nds, including last minute miracle, where you lateral your way through defenders on your way to the unthinkable score.
 
-ea ",0,0,4,0,0,0,0,4,0,0
MLB 07: The Show,"already widely considered the most authentic baseball simulation available, the franchise now introduces the all-new road to the show mode, enabling gamers to play both offense and defense from the created player’s perspective. providing an even more realistic experience from the mound, the all-new new pitch command system (pcs) delivers unsurpassed strategy to pitch selection, as a pitcher’s “pitch comfort” will be predetermined based on a best to worst pitch scenario. it is up the gamer to decide if he/she should try to “work on a pitch” or just go with what is working. additionally, with the adaptive pitching intelligence (api) feature, catchers will call the game based on the individual strengths and weaknesses of each pitcher as well as analyze tendencies of batters. gamers will now have the ability to either trust the pitches called by the catcher or shake them off. as more and more gamers are seeking quality online competition and content, mlb 07 the show adds to its already robust online feature set and delivers online league play, which offers the ability to set up customizable leagues with up to 30 teams, complete with full stat tracking, point benefits and rewards. additionally, the my sliders feature allows users to create their perfect game settings and upload them to the mlb 07 the show server for others to try out. key features adaptive pitching intelligence delivers a revolutionary enhancement to artificial intelligence that considers strengths, weaknesses and trends.comprehensive online suite features: online leagues, real-time mlb tickers, instant messaging, my sliders and mlb.com headline news for starters.all-new road to the show career mode literally puts you on the field to play from player-based cameras and allows you to fast-forward between every at-bat and defensive play.the pitch command system challenges you to utilize the full repertoire of every pitcher in the major leagues.major league authenticity featuring actual coaches and managers, unique umpire personalities, wind affects and much more. source - www.us.playstation.com ",0,0,0,0,2,0,0,0,0,1
Tony Hawk's American Wasteland,"get ready for unlimited skating and bmx biking in the vast wasteland of skate culture - los angeles!   no levels. no load times. just never-ending action that doesn't stop until you leave the game! tony hawk's american wasteland™ gives you - for the first time ever in a hawk game - the freedom to skate, or bike, throughout a rich, expansive open environment. once you arrive in los angeles, the vast city that gave birth to skate culture, the sky's the limit as you progress through the wasteland story and choose missions that will have you immersed in the action without ever skating the same line twice!       * freedom to ride forever: no load times. no level-based gameplay. in american wasteland, you travel throughout the vast urban terrain of los angeles including hollywood, east l.a., and other landmark areas without restrictions or repetition.       * ultimate player control: more tricks and expanded controls than ever before! o new on the board tricks include the bert slides, natas spins handstands, and one-footed grinds and manuals o new off the board tricks include wall runs, wall flips, and charged jumps       * choose board or bike: for the first time, you can choose to ride bmx bikes throughout the entire game, with all-new physics, a bmx specific control system and several bmx-specific goals.             * customize like crazy: enter and explore dozens of shops in game to customize your gear and your look! check out skate shops, barbershops, tattoo parlors, and clothing stores as you accomplish goals and earn cash.       * expanded online & multiplayer: for the first time ever, xbox live in addition to the playstation®2 computer entertainment system with online capabilities! new two-player co-op play available in classic mode, in which you can complete classic thps goals alongside your friends.
 
source - www.activision.com (publisher) ",0,0,0,0,0,0,0,0,0,0
Nagano Winter Olympics 98,"the nagano winter olympic games are here! experience all of the thrills, spills and ""chills"" as you compete for glory against the rest of the world. it's time to find out what you're made of...can you bring home a medal? 12 exciting olympic events! 16 different countries! 1-4 player action. set new world records and save them to your controller pak. real-time motion captured athletes. ",0,0,0,0,0,0,0,0,0,0
FIFA 2001 Major League Soccer,"fifa 2001 major league soccer is a soccer sim game, developed and published by ea sports,  which was released in 2000. ",1,1,0,0,1,2,0,0,0,0
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!, ,0,0,0,0,0,0,0,0,0,0
Disney's Extreme Skate Adventure,"in disney's extreme skate adventure™, everyone's favorite movie characters are hopping on their skateboards and taking it to the streets.do ollies through the world of disney's the lion king, catch big air in the jungle of disney's tarzan™, and become a rail-grinding woody in walt disney pictures' presentation of pixar animation studios' toy story 2.incorporating activision's powerful tony hawk's pro skater™ 4 game engine, disney's extreme skate adventure is the only game that allows you to test your skateboarding skills in such large and imaginative worlds. with disney's extreme skate adventure, you can perform skating tricks just like the pros, but as your own unique create-a-skater kid or favorite character. you can even use non-traditional boards, like bamboo rafts and frying pans, and solve puzzles along the way.
xbox.com ",0,0,0,1,0,0,0,0,0,0
Derby Stallion DS,"plunge deeper into a deceptively beautiful world cursed by bewildering rifts in time. every shadow hides a secret, and appearances are never what they seem. atrus needs you once again. untangle the truth about riven, and help him free his beloved wife, catherine. you must search, explore, and summon every spark of intellect and intuition. only then will you learn the truth about this troubled land and its inhabitants. you must let riven become your world, before an entire world is lost.
cyan worlds ",0,0,0,0,0,0,0,0,0,0
Cabela's Dangerous Hunts 2011,"a global hunting adventure that quickly turns into a terrifying pursuit of the world's deadliest animals. in the ultimate battle of man versus nature, american marksman cole rainsford and his estranged father go on a safari to hunt for man-eating beasts in the heart of the african wilderness. ",0,0,0,0,0,0,0,0,0,0
The Biggest Loser,"

change your body, change your life! at  home, or on the go, now you can achieve your goals with the biggest  loser! featuring tips and expertise from bob harper and jillian  michaels, all the tools you need for weight loss are now at your  fingertips.

use the digital calorie counter to get nutrition information on thousands of foods from grocery stores and popular restaurants.
stay on top of your fitness program with the digital exercise manual.
get access to 50 healthy recipes in the biggest loser electronic cookbook.
use the dsi™ camera to take photos of yourself, then watch your body morph as you achieve your fitness goals.          
track your personal milestones with your accomplishments list.
test  your fitness knowledge with mini games that provide lessons on portion  control, cravings management, dieting and exercise.            

make good decisions even on the go.
http://us.thq.com/us/game/detail/5516

 ",0,0,0,0,0,0,0,0,0,0
NBA 2K3,"the dominant player takes charge
espn broadcast presentation player introductions, weekly wrap-ups, season-end awards, and more, all presented in authentic, award-winning espn style.
precision offense drive the court with fluid dribble moves, then dish off with a touch pass and take it to the hoop. new moves - such as mid-air shot adjustments and pivot moves to gain a step on the defense - give you total control.
hardnosed defense block shots, dive for loose balls, and play a physical brand of d with tight hand-to-ball contact and accurate collision impact. updated visual effects, including players glistening with sweat, bring it all to life.
street mode take any nba ballers outside the arena for some intense playground action. showcase your moves on a no-frills asphalt court, complete with animated crowds and variable weather conditions.
[back cover] ",0,0,0,0,0,0,1,0,0,0
All-Star Baseball 2005,"as the baseball season gets into full swing, immerse yourself in the game with all-star baseball 2005, which features online head-to-head play and a deeper franchise mode. realistic views from the new fieldercam and broadcastcam bring you closer to plays. find the perfect swing with analog-control batting, and then show your slugging skills either online or in the deep franchise mode. all-star baseball 2005 also features extra challenges, create-a-player, and over 80 stadiums--including current mlb parks, legendary stadiums, spring training stadiums, and fantasy parks. ",0,0,0,0,0,0,0,0,0,3
NFL Fever 2004,"
nfl fever is back and better than ever. the third installment of the exclusive microsoft game studios football title for xbox®, nfl fever 2004 redefines the console football gaming experience.
you'll be impressed with the revamped a.i. of nfl fever 2004, with significant offensive and defensive adjustments, animated nfl coaches (roaming the sidelines offering situational analysis), brand-new offensive playbook, totally reworked stadium models, and ""read and lead"" advanced passing.
from traditional single-player and multiplayer gaming to league and tournament play on xbox live®, nfl fever 2004 is taking football gaming to the next level.



revamped a.i.

defensive adjustments: just like in the nfl, winning the battle is about dominating on the defensive side of the ball. nfl fever 2004 is in championship form this year with an improved secondary, including on-the-fly defensive adjustments and adaptive defensive players, geared up to take away the deep pass. to mount a formidable offensive campaign, gamers will need serious passing skills and the ability to dominate the line of scrimmage.
getting back to the fundamentals: to win the ultimate prize, gamers must tackle and block with the best of them.nfl fever 2004 brings it hard with revised tackling and blocking systems, impressive animations, and lots of increased action.
new offensive coordinator: offensive play-calling can make the difference between a contender and a champion. nfl fever 2004 makes it easy to dial up the best offensive plays with a new and more-intuitive play-calling interface. other advancements on offense include trigger and ""read and lead"" passing, putting gamers right behind the center and allowing them to look off their receivers before going deep for six.

the ultimate football experience

xbox live: nfl fever 2004 will team up once again with xbox live to offer football fans across the world the ultimate gridiron challenge. building on its much-acclaimed online rookie season, the new version of nfl fever will provide downloadable content, roster updates, updated player ratings, tournaments, and an all-new ""cheater beater,"" destroying the hopes of less-honest opponents.
head-to-head play: the four-controller multiplayer feature lets gamers battle head to head to earn bragging rights over their buddies. in addition, one-button control and variable game speed gives nfl fever 2004 gamers total user control, letting them play their own game just the way they like it.

offseason acquisitions

new head coach: for gamers who want more strategy on a championship run, nfl fever 2004 will introduce a new coach's feature to elevate the game. there will be animated coaches on the sidelines, and gamers should be on the lookout for situational advice from them. coaches will analyze the game and provide insight that can make all the difference.
strength and conditioning: during the offseason, nfl fever 2004 fine-tuned its already tight and responsive controls to better deliver the intense action-packed pace of nfl football. with 5.1 dolby surround sound, downloadable music tracks, and the best gameplay in the business, nfl fever 2004 is the team to beat this year.
re-signing of calabro and pitts: kevin calabro and ron pitts return to nfl fever 2004 to deliver all the hard-hitting action with informative play-by-play and analysis.
even more serious graphics: nfl fever 2004 sports a totally new look, from the flashy new user interface to detailed stadiums and players. nfl fever's already impressive player models now have truly lifelike proportions, subtle shading, and real player faces.




xbox.com ",0,0,17,0,1,0,0,5,1,0
Madden NFL 2002,"nfl™ football is back, and so is madden! for the 12th year in a row, madden nfl football brings the realism of the pro gridiron right to your fingertips. with all the teams, players, and features that you've come to know and love, madden puts you right on the field with the big hitters!  play a full season with your favorite team and take them to the super bowl, or try the franchise mode and build a dynasty. you can even create teams and players so you can start from scratch! with all-new realistic player animations, madden cards, a training mode, and the two-minute drill, madden truly has it all!
gameplay:complete with all 31 nfl teams and legendary teams of years past, madden nfl 2002 delivers the unparalleled heart-felt emotion and hard-hitting action of the nfl.   taking you beyond broadcast, madden nfl 2002 lets you play in exhibition, season, playoff, two-minute drill, and tournament modes. or play in franchise mode, where you take complete control of the team in your quest for nfl glory. madden nfl 2002 brings the real nfl to your fingertips.
features:
madden series nfl football game  
choose from any of the nfl's 31 teams  
play through an entire nfl season  
drive for the super bowl  
for 1 to 2 player action only
 ",0,0,9,1,0,0,0,3,0,0
UEFA Euro 2008 Austria-Switzerland,"uefa euro 2008 captures the look and feel of the journey from qualification to the finals with rain and mud dynamics that impact playing conditions, real-time player ratings that change based on player performance, and a penalty kick mode that re-creates the elation and agony of a penalty shoot-out as if you were on the pitch. experience the thrill of scoring the goal that sends your country through to the next round and then choose how to celebrate it with all-new interactive user-controlled celebrations.
captain your country, play alongside your heroes, and inspire them to championship glory in the official videogame of uefa euro 2008.
key features

win uefa euro 2008 compete as one of 52 teams from qualification right through to a virtual reproduction of uefa euro 2008™ in austria and switzerland.
story of qualifying play the qualifying campaign and step up at key defining moments to lead your country to europe’s biggest prize. complete team and individual tasks.
ea sports football engine an evolution of the market leading ea sports football engine with enhanced goalkeeper ai, collisions, and trapping that make this the best-playing ea sports football game.
authentic stadiums compete in all 8 official stadiums of uefa euro 2008.

electronic arts uk ",0,0,0,0,0,0,0,3,3,0
Rugby World Cup 2011,"this is the official game of rugby world cup 2011 from the premier rugby game developer
 
be  right in the centre of the mud, sweat, tears and passion as you take  your team through the pool and knockout stages, right the way to the  final.
 
back your team, take on your hardest rivals and fight every inch for the right to proudly lift the webb ellis cup.
features:-
 

the biggest sporting event of the year.
opportunities to cross promote with official rwc 2011 partners.
available in hd on playstation®3 and xbox 360® for the first time.
national coverage in the us on nbc.
4 years since the last game – huge fan anticipation.

 
 
505 games
 
  ",0,0,0,0,0,0,0,0,0,0
Virtua Striker 2,"perform high-flying bicycle kicks, headers and shoot-outs while hearing the chants of the crowd in this flawless arcade translation. amazing motion-capture animation: the speed and techniques of real players accurately simulated. full stadium sound effects recreate the frenzy of pro soccer! highly sophisticated 3d graphics. improved formation selection system. unique team-specific attributes ",0,0,0,1,0,0,0,0,0,0
NBA ShootOut,"nba shootout is a basketball sim game, developed by sony interactive studios america and published by scea,  which was released in 1996. ",1,0,0,0,0,0,1,0,0,0
Jikkyou Powerful Pro Yakyuu 14,"jikkyou powerful pro yakyuu 14 is a baseball game, developed and published by konami,  which was released in japan in 2007. ",0,0,0,1,0,0,0,0,0,1
Fishing Master,"the wii remote now becomes a rod in fishing master, enabling users to become armchair fishermen in the comfort of their own home! offering hundreds of possible combinations of rods and bait and locations, players cast their line using the wii remote and then reel in their catches using the nunchuk.    there over 100 fish to try and hook ranging from the more common fish like freshwater trout to mythical oddities like the fabled sea goblin that is said to have eaten entire boats in one go! there are over 30 tournaments for players to compete in to become a true fishing master. it’s by no means just a single player game either, with a  fantastic four player head-to-head fishing derby option where players simultaneously try to outdo each other on the banks of the river to determine a fishing champ. featuring well over 30 different types of bait, 30 different fishing holes that hide the huge variety of fish and multiple rods, there are always new techniques and styles to try out to bag some of the elusive fish you need to complete the roll call of fish within the game. the fish encyclopedia will also educate players by giving information on every fish caught in the game.  source - www.konami.com (publisher) ",0,0,0,0,0,0,0,0,0,0
Madden NFL 2004,"in its 14th year, madden nfl football once again proves its status as the undisputed leader in authentic nfl football simulation. with a primary focus on in-game graphics, incredible depth, visual presentation, and tournament tested gameplay, this season madden nfl 2004 continues to demonstrate why it’s the definitive interactive sports gaming experience. new features include revolutionary playmaker control that lets gamers adjust on the fly just as nfl players do and deep owner mode options.
features:
 new-look nfl: updated team logos, team uniforms, and rosters.  
 madden cards: earn cheat codes and boost player sttributes.  
 new and improved commentary: featuring the monday night football team of john madden and al michaels for commentary and dynamic play-by-play and sideline reporter melissa stark.  
 franchise mode & two-minute drill: make your playoff run in season and franchise modes, and earn bonus points in the two-minute drill. 
 ",0,0,4,0,0,0,0,3,1,0
Jikkyou Powerful Pro Yakyuu Portable 3,"jikkyou powerful pro yakyuu portable 3 is a baseball sim game, developed and published by konami,  which was released in japan in 2008. ",1,0,0,1,0,0,0,0,0,1
Mario Golf,"swing your clubs... and become the master! experience all the excitement and tension of a real golf course on your game boy color! features 4 different golf courses, 12 practice ranges and 5 different modes to play in - one of which is a mini roleplaying game where you run your own golfing career. universal game link™ compatible (sold separately) for two player fun!
* back of box (pal) ",0,0,0,0,0,0,0,0,0,0
NBA Inside Drive 2003,"take the challenge to step onto the hardwood and take it to the rack! with thumpin' hip-hop beats, fluid gameplay, innovative commentary, and incredibly realistic arena models of all the nba franchises, nba inside drive 2003 delivers the ultimate nba console experience.
 
xbox.com ",0,0,0,0,0,0,3,0,0,0
FIFA Street,"let your skills reign supreme in the ultimate combination of arcade action blended with the culture of freestyle street football, ea sports big™ presents fifa street. by removing the rules from the simulation football experience, fifa street exposes the heart of the world's beautiful game, on-the-ball flare and individual style.   play against the worlds top professional players, showing off your skills and individual style in 4-on-4 match-ups against the backdrop of global venues that represent the culture of street football. use a combination of freestyle moves and dominate your opponents with show stopping gamebreakers. fifa street showcases dynamic player match ups where beating your opponent will require skill, technique, and the careful selection of specific moves.  break away from the stadiums & rules of the modern game, playing in ten distinctive street locations from around the world. from the favelas of brazil to the urban courts of amsterdam experience the flavour of football from around the globe.   create your own team and take on the world's best football players, gradually building your reputation and team into an unstoppable force that leads the tide of street football.
 
source - www.electronicarts.co.uk (publisher) ",0,3,0,0,0,0,0,3,1,0
My Horse & Me,"almost every girl at some point in their life, dreams of riding or owning a horse. they share a special friendship that is nurtured through riding, training and caretaking. this unique horse experience is now captured in my horse and me. my horse and me is the most complete and most realistic horse experience simulation on pc, nintendo ds™ & wii™. just like in real-life, name your very own horse and groom, train, and compete in equestrian competitions.
features:




the only horse game with the official fei license.
 the only horse game to offer official tracks and official leagues (including some bonus cinematics) in game.
 feed, groom and manage your horses stable.
 compete anywhere in the entire world and become a champion or play dozens of fun and thrilling mini-games : catch butterflies, memory game mode, and more!
 give you and your horse a custom look! pick from an array of horses and riding outfits.
 take pictures of you and your horse throughout the game and share them with your friends.




source - www.atari.com (publisher)





 ",0,0,0,0,0,0,0,0,0,0
Gold's Gym: Cardio Workout (Others sales), ,0,0,0,0,0,0,0,0,0,0
UEFA Euro 2016, ,0,0,0,0,0,0,0,0,0,0
Bass Hunter 64, ,0,0,0,0,0,0,0,0,0,0
Jikkyou Powerful Pro Yakyuu 4,"jikkyou powerful pro yakyuu 4 is a baseball game, developed by diamond head and published by konami,  which was released in japan in 1997. ",0,0,0,1,0,0,0,0,0,1
Major League Baseball 2K8,"the complete mlb® experience:
major league baseball® 2k8 returns to the diamond with the most complete mlb® experience available on every major video game console. revolutionizing your control of the 5 tools in baseball are brand new pitching, fielding and baserunning controls and completely overhauled batting interface. featuring a totally unique trading card mode, robust minor league™ system, all-new signature style™ animations for 2008, and more, major league baseball® 2k8 brings a new level of fun to the virtual baseball world.
features:

 swing stick 2.0 - unparalleled ball-to-bat contact, unlimited variety of hit types and more realistic at bats with deeper inside edge™ integration.
 more signature style™ - new and improved player walk-ups, batting stances, waggles, home run celebrations, step-ins and step-outs bring each player to life in true, 2k sports fashion. 

take 2 ",0,0,0,0,2,0,0,0,1,2
J-League Winning Eleven 2007: Club Championship,"j-league winning eleven 2007 club championship is a soccer sim game, developed and published by konami,  which was released in japan in 2007. ",1,0,0,0,0,1,0,0,0,0
