Name,Summary,campaign,war,sniper,fps,soldier,weapons,enemy,person,duty,shooter
Goldeneye 007: Reloaded,"
goldeneye 007: reloaded delivers the classic james bond adventure, goldeneye, for a new generation of 007 devotees.
reimagined and built from the ground-up on an all-new engine, goldeneye 007: reloaded marries gritty new environments and blistering-fast gameplay with the signature gameplay experience fans around the world have longed for on next-gen consoles.
refined.
recharged.
reloaded.
 

 
http://www.activision.com/atvihub/games/game.do?gameid=goldeneyereloaded&brandid=bond ",0,0,0,0,0,0,0,0,0,0
Blockstorm, ,0,0,0,0,0,0,0,0,0,0
Star Wars: Clone Wars,"star wars: the clone wars begins where star wars episode ii: attack of the clones ends. as jedi anakin skywalker, mace windu, or obi-wan kenobi, you lead the republic army in the greatest battles of the epic clone wars. your mission is to stop the separatists from reassembling an ancient sith weapon of mass annihilation. then battle for survival in a variety of multiplayer games with up to four players, with deathmatch, king-of-the-hill, and even strategic conquest games. and engage over 30 unique combat units as you wage war across six worlds in the galaxy's most unforgettable conflict.
www.us.playstation.com ",0,1,0,0,0,0,0,0,0,0
Wet,"wet is a highly-stylized third person shooter that seamlessly blends gun play, sword kills and over-the-top acrobatics to create the ultimate interactive action experience. the game allows you to shoot anywhere, anytime. you will have the freedom to shoot while running, sliding down ladders, sliding across the floor, or performing any number of acrobatic moves. featuring an ironic mix of humor and violence, unique retro film visual treatment, and original 70’s inspired music, wet is a third- person shooter experience unlike any other.when rubi malone, a gun-for-hire, agrees to fix a wealthy man’s problem by finding and bringing back his wayward son, she thinks the job is going to be cut and dry. she thought wrong. the job turns out to be more complicated than expected and the man who hired her isn't who he appears to be. on the run and looking for the man who betrayed her, rubi is leaving a massive body count in her wake.features

three types of gameplayseamlessly combines three types of gameplay: 360 degree slip-aiming mechanics, sword fighting and acrobatic abilities.
acclaimed writer duppy demitriuswritten by demitrius who is best known for his work on the action-packed tv series 24.
ultimate interactive action experienceover-the-top acrobatics with constant action that features aerial sword attacks, fantastic sword skills and high body count.
cinematographic styleunique retro film visual treatment with stylized over-the-top characters, an original 70’s inspired soundtrack and locations that span three continents.
new iconic characterrubi combines attitude, style and killer instinct!
 ",0,0,0,0,0,0,0,2,0,2
Men in Black II: Alien Escape,"equipped with an arsenal of unearthly ammo, it's up to agents jay and kay to save the earth from the scum of the universe. as part of this covert team, you'll wield stylish weapons while fighting off aliens, such as shark guy and jarra. enlist the aid of zed and clean up the planet in multiple new york city locations, including a nuclear station and the alien space hulk. both familiar and new characters from the movie appear in the game, but it's up to you to decide which ones are on your side.
us.playstation.com ",0,0,0,0,0,1,0,0,0,0
Resident Evil: The Mercenaries 3D,"for the first time resident evil: the mercenaries 3d delivers the  intense mercenaries gameplay experience on a handheld console. featuring  the mercenaries stages from resident evil 4 and resident evil 5  re-mastered for the nintendo 3ds system, it's a race against time as you  try to defeat as many of the infected enemies as possible before the  countdown reaches zero. the fast-paced, combat intensive action of resident evil: the  mercenaries 3d is available both as a solo experience, or gamers across  the world can team up and enjoy two-player co-op either wirelessly or  online and work together to take out as many infected and bio-organic  weapons (b.o.w.) as possible.  the action takes place over 30 missions  in classic areas from re4 and re5 including the village and the mines.  gamers will have the opportunity to tackle the game's missions with 8  legendary resident evil characters from past and present: chris  redfield, jill valentine, krauser, hunk, claire redfield, albert wesker,  rebecca chambers and barry burton.  you will also face off against some  of the most terrifying enemies and b.o.w.s that have ever been seen in  the resident evil series, including the executioner and popo karimu.  the mission ends if you complete the mission conditions that have been  set for that stage or once the timer has run out.  don't worry though -  you can add more time to a mission by destroying the time bonus columns  or using physical attacks to take down enemies (rather than shooting  them!).  the faster you clear the missions, and the more melee attacks  you use, the more points you will earn.  at the end of each mission you  will be awarded a rank for your performance, ranging from the lowly d to  the superb double 's' rating.  throughout the game you will be able to unlock additional costumes,  skills and weapon sets to increase the killing efficiency of your  mercenary.  the skills improve a variety of your mercenary's abilities  or their weapons - select the right combination to build up massive  scores!  as you clear missions you will also be able to unlock extra  costumes for the characters and unlock new weapon sets.  there are also  50 different medals to unlock in the game and these are rewarded for a  completing a variety of achievements in the game.  while the gameplay will be familiar to those who have previously played  mercenaries, changes have been implemented to take advantage of the  nintendo 3ds system, most notably transforming the stages and characters  to full 3d. players also have the ability to make the characters move  and shoot and switch weapons on the fly using the touch screen  functionality. resident evil: the mercenaries also includes a demo for the upcoming nintendo 3ds exclusive title resident evil: revelations.

8 different playable characters all with at least 1 change of  costume - including series favourites chris redfield from re5, hunk  & krauser from re 4 
1 or 2 players - play in co-op, both online over the internet, or offline using local wireless communications 
30 missions over 12 stages and 2 different game modes 
in depth skill and abilities unlock system that encourages and  rewards replaying. skills and abilities include health, weapons damage,  customisation etc 
2 different game modes - 'scene attack' and 'survival' 
includes a playable demo of the forthcoming nintendo 3ds title, resident evil:™ revelations.

(official site) ",0,0,0,0,0,4,0,0,0,0
Nuclear Throne, ,0,0,0,0,0,0,0,0,0,0
Star Wars Battlefront: Elite Squadron,"star wars battlefront is back and bigger than ever on the ds! releasing this fall, star wars battlefront: elite squadron is the deepest and most action-packed star wars battlefront game ever. experience battlefronts that span ground, space and capital starships, a robust original storyline and expanded gameplay features that deliver seemingly endless replayability.
game information

fight on an expanded battlefront that spans multiple layers of action — start the fight on foot, commandeer a vehicle and dogfight in space, and land your craft on and fight in capital starships — your actions in each area directly affect the outcome on others


take the lead role in an engrossing, never-before-told storyline that puts you in the middle of the action of the most memorable battles spanning the entire star wars saga and beyond
massive amounts of replay value and customization ensure that every battle you take part in is unique and different:
unique class-based gameplay on the nintendo ds let you take advantage of numerous character classes, each with their own specialized weapons and tools and even the ability to carry a lightsaber into battle
battle intense four-player skirmishes on the nintendo ds
let loose your inner jedi or sith in the special “heroes and villains” mode where you can play classic characters like luke skywalker, obi-wan kenobi, kit fisto, darth maul, count dooku, asajj ventress, boba fett, plus new characters from the star wars battlefront: renegade squadron and star wars: the force unleashed video games
battle on some of the most iconic star wars planets and locations from the feature films, all with multi-layered battlefronts, such as tatooine, endor, yavin 4 and hoth through 11 campaign levels
commandeer trademark star wars vehicles and spacecraft from the empire’s tie fighters to the rebel alliance’s x-wings, as well as at-rts, laats, imperial transports and droid fighters

from lucasarts.com ",1,0,0,0,0,1,0,0,0,0
GoldenEye: Rogue Agent,"why save the world when you can rule it? goldeneye: rogue agent™ goes where no previous james bond™ game has dared to tread, giving you the chance to cross over to the dark side of the bond universe to experience life as a ruthless and unpredictable villain.  the focus of this first-person shooter shifts from that of 007™ himself to the corrupt underworld and its criminal masterminds. as an aspiring 00 agent dismissed from mi6 for reckless brutality, you’re recruited by auric goldfinger in a ruthless war against dr. no for control of the bond underworld. a brutal encounter with dr. no costs you an eye, but goldfinger’s technicians replace it with a gold-hued, synthetic and upgradeable eye, earning you the name ‘goldeneye’.  wreak havoc as you make your unrelenting rise through the ranks of villainy. encounter such legendary allies and enemies as oddjob, dr. no, goldfinger, scaramanga, xenia onatopp, and pussy galore on globe-spanning missions of vengeance and demolition.
 
source - www.electronicarts.co.uk (publisher) ",0,1,0,0,0,0,0,0,0,1
Star Wars Battlefront (2015),"immerse yourself in your star wars™ battle fantasies.
feeling the ominous thud of an at-at stomping down on the frozen  tundra of hoth. rebel forces firing blasters as imperial speeder bikes  zip through the lush forests of endor. intense dogfights between  squadrons of x-wings and tie fighters filling the skies. immerse  yourself in the epic star wars battles you’ve always dreamed of and create new heroic moments of your own in star wars battlefront.
fight for the rebellion or empire in a wide variety of multiplayer  matches for up to 40 players, or in exciting challenges inspired by the  films available solo, split-screen or through online co-op. star wars battlefront combines this epic action on a galactic scale with stunning  visual recreations of some of the most iconic planets, weapons,  characters, and vehicles in the star wars universe and the original  sound effects from the films, to give star wars fans the ultimate, authentic and immersive interactive experience they’ve been looking for.
source: dice.se ",0,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus, ,0,0,0,0,0,0,0,0,0,0
Kane & Lynch 2: Dog Days,"after a simple job goes wrong, kane and lynch find themselves wanted by the entire shanghai underworld.  lynch is living the good life as a henchman in shanghai, where he has settled down with his girlfriend. he's involved in a big arms deal but needs help to make it happen. kane is a wanderer, an ex-mercenary with family problems who needs to get away.  despite their differences, lynch calls him for help. once together, they set-off a chain of events over two days, as the deal falls apart and kane and lynch face the consequences the hard way.

kane & lynch 2: dog days is a raw and brutal crime shooter designed to take players on an even more intense story experience, following two of gaming's most disturbed criminals, through the gritty shanghai underworld. introducing a new visual experience, kane & lynch 2: dog days is inspired by documentary filmmakers and the user-generated era. every aspect of the game has been designed to deliver a fresh perspective to the words 'intensity' and 'realism' in videogames. ",0,0,0,0,0,0,0,0,0,1
Medal of Honor,"operating directly under the national command authority, a relatively unknown entity of handpicked warriors are called on when the mission must not fail. they are the tier 1 operators.

over 2 million soldiers, sailors, airmen and marines wear the uniform. of those, approximately 50 thousand fall under the direct control of the special operations command. the tier 1 operator functions on a plane of existence above and beyond even the most highly trained special operations forces. their exact numbers, while classified, hover in the low hundreds. they are living, breathing, precision instruments of war. they are experts in the application of violence. the new medal of honor is inspired by and has been developed with tier 1 operators from this elite community. players will step into the boots of these warriors and apply their unique skill sets to a new enemy in the most unforgiving and hostile battlefield conditions of present day afghanistan. 

there is a new enemy. there is a new war. there is a new warrior. he is tier 1. ",0,0,0,0,0,0,1,0,0,0
Sniper Elite: Nazi Zombie Army 2, ,0,0,0,0,0,0,0,0,0,0
Sniper: Art of Victory, ,0,0,0,0,0,0,0,0,0,0
Millipede,"creepy, crawly bugs - jumping spiders, buzzing bees, bouncing beetles, mosquitoes, dragonflies, inchworms and earwigs - have invaded your little garden patch. and you've got to blast fast to get rid of them! but watch out! the millipedes - cousins to the famed centipede - are the most insidious insects of all! and if you're not careful, you might be caught in a swarm of bees, mosquitoes, or dragonflies. fast action graphics and real bug sounds make this game just like the arcade smash hit! ",0,0,0,0,0,0,0,0,0,0
Farpoint,"
set off on a perilous journey into a hostile alien environment in farpoint, exclusive to ps vr.
having found yourself stranded on an uncharted extra-terrestrial  world with only standard issue equipment to keep you alive, you’ll need  to set off in search of a crashed space station – the pilgrim ­– and its survivors to find a way back home.
master an arsenal of primary and secondary weapons as you freely  explore your surroundings, uncovering secrets of the strange anomaly  which marooned you. 
farpoint is built from the ground-up for playstation vr and using the playstation vr aim you’ll be able to directly interact with the digital world.
source: publisher
 ",0,0,0,0,0,1,0,0,0,0
Battleborn, ,0,0,0,0,0,0,0,0,0,0
Dark Sector,"dark sector thrusts players into the role of hayden tenno, a covert operative sent on a dangerous mission into lasria – an eastern european city on the brink of ruin that hides a deadly cold war secret.  in the midst of this mission, hayden is attacked by an unknown enemy and infected by the technocyte virus - a brutal bio-weapon that twists it’s victims into mindless killing machines.  surviving this attack, hayden finds that the technocyte virus has granted him powerful, inhuman abilities unlike anything he has ever seen.  now, he must evolve with his powers, survive and become a hero.  `
~darksector.com ",0,1,0,0,0,0,1,0,0,0
Far Cry 2,"more than just a visual and technological achievement, far cry 2 will make you take part in a brand new gaming experience. discover one of the most beautiful but also most hostile environments in the world, africa!you are a gun for hire, trapped in a war-torn african state, stricken with malaria and forced to make deals with corrupt warlords on both sides of the conflict in order to make this country your home. you must identify and exploit your enemies’ weaknesses, neutralizing their superior numbers and firepower with surprise, subversion, cunning and of course brute force.
source: ubisoft store. ",0,0,0,0,0,0,0,0,0,0
Tom Clancy's The Division,"we live in a complex world. the more advanced it gets, the more vulnerable it becomes. we’ve created a house of cards. remove just one and everything falls apart.
black friday, a devastating pandemic sweeps through new york city and, one by one, basic services fail. in only days, without food or water, society collapses into chaos. the division, an autonomous unit of tactical agents, is activated. leading seemingly ordinary lives among us, the agents are trained to operate independently in order to save society.
when society falls, your mission begins.

source: ubisoft store.
 ",0,0,0,0,0,0,0,0,0,0
Wolfenstein: The Old Blood, ,0,0,0,0,0,0,0,0,0,0
BioShock: The Collection, ,0,0,0,0,0,0,0,0,0,0
Alien Trilogy,"alien trilogy is based on the famous movie trilogy, charting the battle between heroine ellen ripley and a vicious race of extra-terrestrials. a first-person shooter, the game puts you into a hostile environment where you will do battle with one of cinema's greatest foes. following events in the movies, the game features locations all alien fans will recognise.
your task involves saving a beleagured colony from alien infestation, and doing battle with the vicious alien queen. to do this, you need to first battle past the alien army, featuring warriors, drones and facehuggers all trying to rip you into shreds.
alien trilogy provides you with iconic weapons from the series, such as the legendary flamethrower, pulse rifles and much more. you must solve puzzles to get from room to room, fending off the angry alien horde at the same time.
alien trilogy is a chilling experience, designed to shock players into submission, and it definitely succeeds.
 
(submitted by colonelstubbs) ",0,0,0,0,0,1,0,0,0,0
Dark Sector,"dark sector thrusts players into the role of hayden tenno, a covert operative sent on a dangerous mission into lasria – an eastern european city on the brink of ruin that hides a deadly cold war secret.  in the midst of this mission, hayden is attacked by an unknown enemy and infected by the technocyte virus - a brutal bio-weapon that twists it’s victims into mindless killing machines.  surviving this attack, hayden finds that the technocyte virus has granted him powerful, inhuman abilities unlike anything he has ever seen.  now, he must evolve with his powers, survive and become a hero.
created by acclaimed developer digital extremes, dark sector is a new and original 3rd-person action-shooter designed exclusively for next-generation gaming.  a dark, gritty experience packed with fast action, incredible superpowers and an engaging story; dark sector represents the next evolution of action.
• all new, all original action-shooter – dark sector introduces an exciting new world and characters to gamers.  throughout the course of the game, players will witness hayden’s transformation into something more than he was as he fights against the technocyte virus taking over his body and the effects it has on his psyche.
• evolution powers – after infection by the technocyte, hayden gains incredible superhuman powers – including the deadly, bladed glaive that he can grow from his arm and use and throw with deadly accuracy.  hayden will grow with these powers as they evolve and become more powerful throughout the game
• cinematic and immersive experience – through the use of no hud, intuitive controls and a 3rd-person over the shoulder viewpoint; everything about dark sector is designed with the goal of keeping the player immersed in the game at all times, focused on gameplay and not gameplay management
• innovative multiplayer component – dark sector features an innovative and exciting multiplayer gameplay that will allow players to utilize the skills they have learned in the single-player game to excel in a competitive environment
 
-from dark sector website ",0,1,0,0,0,0,1,0,0,0
F.E.A.R. 2: Project Origin,"the sequel to f.e.a.r. continues the original game's spine-tingling supernatural suspense story of an escalating paranormal crisis that threatens to destroy a major american city. at the center of the calamity is the mysterious alma, whose rage against those who wronged her triggered a chain of events that have spiraled completely out of control. now that she has free reign, the consequences will be unimaginable.
[warner bros.] ",0,0,0,0,0,0,0,0,0,0
Unreal Tournament III,"
unreal tournament® 3 marks the return of the world's premiere first-person shooter to xbox 360®. the full power of the unreal engine 3 is unleashed, taking graphics, gameplay, and challenge to a whole new level. players engage in intense battles with other human players online, or against unreal artificial intelligence that sets the industry standard. with the most powerful futuristic weapons and vehicles available, this is fps action at its best!




next-gen gaming: unparalleled graphical and physical realism from the award-winning unreal engine 3 technology delivers the most compelling first-person shooter experience to date, online and offline.
vast arsenal of weapons: detonate your opponent from a distance with the ever-popular shock rifle or blast away at close range with the flak cannon. over two dozen upgraded and enhanced weapons and vehicles are provided.
new single player campaign: the necris invasion has begun, and your clan was one of the first to be slaughtered. head to the front lines and join this epic battle to defend humanity while taking your revenge.
new and favorite characters: fight side-by-side with or compete against new and returning characters from the unreal universe, all with enhanced abilities and distinct personalities.
online innovations: all the award-winning online features of previous unreal tournament games are included, along with seamless loading of servers, improved matchmaking, cooperative online campaign play, an all-new warfare mode, and more. 
exclusive xbox 360 features: new characters, a two-player split-screen mode, and five additional maps are provided for the xbox 360 experience.

xbox.com

  ",1,0,0,1,0,2,0,0,0,2
Shadowrun (2007),"
in shadowrun™, vie for supremacy in an intense first-person shooter (fps) experience that rewards cleverness, cunning, and split-second improvisation through a unique combination of modern weapons, ancient magic and advanced technology. fasa studio, the creative minds behind mechwarrior® and crimson skies®, and john howard, lead designer on halo®, are back with shadowrun, the new multiplayer fps based on the much-beloved role-playing game (rpg) franchise.
join the conflict with up to 16 players battling together across xbox 360™ and windows vista™ through the xbox live® and games for windows® — live gaming and entertainment network.




rich legacy brought to life: after a 5,000-year absence, magic has returned to the world of 2021, and global corporations battle a relentless ancient order to harness this reawakened power. be a part of the rna, a global megacorporation, and bring order (and profit) to a world of chaos. or join the lineage to keep magic wild and free at all costs. choose a side and wage war for the future of magic in the new world of shadowrun.
changing magic and tech: dive into a universe where ancient magic co-exists with deadly weaponry and experience a revolution in fps gaming. upgrade your character by purchasing advanced technology and magic for each round in an extraordinary arms race to improve your abilities and open new tactics for your team. magic and tech offers capabilities like enhanced vision (use your cybernetic eye to spot your enemy through walls), teleport (teleport through obstacles and behind your opponents in the blink of an eye), and resurrect  (bring fallen comrades back into battle and link their life-essence to yours).
intense cross-platform multiplayer action: for the first time, xbox 360 and windows vista gamers can compete as a team or as foes. shadowrun tears down the walls between friends and gamer communities on the console and pc by allowing up to 16 gamers to play together, regardless of platform. not only does shadowrun bring these communities together, it allows gamers to answer the eternal question, ""which is the more efficient fps control scheme—controller, or mouse and keyboard?"" shadowrun also brings together the features you love on xbox live, such as gamertags, achievement points, friends lists, and integrated voice, onto the pc through games for windows — live.
unique strengths and weaknesses: humans are joined by elves, dwarves, and trolls in a battle for supremacy among soaring corporate towers, warren-filled slums, and an ancient ziggurat of power. strike a balance on your team with races possessing unique abilities that complement your weapons and tactics. battle in 3-d spaces that allow cunning uses of spells and techs such as glide, teleport, gust, and enhanced vision.
ultimate online (and offline) battlefield: fight against or alongside a.i. teammates or join up with friends against all comers via system link and xbox live. fill out your team with intelligent a.i. characters that respond to your tactical commands and provide an unparalleled team experience. train offline with the robust a.i., or play through a host of training sessions as you master the magic and technology of shadowrun.



 
xbox.com ",0,1,0,3,0,1,1,0,0,1
Dead Space Extraction,"built from the ground up and developed exclusively for the wii, dead space extraction is a prequel that reveals the events leading up to isaac clarke’s mission on the usg ishimura in the original dead space game released in 2008. dead space extraction will marry the innovative motion controls of the wii remote with a frenetic first person perspective to create a new action-packed horror experience.
dead space extraction tells the story of a handful of space colonists desperately struggling to escape from a horrific infection on the aegis vii mining colony deep in the furthest regions of space. the game introduces a new heroine to the fiction and as the crew fall victim to a mysterious contagion aboard the ship, it becomes clear that protecting her may be their only hope for survival. dead space extraction introduces all new characters, weapons, enemies, puzzles and co-operative multiplayer gameplay. ",0,0,0,0,0,0,0,1,0,0
Doom 64,"you killed the demons once, they were all dead. or so you thought... a single demon entity escaped detection. systematically it altered decaying, dead carnage back into grotesque living tissue. the demons have returned - stronger and more vicious than ever before. you mission is clear, there are no options: kill or be killed! ",0,0,0,0,0,0,0,0,0,0
Payday 2, ,0,0,0,0,0,0,0,0,0,0
Running with Rifles, ,0,0,0,0,0,0,0,0,0,0
Iridion 3D,"iridion is a fast paced 3d-action game. it pushes the game boy advance graphics hardware to its limits.
your mission:
back from outer space you realize that something´s terribly wrong with the blue planet. like being mesmerized your mind accepts that your home was took over by the evil iridion empire, the longtime threat of mankind.
for the last time you check-up the instruments of your shn fighter and prepare yourself for the last, final and only chance for a planet called earth.
your journey:
experience many exciting different locations, ranging from planet earth to the alien homeplanet iridion prime. during your mission you encounter vicious mega-robots and bio-mechanic worms.
some specs:

seven huge levels. each in its own graphic style
5 extra-weapons which will assist you in your fight against the mighty iridion forces.
thrilling soundtrack utilizing the gax sound engine
six enormous boss enemies in special 360° view
smooth and realistic 3d-environment and -animations running in 60 frames per second
password system 

- from shin'en ",0,0,0,0,0,0,0,0,0,0
Syphon Filter: Logan's Shadow,"desperate. alone. betrayed. gabe logan stands alone. they've disbanded his team. his partner is missing and accused of treason. how far will he go to find the truth? syphon filter®: logan's shadow will keep you wondering who to trust, featuring an engaging storyline, all-new combat actions and underwater missions. as the dramatic sequel to the ign 2006 psp game of the year, syphon filter: logan's shadow promises to be even better delivering new and enhanced features, including: new submerged missions: experience underwater exploration and combat with full 360 degree navigation.strike with precision: target enemy body parts utilizing an arsenal of more than 55 high-tech weapons and advanced vision technology.new combat moves: use “blind fire” to send enemies scurrying for shelter or grab hold and use them as a “human shield” to preserve health.enhanced hand-to-hand melee attacks: dispatch enemies in a variety of ways, including deadly knife attacks.hollywood-style production: featuring a gripping storyline by acclaimed author greg rucka (queen & country series) and an all-new soundtrack by international recording artist azam ali (300).visually stunning environments: high-resolution textures, detailed animation, combines with the havoc engine to deliver console-caliber graphics on the psp® system.robust online experience: 4-on-4 multiplayer battles across 8 maps and 5 game modes, plus enhanced community features including player profiles, buddy lists, leaderboards and ranked cell matches.source - www.us.playstation.com ",0,0,0,0,0,1,1,0,0,0
Brothers In Arms: D-Day,"2 men, 1 story
on the night before d-day, the 101st airborne parachuted behind enemy lines in normandy. the hopes of the free world rested upon their shoulders. as either sgt. matt baker or cpl. joe hartsock, lead your screaming eagles into the largest airborne invasion the world has ever known. brothers in arms: d-day gathers the best of brothers in arms: road to hill 30 and brothers in arms: earned in blood.

fight your way through every legendary battle of the normandy campaign, from carentan to st. sauveur.
startlingly realistic enemy ai, destructible cover, and an intuitive, customized psp (playstation portable) system control system put you right in the thick of the battle.
battle with your friends in 12 different skirmish maps, using a unique shared command system for more realistic play.

--ubisoft ",0,0,0,0,0,0,2,0,0,0
Red Faction: Armageddon,"half a century after the red faction resistance and  their marauder allies freed mars from the brutal earth defense force,  harmony on mars is again threatened but this time by a lethal force  shrouded in mystery.
when the massive terraformer  that supplies mars with its earth-like air and weather is destroyed,  the atmosphere turns to chaos, super-tornados and lightning storms  engulf the planet. to survive, the colonists flee to the underground  mines and build a network of habitable caves.
five years later, darius mason, grandson of martian revolution heroes alec mason and samanya,  runs a lucrative business from bastion, underground hub of colonist  activity. mining, scavenging, mercenary work--if the job is dangerous,  darius is your man. few sane people now venture to the ravaged surface,  aside from contractors like darius and the smugglers who run goods  between the settlements.
when darius is tricked  into reopening a mysterious shaft in an old marauder temple, he releases  a long-dormant evil and unleashes armageddon on mars. as colonist and  marauder settlements are torn asunder, only darius and the red faction  can save mankind. the battle will take them across the storm-blasted  planet--and below it, to the very heart of the unspeakable threat.
(official site) ",0,0,0,0,0,0,0,0,0,0
Battlefield: Hardline,"
inspired by modern tv drama, battlefield hardline™ is a playable cop show with twists and turns that'll keep you wondering what'll go down in the next chapter.
seven game modes
heist, blood money, rescue, crosshair, hotwire, conquest, team deathmatch. they're all unique, awesome, and waiting for you. rescue and crosshair are two modes ideal for competitive gameplay. whether you're freeing hostages or protecting/attacking a vip, you need to pack some serious skills for these ones.
the signature epic scope of the battlefield franchise returns in battlefield hardline, letting you throw yourself into 64-player action where cops and criminals clash on pc, ps4 and xbox one. join the boys in blue and take down perps using speedy cop cars and hi-tech gadgets, or raid vaults, steal cars, and pull off the perfect heist.
four unique classes
there's a favorite class for everyone. find out if yours is the professional, enforcer, mechanic, or operator. or all four.
the fastest battlefield ever
spawn quickly, zip line to a waiting car, and floor it to your next objective. when it comes to vehicles, gameplay, and map design, the philosophy behind battlefield hardline has been to create the most thrilling, action-packed battlefield ever.
one second you'll be wreaking havoc in downtown la - in the other fighting alongside swamps and gators in the everglades.
source: battlefield.com
 ",0,0,0,0,0,0,0,0,0,0
Brothers In Arms: Road to Hill 30,"based on a true story... set during the famous airdrop before the invasion at normandy, where sgt. matt baker and his squad of 101st airborne paratroopers are scattered over the french countryside.

as the story unfolds, you must choose between the success of your mission and the lives of your men - your brothers in arms.

brothers in arms will immerse players in the historic eight-day invasion of normandy - with unparalleled imagery, authenticity, sound, and gameplay. ",0,0,0,0,0,0,0,0,0,0
Wolfenstein: The New Order,"wolfenstein: the new order reignites the series that created the first-person shooter genre. the year is 1960 and the nazis have won world war ii. war hero b.j. blazkowicz must launch an impossible counter-offensive against the monstrous nazi regime that has conquered the globe. intense, cinematic and rendered in stunning detail with id software's id tech 5 engine, wolfenstein sends players across europe on a mission to bring down the nazi war machine. infiltrate their most heavily guarded facilities, battle high-tech nazi legions, and take control of super-weapons that have conquered the earth – and beyond.
bethesda ",0,3,0,0,0,0,0,0,0,1
Aliens: Colonial Marines, ,0,0,0,0,0,0,0,0,0,0
Delta Force: Black Hawk Down, ,0,0,0,0,0,0,0,0,0,0
Space Invaders,"a blast from the past with a fresh new way to play!
the unrelenting alien invasion now returns in its original format. old-timers will delight in finding their favorite screen-type to play once more. novices can quickly get the hang of it and show them ""how-it's-done."" intense competitors will delight in the new vs. mode that offers a fast, fierce, furious contest of itchy-trigger-finger satisfying action.

an arcade-perfect version of the original coin-operated classic
play your favorite of the four different screen-types
try the original mode in one or two-player arcade fashion
features the fabulous new vs. two-player head-to-head mode

 
source: game box ",0,0,0,0,0,0,0,0,0,0
Missile Command,"red alert! the enemy is attacking the six cities with wave after wave of  ipbm's, nuclear bombers, ""killer"" satellites, and smart bombs. launch  your antiballistic missiles, commander, and knock out the enemy's  warheads before they knock out your cities. but watch out! your missiles  are limited. if you run out of abms before an attack wave ends, it  could be the end!
*back cover* ",0,0,0,0,0,0,1,0,0,0
The Chronicles of Riddick: Escape From Butcher Bay,"set before the events of both universal pictures' ""the chronicles of riddick,"" starring vin diesel, and the 2000 cult classic ""pitch black,"" which first introduced diesel as enigmatic anti-hero riddick, the game tells the story of riddick's dramatic escape from the previously inescapable triple max security slam butcher bay, home to the most violent prisoners in the galaxy. the chronicles riddick: escape from butcher bay will blend action and stealth elements, as players navigate riddick through the harsh environments of the slam - dank tunnels, dimly lit corridors, and other hazardous areas filled with guards, savage inmates and deadly creatures that prowl the darkness.
[vivendi universal] ",0,0,0,0,0,0,0,0,0,0
Area 51,"area 51 is the only action-packed 1st person shooter set in the u.s. governments most secret and secure military facility. the u.s. army has received a distress signal from area 51 where a viral outbreak has just shut down the research facility and the automated quarantine procedures have locked all scientific and military personnel inside.
a small special forces unit led specialist ethan cole of hazmat (hazardous materials) division is sent to investigate. as cole, players will delve into five massive levels within the confines of area 51, discover a mutagenic side effect of the virus that controls the minds of those infected, as well as an ancient alien colony buried beneath the facility. with a multitude of human and alien weapons, players must explore chilling conspiracies such as the extraterrestrial crash at roswell and the faked lunar landing, in order to solve the enigmas of area 51 before the viral mutagen is released and irrevocably mutates all life on earth.
 
source - www.midway.com (publisher)  ",0,0,0,0,0,0,0,1,0,1
Enemy Territory: Quake Wars,"features:• two playable armies, each delivering a totally unique gameplay experience, with distinctive technology, abilities, weapons, vehicles, and structures. • combat focused on key capture, construct and destroy objectives, but open-ended to allow limitless strategy and improvised missions and tactics. • complete individual assignments and objectives to gain experience and rank during a single mission or an overarching campaign of three linked missions. • an array of land, sea, and air vehicles, with multiple combat positions including driver, gunner, passenger and even commander. • unlimited strategic options with deployable radar, fire support and defense turrets. • cutting edge megatexture™ technology, where stunning visuals, realistic physics, and optimized networking combine to deliver an unparalleled online gaming experience.
 
source - www.activision.com (publisher) ",1,0,0,0,0,0,0,0,0,0
Star Wars Jedi Knight: Jedi Academy,"
the highly acclaimed jedi knight series returns in star wars® jedi knight®: jedi academy™ as you follow the path of a new student at luke skywalker’s jedi academy.
construct your own lightsaber, customize your character, and follow an ancient tradition as you hone your jedi skills in single or multiplayer modes and learn the powers—and dangers—of the force.




customize your character: define your look and gender before entering the academy to learn the power—and dangers—of the force.
construct your own lightsaber from handle to blade: as you progress, discover the power of wielding two lightsabers or the ultimate double-bladed lightsaber made famous by darth maul.
discover all-new content: play with new vehicles, weapons, force powers, and star wars locations.
choose your own missions and adventures: utilize the unique level selection system.
battle in multiplayer mode: six multiplayer modes, including team-based siege mode and two-on-one power duel. fight in 23 multiplayer arenas in head-to-head split-screen mode or via xbox live®!



 
xbox.com ",0,0,0,0,0,0,0,0,0,0
Phoenix,"as commander of the desert crawler, phoenix, your mission is bizarre yet vital. flocks of fierce, mutating birds protect a giant spacecraft that is slowly draining your planet's resources. shoot through the birds to reach the spaceship and stop the parasite within. ",0,0,0,0,0,0,0,0,0,0
