Name,Summary,casino,singstar,sing,poker,party,guitar,trivia,rock,music,songs
The Price Is Right 2010 Edition,"experience all of the classic moments from the show with up 4 people. you will hear your name called as you’re announced to “come on down!” to contestant’s row. play all of the favorite pricing games, including plinko, cliff hangers and now golden road and safe crackers. spin the wheel for the chance to win the big prizes in the showcase showdown!
ubisoft ",0,0,0,0,0,0,0,0,0,0
Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution, ,0,0,0,0,0,0,0,0,0,0
Pokemon: For Ho-Oh the Bells Toll!: Game Boy Advance Video, ,0,0,0,0,0,0,0,0,0,0
The X-Factor,"the x-factor is a rhythm / music game, developed and published by deep silver,  which was released in europe in 2010. ",0,0,0,0,0,0,0,0,1,0
Smart Boy's Gameroom,"smart boy's gameroomlets play!  filled with fun, exciting wholesome games for boys.   children will have fun with this title for hours on end! this title is a great entry point for young children who want to get into the world of casual videogames. by keeping the titles fun and simple, while providing a challenging and rewarding experience, children will be able to gain a wholesome experience. its like carrying around a closet full of family fun games that you can take with you anywhere!smart boy's gameroom key features: 


fun for boys– an assortment of mini-games specifically made for boys. 
wholesome mini-games – with over 12 mini-games that bring out your childs talents, this title will keep your little ones preoccupied for hours. 
great entry point – aimed at parents who are conscious of the plethora of inappropriate content for children, this title aims to give child and parent a great alternative into the world of casual videogames.  
nintendo ds functions – using the functions of the ds, your child can interact with the games, bringing them into the world of learning and fun. 


publisher website ",0,0,0,0,0,0,0,0,0,0
Twister Mania," 
3 modes, up to 8 players, 16 ways to play, thousands of shapes!
in november 2011, a brand new way to play twister is coming to kinect for xbox 360! introducing... twistertmmania! this interactive digital twister®experience allows up to eight players to twist into the action with 16 fun, unique ways to play in a twister- inspired environment filled with iconic, colorful flair.
this outrageous fast-paced party game offers over-the-top hilarity - so don't hold back as you get your body moving and twisting to fit through cutouts, bend into thousands of forms, mirror your friend's image, and even clear stacked shapes lightning fast!  play solo to earn the fastest time or team up in co-op for laugh-out-loud tangled-up fun with your family and friends. twist into wild and crazy fun with twistertmmania!


use 	your body as the game piece in this unique kinect exclusive title 	that challenges you to twist yourself in thousands of different 	ways...even the menus react to your body!


kick 	start the party by choosing from 3 main game modes:


party 		play: 		twirl the virtual spinner and advance around the twister®mat 		with up to four teams of two in party 		play, 		a metagame that combines all game challenges.


play 		it all: 		try your hand at every game challenge from start to finish in this 		campaign mode for the overachievers.


quick 		play: 		jump right in and directly select any of the 16 ways to play and 		difficulty level for a quick challenge.




twist, 	contort, duck and bend through four high-energy game challenges that 	each feature a range of four variations (total of 16 ways to play) 	to keep the action unique and challenging:


shape 		frenzy: 		mimic the shape (there are over 1800!) that appears on screen and 		earn points based on how well you fill its silhouette.


twist 		& fit: 		avoid the wall and fit your silhouette through cutouts coming at 		you on a moving wall. score points by passing through a wall 		without touching a thing; the more wall you hit the lower your 		score.


break 		it down: 		work your way through a stack of colored blocks by assuming their 		form. when a shape is removed, the wall above will begin to 		crumble.


spot 		on: 		challenge up to three players (or four teams of two) in a game of 		contortion h-o-r-s-e. create a shape and see if your friends can 		match it.




team 	up with another player for cooperative play or go head-to-head in 	any game mode. twistertmmania supports up to eight 	players in turn based pairs.


relive 	hilarious, body-comedy moments with family and friends via photos 	after every play session.


 
majesco entertainment ",0,0,0,0,4,0,0,0,0,0
High Rollers Casino,"experience the thrill and excitement of a las vegas casino like you've never seen before. an entire casino in full 3-d, complete with everything you'd expect to find: blackjack, poker, slots, craps, and much, much more! experience the life of a high roller in high rollers casino!
 
xbox.com ",2,0,0,0,0,0,0,0,0,0
Monopoly Party, ,0,0,0,0,0,0,0,0,0,0
Deepak Chopra's Leela,"

body.mind.spirit.play.
deepak chopra's  leela™ is a groundbreaking interactive experience that combines ancient  relaxation and meditation techniques with technology to bring focus,  energy and balance to your life.
key features:
full-body relaxation.  deepak chopra's leela™ allows players to utilize full body gestures to relax the entire body.
chakra-based meditation.  through seven movements, users can focus on specific areas of the body to relax and develop a “flow state.”
stillness in motion.   in the “stillness meditation” tradition, thedeepak chopra's leela™   measures players’ breathing and provides gentle feedback and  encouragement.
create. customize. connect.  to help guide their meditation, players can create and customize  personal “mandalas” – artwork that expresses a person’s unique essence –  and share it with friends online.
wellness made personal.  deepak chopra's leela™ utilizes the player’s own abilities to cultivate a healthier, harmonious and more balanced life.


 
thq ",0,0,0,0,0,0,0,0,0,0
Left Brain Right Brain 2,"are you a “righty” or a “lefty”? what if you could be both?  in left brain right brain 2, you can hone your mental skills to become truly ambidextrous. while training your hands with all new speed based ds mini-games you’ll also be training the left and right hemispheres of your brain. it’s like two games in one!
* use the touch screen in 20 all new games to the series based on speed, accuracy, association, recognition, memory and strategy. games include: air mail, balloon attack, block buster, coin race, color match, cosmic seesaw, dark dungeon, excavation, fire trap, hang glider, hungry frog, pachinko, pillow fight, rolling stone, slots, snowman toss, space escape, super ball, traffic jam and ufo attack.
* book-style play challenges you to flip the ds over and around to develop your hand-eye coordination with both left and right hands
* all new graphics improve the presentation
* train your brain and non-dominant hand in exercises and ambidexterity check.
* ambidexterity check allows you to play 3 games at random with your good hand and weak hand. afterwards, compare your results from each hand to see how ambidextrous you are!
* all-new exercises mode lets you play any game you want with both hands. then, check on the frequency of exercises and how much the brain was stimulated or activated from the exercise.
* challenge a friend in single card download play.
* monitor personal progress and assess improvement with development percentages for each hand that appear after play

nintendo ",0,0,0,0,0,0,0,0,0,0
DJ Max Fever,the beat jamming sensation that started the music game craze comes to the psp system in its most complete form ever. enter the world of dj max and fulfill your dreams as the ultimate mix master. perfect the deejay scratch as the beat drops to the sync in over 50 songs. master the beat and conquer the rapid speeds of the demanding extreme challenges. experience the hit craze that has inspired the music game genre. ,0,0,0,0,0,0,0,0,2,0
Mega Man X Collection,"the ultimate collection of mega man® x adventures!  join mega man x and zero as they relive all six of their first mega man® x adventures! available for the first time in one incredible compilation, this disk also features the us debut of mega man battle & chase, the only mega man racing game ever created! seven great games in one package!

classic side-scrolling mega man action!
experience action-packed mega man® x through mega man® x6 in one incredible collection!
exclusive feature: mega man® battle & chase racing game, never before released in the us!
original and sketch art, remixed soundtracks, plus much more!

source: capcom.com ",0,0,0,0,0,0,0,0,0,0
SingStar Vol. 3, ,0,0,0,0,0,0,0,0,0,0
Karaoke Revolution,"the newest title in the groundbreaking music series distinguishes itself in the market as it is the only karaoke game that will be available on all next gen platforms. additionally, the game will let karaoke fans sing and compete against friends with expanded multiplayer modes, 50 all-new hit songs from master recordings, as well as 16 original customizable venues and newly enhanced customizable characters including facial and body morphing.transforming video game consoles into a high-end interactive karaoke machine, karaoke revolution's expanded multiplayer modes allows players to throw karaoke parties with their friends where they can perform as teams or choose to play in the single player career mode. if you just want to hear your favorite songs in succession, create a playlist and whenever you're ready to perform, pick up the microphone and jump in at anytime! players can join together on a wide variety of contemporary hits and classic favorites from licensed master recordings.also new to this year's version is the custom venue and custom character creators which allow singers to design and personalize their venues and characters in ways that will be guaranteed to catch the attention of the crowd. karaoke revolution also offers singers to almost create a virtual representation of themselves with the abundance of character customization.like all versions from this acclaimed franchise, karaoke revolution features a proprietary voice recognition technology which accurately recognizes and scores vocal pitch and rhythm. real-time feedback is offered by the dynamic crowds that fill each virtual venue. the game comes packaged with a microphone for players to be ready to perform. ",0,0,1,0,0,0,0,0,1,2
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi","


hisshou pachinko*pachi-slot kouryaku series vol. 12: cr shinseiki evangelion - shito, futatabi is a pachinko simulator, developed by bitsy and published by d3 publisher, which was released in 2008.


 ",0,0,0,0,0,0,0,0,0,0
Reader Rabbit Kindergarten,"while soaring through the sky in their fabulous dreamship, reader rabbit and sam the lion have suddenly had their ship wrapped up by something strange as they float above balloon town. a friendly turtle known as the bubble wrapper explains that the dreamship is being brought to the pointy palace, where ll objects with points or sharp edges are stored there to protect the balloons. reader rabbit and sam the lion head towards the pointy palace to reclaim their dreamship, but first they must wake up the sleeping bull that blocks the pointy palace path. join reader rabbit and sam the lion as they bounce around balloon town in search of musical instruments that they can use to wake up the bull. as you explore the sights and sounds of balloon town, help reader rabbit and sam the lion solve puzzles to collect these musical instruments. 

reader rabbit kindergarten has been designed to interest children and encourage learning of basic kindergarten skills such as mathematics, phonics, reading, and listening in multiple contexts. this reader rabbit series is comprised of grade-based and subject-based titles aimed at children from infancy through second grade. reader rabbit is the main protagonist and goes on various adventures usually involving educational mini-games. ",0,0,0,0,0,0,0,0,0,0
Disney Sing It: Party Hits,"a party-packed entry in disney's video-based karaoke videogame franchise, disney sing it party hits features songs and music videos from fan favorites including demi lovato, selena gomez, justin bieber, black eyed peas, jordin sparks, nick jonas & the administration, paramore, kelly clarkson and more. players will have a blast as they belt out their favorite tunes with friends in numerous multiplayer modes. ",0,0,1,0,1,0,0,0,1,1
Taiko Drum Master: Tokumori!, ,0,0,0,0,0,0,0,0,0,0
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God, ,0,0,0,0,0,0,0,0,0,0
Rock Band Track Pack Volume 2,"
created by harmonix, the leading developer of music-based games, rock band is the ultimate platform for gamers to experience music, giving players the chance to rock out in the shoes of the biggest guitarists, bassists, drummers and singers of all time – as a solo superstar or as part of a hard rocking band. built on unprecedented deals with top record labels and music publishers, the music featured in rock band spans all genres of rock and includes many master recordings from legendary artists.
rock band track pack volume 2 is a standalone software product that allows owners of rock band special edition and rock band 2 special edition or rock band (1 or 2) peripherals to keep the party going with more hit songs from the pantheon of rock music, hand-picked with care by harmonix.
 
us.playstation.com
 ",0,0,0,0,1,0,0,9,2,1
Virtua Fighter CG Portrait Series Vol.4: Pai Chan,"virtua fighter cg portrait series vol.4: pai chan is a miscellaneous game, developed by sega am2 and published by soj,  which was released in japan in 1995. ",0,0,0,0,0,0,0,0,0,0
Dance Paradise,"dance paradise is a rhythm / dancing game, developed and published by mindscape inc.,  which was released in europe in 2010. ",0,0,0,0,0,0,0,0,0,0
Marvel Avengers: Battle for Earth, ,0,0,0,0,0,0,0,0,0,0
Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,"yamakawa shuppansha kanshuu: shousetsu nihonshi b: shin sougou training plus is an edutainment game, developed and published by bandai namco games,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,0
Dynasty Warriors 8: Xtreme Legends, ,0,0,0,0,0,0,0,0,0,0
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship, ,0,0,0,0,0,0,0,0,0,0
Fatal Frame: Maiden of Black Water,"fatal frame: maiden of black water is comprised of three interconnected        stories that converge to uncover the truth behind a recent string of        tragic deaths in a forest marred by a history of suicides. as one of        three people with the power of the camera obscura and the ability to see        the shadows of those spirited away, you’ll explore the ruins of an eerie        inn, a shrine filled with life-size dolls, and a lake full of dead        priestesses. each shadowy location is connected by a stream of water        flowing throughout the mountain, and this once holy water is tied to the        darkest mystery of all—the history of death and darkness on mt. hikami.
features:

 survive this horrifying new entry in the fatal frame series 
 explore sinister locales like an underground cave for human sacrifices          and a shrine for life-sized dolls 
 use the wii u gamepad controller as your camera obscura—your only          defense against fatal ghosts 
 mt. hikami is coursing with inexplicably dangerous water; stay dry or          die 
 investigate and stay alive on the deadly mt. hikami 

source: publisher ",0,0,0,0,0,0,0,0,0,0
Wipeout 2,"summer thrills and winter chills!  the big balls are back, with even more zany and crazy family fun!     select your favorite, hilarious character! crash, bash and dash your way through both summer and winter courses! grab a friend and challenge them to a head-to-head competition racing  past the spinning slapshot, the knee sweeper and over the red balls  while taking on 50 other wacky obstacles!   who knew wiping out could be so fun!
http://www.activision.com ",0,0,0,0,0,0,0,0,0,0
Petz Puppyz & Kittenz, ,0,0,0,0,0,0,0,0,0,0
Power Gig: Rise of the SixString,"power gig: rise of the sixstring will transport players to an entirely new universe, with its own mythology, politics, settings, heroes and villains, where music rules all. 

on the gameplay front, power gig uses technology that represents the next evolution of music performance games to provide all players — from casual gamers to the hardcore, from those who have never before picked up a guitar to those who play guitar on a regular basis — with a more authentic and fun experience. the game offers two overarching modes of play. in addition to traditional beat-matching that will be familiar to fans of the band game genre, power gig also introduces the option to switch on chording, or chord play. ",0,0,0,0,0,2,0,0,2,0
Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,"two great crash™ adventures in one package!crash bandicoot® 2: n-tranced -- crash is facing his toughest challenge yet... his old enemy uka uka has resurfaced and teamed up with the evil dr. n. tropy. this nefarious duo has abducted all of crash's buddies! can our furry hero save the day?crash™ nitro kart -- the evil emperor velo has trapped crash and his cronies on a remote planet... they must race their way to salvation. take the wheel in this fast-paced intergalactic adventure!
activision ",0,0,0,0,0,0,0,0,0,0
Pinball Hall of Fame: The Williams Collection,"pinball hall of fame: the williams collection faithfully recreates eight of the most memorable tables from the golden age of pinball in photorealistic 3d. working closely with williams to ensure authenticity of each of the games, the collection is highlighted by some of the most popular and innovative williams pinball tables, including gorgar, the first-ever talking pinball machine, black knight, which introduced ""magna-save"" and bonus ball, and space shuttle, which took the pinball industry by storm in 1984.
playstation ",0,0,0,0,0,0,0,0,0,0
Ultimate Card Games,"ultimate card games offers a variety of card games, including hearts, spades, bridge, go fish, poker, blackjack, and much more. you can play your favorite games against ai-controlled opponents or against up to three of your friends via a game link cable. if you don't know how to play one of the games, you can watch demonstrations or review the instructions on rules, scoring, and gameplay. you can even create your own character and face with the included face creator program. ",0,0,0,0,0,0,0,0,0,0
ESA Game Pack,"3 great games, 1 great price! ",0,0,0,0,0,0,0,0,0,0
The Bible Game,"learn about the bible while you have fun.
the bible game is interactive fun for all ages. test your knowledge with quiz challenges. teat you skill with lots of action.
playstation ",0,0,0,0,0,0,0,0,0,0
Rock Band: Metal Track Pack,"summoning power from the metal gods on high, the rock band team has assembled 20 on-disc tracks exploding with bone-crushing, ear-lashing, face-melting metal including anvil-heavy cuts from godsmack, children of bodom, evile, judas priest, bullet for my valentine and more! six of the on disc tracks are brand new to the rock band platform and will be exclusive to the rock band metal track pack disc for a limited time before joining the rock band music store as downloadable content.
 ",0,0,0,0,0,0,0,4,1,0
Disney Princess: Enchanting Storybooks,"enter the magical world of ariel, belle,  cinderella, jasmine, rapunzel and tiana, journeying into their stories  with disney princess: enchanting storybooks.  their unforgettable stories come to life as never before when players  use the udraw gametablet stylus like a magic brush and bring the tales  to life by completing a variety of drawing, coloring and musical  activities.  featured in the game are more than ten types of play, such as magic  search, spot-the-difference, follow-the-rhythm, musical tune-up,  tilt-a-maze, and even coloring book pages that narrate the timeless  tales aloud.  not only is this the first udraw game created especially for girls, it’s  the first time disney fans will meet opal, the keeper of color, to help  re-color the enchanting storybooks.

favorite disney princesses -  disney princess: enchanting storybooks features six beloved princesses –  ariel from the little mermaid, belle from beauty and the beast,  cinderella, jasmine from aladdin, 
enchanting engagements -  bring color into the storybook worlds with activities like  number-painting, sticker scene-creation, magic search, unique  tilt-painting games (wii only) and coloring book pages. 
unlockable bonus features -  progression through the storybooks unlocks features like bonus snow  white coloring book pages and new creative magical tools such as belle’s  rose petal crayon and rapunzel’s water-color brush.
create, save & print -  every time you enter the magical pages, you’ll create something new.  disney princess: enchanting storybooks lets you save and print your  creations using an sd card on the wii.  it’s easy to share the magic!

 
thq ",0,0,0,0,0,0,0,0,0,0
The Price is Right: Decades,"come on down! the price is right video game brings all the excitement  of the tv show to the consoles and computers of fans of all ages. experience all of  the classic moments from the show with up 4 people. you will hear your  name called as you’re announced to “come on down!” to contestant’s row.  play all of the favorite pricing games, including plinko, cliff hangers  and punch-a-bunch. spin the wheel for the chance at the big prizes in  the showcase showdown! features:

play all of the best pricing games - play plinko, hole in  one, punch-a-bunch, cliffhangers, three strikes, shell game, it’s in the  bag, flip flop and many more! make your way out of contestant’s row,  spin the big wheel, and compete to take home the big money in the  showcase showdown. 
real moments from the show - rich fields will tell you  to “come on down” as you start an authentic price is right experience.  the actual music and sounds of the show are used in the game.  additionally, classic video footage of the price is right models will  introduce the games and items up for bid. 
a party game for everyone - fans of all ages can compete  against each other for big money and fabulous prizes. party game mode  is for up to 4 players. in single- player mode play through the game as a  real contestant or try to beat your top score on individual pricing  games. the game is rated e for everyone. 
specialized wii controls - use your wii remote to spin  the big wheel, putt your way through hole in one, drop a plinko chip, or  take a swing at punch-a-bunch. 
unlock classic moments - special achievements will unlock additional video footage of some of the all-time most memorable price is right moments.

 
ubisoft ",0,0,0,0,2,0,0,0,1,0
America's Greatest Game Shows: Wheel of Fortune & Jeopardy!, ,0,0,0,0,0,0,0,0,0,0
Rocksmith," 

 
introducing  the next stage in the evolution of the guitar game. rocksmith™, the  first and only game where you can plug into any real guitar.
when we say any guitar we mean any guitar. whether  it’s the guitar sitting in your attic, your cherished faithful steed,  or the guitar you have yet to buy, rocksmith lets you plug any guitar  into your xbox 360® or playstation®3 system.
difficulty settings that adapt to your ability. you  love a challenge, but hate being overwhelmed. with addicting gameplay  that adapts to your personal skill level, you will automatically  progress from single notes to complex chords without getting in over  your head.
lots of music. lots of styles. one  of the most satisfying moments for any guitar player is hearing  yourself play your favorite song for the first time. rocksmith has  amassed an amazing library of songs from different music genres allowing  players to experience that moment first hand.
play songs instead of just learning them. you  want to play new songs, but you don't want to labor through tablature  or cringe through poorly produced videos. no problem. rocksmith will not  only present you with new songs, but will also challenge you to step  away from the notes on screen and play songs by memory.
 
ubisoft
 
 ",0,0,0,0,0,6,0,0,1,3
Marvel Trading Card Game,"marvel trading card game features marvel's complete stable of characters such as spider-man, the x-men, the avengers, ghost rider, the fantastic four, the hulk and more.
playstation ",0,0,0,0,0,0,0,0,0,0
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe, ,0,0,0,0,0,0,0,0,0,0
My Chinese Coach,"learning chinese has never been so much fun! my chinese coach uses carefully structured lessons that guide you through vocabulary and calligraphy exercises. explore china as you learn the basic pronunciations unique to the mandarin language. learn to pronounce sounds unique to chinese by comparing your voice to a native speaker. use the nintendo ds stylus to trace over and properly write chinese characters.
 
ubisoft ",0,0,0,0,0,0,0,0,0,0
Minute to Win It,"with encouragement from all-american chef and host guy fieri, you will compete in a series of simple, yet nerve-wracking games that can lead you to a $1 million prize! the everyday household items used in each 60-second challenge may seem harmless, but it will take nerves of steel to conquer all 10 tasks. so be careful, because when that minute is up, so is your chance at winning! 
http://www.zoogamesinc.com/games/?sortby=single&sortparam=104 ",0,0,0,0,0,0,0,0,0,0
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,"hisshou pachinko*pachi-slot kouryaku series vol.10: cr shinseiki evangelion: kiseki no kachi is a pachinko simulator, developed by bitsy and published by d3 publisher, which was released in 2007. ",0,0,0,0,0,0,0,0,0,0
Family Game Night 4: The Game Show,"your living room becomes the board and you are the controller in this larger than life experience.
now you’re part of the action! in family game night 4: the game show, you can experience the fun and excitement of the popular tv show right in your own living room!
this time you’re playing with larger-than-life pieces in re-imagined  versions of your favorite hasbro games. connect 4 basketball is more fun  than ever as you shoot hoops to get 4 balls in a row and yahtzee!  bowling puts a whole new spin on the popular dice game. you’ll also find  fun new versions of scrabble flash, sorry! sliders, and bop-it  boptagon, and win monopoly crazy cash, just like the game show! play  with friends and family and compete to prove your family is the best!



 5 games—connect 4 basketball, yatzhee! bowling, scrabble flash, bop-it boptagon, and sorry! sliders
 win monopoly crazy cash after each game.
 xbox 360 kinect & playstation move enhanced—use xbox 360 kinect or playstation move to turn your living in to the board and fully participate in the show.
 local multiplayer—connect and play with your family with 2-person multiplayer.
 new ways to play—play your favorite hasbro brands like never before with new fun twists on the classics you know and love.



 
electronic arts ",0,0,0,0,0,0,0,0,0,0
The Price is Right: Decades,"come on down! the price is right video game brings all the excitement  of the tv show to the consoles and computers of fans of all ages. experience all of  the classic moments from the show with up 4 people. you will hear your  name called as you’re announced to “come on down!” to contestant’s row.  play all of the favorite pricing games, including plinko, cliff hangers  and punch-a-bunch. spin the wheel for the chance at the big prizes in  the showcase showdown! features:

play all of the best pricing games - play plinko, hole in  one, punch-a-bunch, cliffhangers, three strikes, shell game, it’s in the  bag, flip flop and many more! make your way out of contestant’s row,  spin the big wheel, and compete to take home the big money in the  showcase showdown. 
real moments from the show - rich fields will tell you  to “come on down” as you start an authentic price is right experience.  the actual music and sounds of the show are used in the game.  additionally, classic video footage of the price is right models will  introduce the games and items up for bid. 
a party game for everyone - fans of all ages can compete  against each other for big money and fabulous prizes. party game mode  is for up to 4 players. in single- player mode play through the game as a  real contestant or try to beat your top score on individual pricing  games. the game is rated e for everyone. 
specialized wii controls - use your wii remote to spin  the big wheel, putt your way through hole in one, drop a plinko chip, or  take a swing at punch-a-bunch. 
unlock classic moments - special achievements will unlock additional video footage of some of the all-time most memorable price is right moments.

 
ubisoft ",0,0,0,0,2,0,0,0,1,0
Karaoke Revolution Presents American Idol Encore 2,"key features
play with friends and family online using the brand new co-op head-to-head mode (xbox 360 and ps3 only), or compete in front of all three american
tailor your game experience with all-new enhanced and customizable characters, features and downloadable songs (xbox 360 and ps3 only). are you ready to be the next american idol?
source: konami ",0,0,0,0,0,0,0,0,0,1
Vacation Isle: Beach Party,"in vacation isle: beach party, up to four players can compete in eight unique vacation-style games, ranging from wakeboarding to surfing and even fire dancing. players take on these exciting sports challenges and other activities using the wii remote and nunchuck, with an option to use the wii balance board accessory for a more engaging experience. 

developed by farsight studios, creator of the highly successful game party series, vacation isle: beach party keeps the party going by letting families and friends compete in exciting land or sea-based activities. along the way, players collect hundreds of sand dollars that can be used to purchase a wide variety of sports accessories and beach gear from the surf shack to uniquely personalize their vacation isle avatar. ",0,0,0,0,3,0,0,0,0,0
Party Planet,"there's a party and the whole planet is invited!
party planet features 30 fun-packed party games for up to 4 players! it's the ultimate must-have game for friends and family this holiday season. available now on nintendo switch!
anyone, regardless of age or skill level, will have an absolute blast playing any of the 30 party games, 18 of which can be played with up to 4 players for some friendly cooperative or competitive play. and with the portability of nintendo switch, players can turn just about any location into their own personal party for friends and family
source: official site ",0,0,0,0,5,0,0,0,0,0
SingStar Latino,"grab a mic and put your spin on some of the most popular latin hits of all time with singstar® latino! with over 20 authentic music videos, you and your friends can perform like musical pop stars. ",0,0,0,0,0,0,0,0,1,0
Zubo,"players enter the world of zubalon to help the colorful and zany inhabitants, the zubos, defeat an evil force which is bent on world domination. players can befriend the zubos they meet along the way, feed and nurture them, help them gain skills and strength, and assist them in their battles with the enemy, the dastardly zombos.
features:
a key element to zubo is music, which is intrinsic to zubalon from its tuneful plant life through to its currency of musical notes. the player will use the music to drive the battles forward, synchronizing their stylus action and tapping in time with the musical beats to win!  ",0,0,0,0,0,0,0,0,1,0
Final Fantasy III, ,0,0,0,0,0,0,0,0,0,0
Taito Legends,"this exciting compilation features 29 arcade classics and spans nearly 30 years of gaming history. 
long-time video game fans can re-live fond memories of their first arcade experiences.complete taito legends title list: space invaders (1978), phoenix(1980), space invaders part 2 (1980), colony 7 (1981), electric yoyo (1982), jungle hunt (1982), zoo keeper (1982), elevator action (1983), great swordsman (1984), return of the invaders (1985), bubble bobble (1986), gladiator (1986), tokio (1986), exzisus (1987), plump pop (1987), operation wolf (1987), rainbow islands (1987), rastan (1987), super qix (1987), the new zealand story (1988), operation thunderbolt (1988), battle shark (1989), continental circus (1989), plotting (1989), volfied (1989), ninja kids (1990), space gun (1990), thunderfox (1990) tube it (1993) ",0,0,0,0,0,0,0,0,0,0
Just In Time Translations,"say it with ease!  whether you’re traveling the world for business or  pleasure, take this portable translator on your trip and perfect  thousands of words and phrases to make conversations a snap.

expand your international language capabilities and learn to speak 6 different languages as you complete mini-games.
impress your family and friends as you learn to converse in multiple languages.
phonic pronunciations help you learn how to say each phrase – or let the ds pronounce it for you.

includes the following languages: *spanish   *french  *chinese  *german  *japanese  *italian
http://us.thq.com/us/game/detail/5619 ",0,0,0,0,0,0,0,0,0,0
Pinball Hall of Fame: The Williams Collection,"
the totally authentic pinball experience – capturing all the  sights, sounds and thrills of real williams pinball machines. the  williams name sits firmly at the forefront of pinball folklore.  historically, it is the name of names when it comes to producing the  very best pinball tables and system 3 is proud of the association. by  hooking up with the best system 3 has the opportunity to produce the  best video game versions of classic pinball tables. the resulting game  truly combines the traditional williams pinball philosophy with video  game technology and the game is spectacular whatever your chosen  machine. williams pinball classics will feature stunningly accurate  recreations of the most popular williams tables of all time. every  texture, every flashing light and every sound effect has been lovingly  recreated in order to deliver the most accurate simulation of the  classic pastime. unrivalled ball physics mean that you can become just  as good as you always were. and that classic addictive gameplay means  that even newcomers to the art of pinball will be hooked from the first  ball.

game features

13 of the most popular williams pinball tables of all time
unrivaled pinball physics
accurate and extremely detailed graphical and audio recreation
multiplayer modes on all tables
redesigned, intelligent camera system that puts you exactly where you need to be.
improved, streamlined gameplay.
table details are now fully modeled as opposed to flat.

source: publisher ",0,0,0,0,0,0,0,0,0,0
Mega Man Battle Chip Challenge,"mega man battle chip challenge takes place in a network era, where everyone carries a personal terminal (pet) with a quasi character program known as a net-navi, the search is on for the savviest of net brawlers. contenders from around the world will convene to fight in the battle chip grand prix tournament.  those who play their chips right will win the title of “best battle chip challenger and world champ”.   
in mega man battle chip challenge, players must strategically gather up to 10 battle chips from the data library to build a program deck that instructs their net-navi to perform specialized moves and attacks upon an opponent.  once the battle begins, the navi will act independently as it squares off against other challengers in a semi-automatic turn-based format. this new card game system adds depth to gameplay by allowing gamers to experience the fun of ‘simple programming.’  as tournaments are won, new and rare battle chips are awarded to power up the player’s net-navi. furthermore, gamers will have the opportunity to play as one of six characters from the battle network series including mega man, guts man and roll. ",0,0,0,0,0,0,0,0,0,0
Namco Museum Arcade Pac,"save your quarters and bring the arcade home with the ultimate 2-in-1 game ‘pac’, namco museumtm arcade pactm! enjoy the nostalgic classics in “namco museum” and the flashy maze madness of “pac-man championship edition 2 plus” with friends or solo, at home or on the go for exciting arcade fun wherever you are – exclusively for the nintendo switch!


featuring:
namco museumenjoy namco classics such as pac-man, galaga, splatterhouse, and tower of druaga, or play games such as rolling thunder, skykid, or tank force with friends and family on the nintendo switch!pac-man championship edition 2 plusthe highly acclaimed pac-man championship edition series has finally come to the nintendo switchtm in pac-man championship edition 2 plus! featuring eye-popping high-resolution 3d graphics and funky visuals, the latest version of the classic game takes chomping and chasing through mazes to a whole new level! play by yourself or with your friends in the all new co-op mode, “pac-man championship edition 2 plus 2p” – exclusive only to the switch! when one player gets caught by a ghost, the other player can come to the rescue. team up with your friends and family to weave through the mazes and make it to the boss battle together! 
 
source: publisher
 ",0,0,0,0,0,0,0,0,0,0
Ping Pals,"ping pals is a chat game. it is basically like pictochat with avatars and games. there are hundereds of items for your avatar you can collect and 5 games which you can play (hot potato, doodle, solo chat, top 10, and hi-lo) some of these games require you to have another player to play with you. if the other player doesn't own this game you can still play via ds download play.  ",0,0,0,0,0,0,0,0,0,0
SHENZHEN I/O, ,0,0,0,0,0,0,0,0,0,0
Get Up and Dance,"get up and dance is the ultimate dancing game for everyone to play,  whether you are the star performer or prefer to stay out of the  limelight as a backing dancer, get up and dance is for you.
 
featuring everything from classic funky disco tracks to current  chart hits, all complete with their official videos, there’s something  for everyone to enjoy!
 
get your friends round and get dancing together or have your very own dance off in get up and dance’s party mode. 
had enough of competing against each other? why not join together  and form your very own dance group in get up and dance group mode! the  unique group mode is where you can form your very own dance group with  up to four friends. you can dance as either lead or backing dancer to  group routines specially choreographed for get up and dance.
 
with loads more features like shape up mode, rehearse mode, jukebox - get up and dance really is the ultimate dancing game.
 
staying in is the new going out! get your friends round and get the party started with get up and dance! 
 
- o games  ",0,0,0,0,2,0,0,0,0,0
