Name,Summary,crops,mech,aircraft,farm,beatmania,care,farming,pet,pets,sims
Bloop Reloaded, ,0,0,0,0,0,0,0,0,0,0
Kirarin * Revolution: Mezase! Idol Queen, ,0,0,0,0,0,0,0,0,0,0
SimAnimals Africa,"simanimals on the nintendo ds allows players to bring the african adventure with them anywhere and play with friends! featuring all of the animals included in the wii adventure, the ds version also features exclusive animals such as parrots, cheetahs, meerkats, aardvarks and even a surprise secret animal as a reward for finishing the game! build relationships with these wild, african animals, discover their secret abilities and use them to help solve challenges. collect items to earn each reward badge in the game. the stylus and microphone allow players to interact with the animals and environment in a totally unique way. the friendly parrot is your guide through the african landscape. talk to him through the ds microphone and he’ll repeat back what you said! conquer the african kingdom in co-op mode, where friends can trade plants and animals and play together to achieve goals faster. ",0,0,0,0,0,0,0,0,0,0
Zone of the Enders: The 2nd Runner MARS, ,0,0,0,0,0,0,0,0,0,0
Help Wanted: 50 Wacky Jobs," it's the help wanted press stage! with 50 off-the-wall jobs to take on in the game, you can bet that everyone's going to be talking about what zany tasks they've taken on in order to prevent the earth from being hit by an impending meteor! you'll find the gist of what a given article has to say right here, but to get more info, click on the links to hear the full story. it's help wanted on wii™!
hudson ",0,0,0,0,0,0,0,0,0,0
My Healthy Cooking Coach,"what does pad thaï, ratatouille and salmon gravlax sound like? most likely dishes you would like to prepare but you lack of time or recipe ideas. with my healthy cooking coach for nintendo ds, you can now bring all those delicious and healthy dishes onto your own table. my healthy cooking coach helps you prepare new recipes while expanding your cooking skills and learning more about how to cook healthier. it takes you through each recipe, telling you what to do step by step making cooking less time consuming. my healthy cooking coach provides also a large selection of useful tools such as the virtual recipe finder and the shopping list that will simplify the cooking process. it also provides useful nutritional tips for every recipe in the game which have been developed by a nutritionist
ubisoft ",0,0,0,0,0,0,0,0,0,0
3D Tank Warfare Simulator Panzer Front,"jump into the driver's seat of this wwii tank simulation game!  panzer front is a tank warfare simulation set during wwii. during the game, the player takes on the role of both the tank's gunner and driver, in a real-time battle against opposing forces. the player can also issue variety of strategies when attempting to complete missions.  1 player / analog control compatible / vibration function compatible
 
agetec ",0,0,0,0,0,0,0,0,0,0
Kabushiki Baibai Trainer: Kabutore!,"kabushiki baibai trainer: kabutore! is a simulation game, developed by winkysoft and published by konami,  which was released in japan in 2006. ",0,0,0,0,0,0,0,0,0,0
Machi-Ing Maker 3 x Tousouchuu,"machi-ing maker 3 x tousouchuu is a business strategy game, developed by indi software co., ltd. and published by d3,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,0
Surge Concerto: Ciel nosurge, ,0,0,0,0,0,0,0,0,0,0
Europa 1400: The Guild,"it's the year 1400. europe sees the dawn of the ""golden age of the new departures and the free spirit"" - the late middle ages. under the rule of the bourgeoisie and businessmen, more and more towns are emerging from the clutches of the aristocracy and are achieving independence, power and wealth.new businesses are flourishing, bringing financial strength and political influence to a growing economy. however, life in the narrow, overpopulated alleyways and streets of the towns also has its downsides: epidemics and diseases are spreading, and thieves and highwaymen lie in wait to get their piece of the wealth. now you can try your hand in these exciting times of change. will you head down the path of an honest craftsman or a dubious priest? it's your choice...
jowood entertainment ",0,0,0,0,0,0,0,0,0,0
Ghost in the Shell,"experience the future with total 3-d shooting action! based on the top-selling japanese feature film and comic, ghost in the shell immerses you in a cybernetic body and places you in control of a semi-intelligent robotic battletank known as a ""fuchikoma"". pilot your fuchikoma through 12 huge 3-d search and destroy missions. use unique ""go anywhere"" capabilities to navigate floors, walls and ceilings. brief yourself with over 10 minutes of original, theater quality animation. prepare for duty with a separate training mode. ",0,0,0,0,0,0,0,0,0,0
Harvest Moon DS Cute (jp sales),"has forget-me-not valley lost its magic? you're a late-blooming farmer, but the harvest king doesn't have patience for girls who play all day! that's why he weeded out the harvest goddess and the harvest sprites, leaving you out standing in your fields. break his spell by sowing seeds and finding the harvest sprites. you'll need to master planting fields and tending livestock. perhaps a handsome bachelor will help you before a mysterious thief steals your heart!
 
natsume ",0,0,0,0,0,0,0,0,0,0
Star Trek: Shattered Universe,"all hands to battle stations! get ready for a frenetic, adrenaline pumping experience in an entirely new breed of star trek game - star trek shattered universe. an intense, high-energy space-combat action game set in the dark mirror universe of star trek: the original series™ classic-era setting, star trek shattered universe challenges the player to adapt to a new reality where everything once familiar is now a dark reflection - where the noble federation is now an evil and relentless foe.
take 2 ",0,0,0,0,0,0,0,0,0,0
Championship Pony,"experience the excitement of competing in three day horseback riding events across six different countries.  can you handle the pressure in some of the toughest events worldwide?  you'll play the role of a young rider who trains and rides horses for competitions consisting of cross country, show jumping, and dressage events.  through training, increase your horse's abilities to raise their winning potential.  purchase and train horses to compete and win in three day events around the globe.  with each level of competition comes greater rewards and the ability to purchase more horses.  easy to pick up and play, championship pony allows you to train, customize, and nurture your horses as often as you wish.a wide variety of training exercises and mini-gamesunique competition sites around the worldfull 3d models and world that make the horses and the environments more lifelikecustomizable characters and horsesfun nurturing system encourages the player to bond with their horse
 
zoo games ",0,0,0,0,0,0,0,0,0,0
Petz Hamsterz Superstarz,"care for your hamsters and discover what their talents are: bond with your hamsters and train them to discover their skills.
train your hamsters in fun activities and watch them progress through different levels: including hamsters coming down with parachutes, doing a bowling contest, running around a maze and entering fashion shows.
discover your hamsters’ funny and unexpected behaviours: watch their funny facial expressions and animations when coming down in their parachutes.
send your newborn hamster to the petz nursery game and vice versa: breed 2 funny hamsters to have an even funnier baby hamster and use wireless to send the newborn to the petz nursery
ubisoft ",0,0,0,0,0,1,0,0,0,0
Horse Life Adventures, ,0,0,0,0,0,0,0,0,0,0
Heatseeker,"heatseeker, the most explosive, destructive and exhilarating arcade        aerial combat experience ever.
 
designed to be an incredible lock-on/shake-off experience, heatseeker        reinvents missile combat to give gamers a massive rush of destruction.        set to feature an incredible collection of current and near-future        military fighter jets, heatseeker’s arsenal includes the stealthy        f-22™raptor™, the classic f-15 eagle, the cutting-edge f35® lightning        ii®, and the aerodynamically advanced russian su-47 berkut.
 
heatseeker is a joint development project between codemasters and ir        gurus, the australian studio behind the acclaimed historic air combat        title, heroes of the pacific.
 
heatseeker will strap you into the pilot’s seat and deliver an        exhilarating white-knuckle ride that’ll have you clutching the joypad as        you engage in face-melting 6g turns and fight against a        seemingly-impossible amount of airborne enemies.
 
and when you launch a strike, you’ll follow your missiles as they        ruthlessly home in on their targets via the impact cam™. delivering        awesome cinematic 3rd-person camera cutaway scenes, the impact cam™ will        reveal the results of your attack in all their devastating glory from        all kinds of dynamic angles, complete with jaw-dropping explosions and        smoke trails.

 single player 
 30 real military planes 
 40 different weapons 
 epic dogfights around the globe 

nintendo ",0,0,0,0,0,0,0,0,0,0
Emergency 2012, ,0,0,0,0,0,0,0,0,0,0
Paws & Claws: Pet Vet,"
you love animals and they love you! congratulations! you’re the owner of your very own paws & claws pet clinic! it’s your job to nurture and love all of the animals to bring them back to health. grow your vet clinic into a thriving business and become every animal’s best friend!

nurse all of the animals back to health through 20+ cases using your veterinary skills and tender loving, caring touch.
what are your favorite animals? you'll get to treat them all, including dogs, cats, horses, birds, and more.
design your own clinic! choose what kennels to build and expand existing buildings to provide more services to your patients.
become the best vet and you'll grow your business into the biggest pet clinic in town! love is the most powerful medicine!
get your dog a bone! run with your canine patients, playing fetch with them after you’ve nursed them back to health.
brush, pamper and even ride your thoroughbreds so they are happy and healthy when you return them to their owners.
snuggle with your kitty cats as you treat their ailments. they’ll be purr-fectly healthy after visiting your clinic!
treat and heal the bunnies that come to your clinic so they can hop and jump to their heart’s content!
you’re in charge! use the money you earn from your clinic to expand your business by offering more services to your customers.
listen to the budgies sine and play with your guinea pigs all while making them feel better!


http://www.valusoft.com/drhm/store?action=displayproductdetailspage&siteid=valusoft&locale=en_us&env=base&productid=78047500 ",0,0,0,0,0,0,0,2,0,0
Hyperdimension Idol Neptunia PP, ,0,0,0,0,0,0,0,0,0,0
Steel Battalion,"steel battalion players operate a strategic battle mech weapon through twelve action-packed levels, fending off dozens of adversaries while attempting to diffuse a riot that has ensued on a pacific island ruled by a military dictatorship. unlocking new missions, maps and enemy robots once the game is completed provides endless entertainment.
microsoft ",0,1,0,0,0,0,0,0,0,0
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!, ,0,0,0,0,0,0,0,0,0,0
Real Farm, ,0,0,0,0,0,0,0,0,0,0
Imagine: Reporter,"uncover the latest news scoops as a journalist in imagine reporter! build your career from a local newspaper reporter all the way to hosting your very own national tv show! develop exciting news stories, track information in the field, and take photos. interview movie stars, athletes and more, then report breaking news stories to your audience! ",0,0,0,0,0,0,0,0,0,0
Slime Rancher,"
- 1,000 light years away: love, guts & slimes -
slime rancher is the tale of beatrix lebeau, a plucky, young rancher who sets out for a life a thousand light                  years away from earth on the 'far, far range' where she tries her hand at making a living wrangling slimes.                  with a can-do attitude, plenty of grit, and her trusty vacpack, beatrix attempts to stake a claim,                  amass a fortune, and avoid the continual peril that looms from the rolling, jiggling avalanche of                  slimes around every corner!

slimetastic features:

use your vacpack to vac up and shoot out anything you see!
explore a big, wild world in style... jetpack style.
your very own ranch to call home and customize!
countless slimes everywhere. maybe too many if we're being honest.
create new slime types using slime science and profit!
push your slime science experiments too far and perish!

source: http://slimerancher.com/

 ",0,0,0,0,0,0,0,0,0,0
Playboy: The Mansion,"
become the world's most famous playboy...... slip into the shoes of hugh heffner and build the fabulous playboy empire! live the ultimate fantasy lifestyle; throw star-studded parties, network with movers and shakers in hollywood and oversea photo shoots with beautiful women. gather interviewers, articles and photos from your ever expanding social network to create your magazine and the highest profile media empire in the world!

spend your hard earned cash to build and deck out your mansion playboy style with expensive toys and furniture.
take photos of sexy centerfolds for your magazine in the unique playboy photoshoot mode.
as your fame grows, build relationships for both business and pleasure; a girl or two, or six.
throw incredible parties with celebrities and playmates in actual playboy mansion locales, including the world famous grotto.

 
source: back of us box
 ",0,0,0,0,0,0,0,0,0,0
Everyday House Tamagotchi, ,0,0,0,0,0,0,0,0,0,0
Harvest Moon: Skytree Village,"times  have changed in the oasis of the harvest goddess. many people used to  live in skytree village, and the land was lush and green. however, the  power of the harvest goddess gradually began to wane, and the land  became parched and dry… that is, until you arrived!
only  you can help to revive the seven skytrees in order to give the harvest  goddess her power back and, in turn, return life to this desolate land!  explore skytree village and make new friends, then turn your hand to the  soil and shape the land however you like to grow crops, raise livestock  and live life to the fullest!
the  latest evolution of harvest moon brings all new context sensitive  controls that make running your dream farm much more efficient. friendly  harvest sprites will also be able to help you with daily activities. 
harvest moon: skytree village key features

the latest game in the  harvest moon series, with many gameplay refinements based on fan  feedback: detailed tutorials, improved controls, upgraded tools and much  more!
play as a boy or girl,  then explore a full town with new residents and friends to make, each  with their own personalities and quirks
mould and shape the land any way you like, discover new crops and flowers, expand waterways and catch new and rare fish
care for the newest animal addition to the harvest moon series: the poitou donkey!

source: publisher
 
 ",1,0,0,1,0,1,0,0,0,0
Shockwave Assault, ,0,0,0,0,0,0,0,0,0,0
Bogey: Dead 6,"an international crime organization has enlisted the help of several allied countries to build an incredibly powerful military force. hostile situations are deemed inevitable. as a team member of an elite, first strike air unit, you are called to duty. the situation is code red...and classified.

hit the afterburners! pilot your choice of real fighters: the phantom ii, tomcat, hornet, eagle, falcon and the superstar.
experience the thrill! 'bug out' of intense dogfights with tight controls, realistic physics and unbelievably nauseating 360 degree movement.
the rules of engagement! feel the heat as you fly into dangerous missions in multiple modes, executing air-to-air, air-to-ground and air-to-sea attack operations.
navigate in 2 distinct views! the cockpit view puts you in the hot seat; while the hud view provides an up-close challenge.

 
source: game case ",0,0,0,0,0,0,0,0,0,0
I Love Puppies,"i love puppies is a miscellaneous game, developed and published by destineer,  which was released in 2010. ",0,0,0,0,0,0,0,0,0,0
American Truck Simulator, ,0,0,0,0,0,0,0,0,0,0
Animal Planet: Vet Life,"journey across the globe and become a world-renowned veterinary doctor. take on the role of either jack or abani, young vets working under the guidance of dr. rogers. volunteer at local vet clinics across the world and treat a variety of different animals in different settings.
nintendo.com ",0,0,0,0,0,0,0,0,0,0
JASF: Jane's Advanced Strike Fighters,"j.a.s.f. jane's advanced strike fighters is set in the fictional  country of azbaristan; the once-great nation has been torn apart by a  decade of civil war, followed by aknost a decade of uneasy peace. the  ten year war resulted in huge territorial gains for northern people's  republic azbaristan and their controlling poitical party, the northem  people's party, giving them control of all of the country except for the  oil-rich province that is all that is left of south azbaristan. the  southern azbarisn democratic front of south atharistan has only managed  to hold off the north with the aid of the west, which supplies  mili-tary and logistical aid to the tiny state in return for the oil  exports from their vast reserves. players will have the chance to assume  the role of squadron leader razor and lead fight to reunify azbaristan  and protect the west's vital interests. j.a.s.f. the videogame  is an intense modem flight action sirs featuring an epic 16 mission  story gaming experience that will take air combat to the next level with  engaging enemies, flight battles, expansive battlefields and 30  authentic licensed fighters.
 
evolved games ",0,0,0,0,0,0,0,0,0,0
Ochaken no Heya DS 2,"ochaken no heya ds 2 is a virtual life game, developed and published by mto,  which was released in japan in 2007. ",0,0,0,0,0,0,0,0,0,0
Train Sim World, ,0,0,0,0,0,0,0,0,0,0
Cake Mania: Main Street,"help jill and her friends save their hometown bakersfield in cake mania main street!  purchase, open, and upgrade four unique downtown shops - the evans  bakery, jack's burger barn, risha's flowers, and tiny's sumo sushi. earn  enough money to build must-see tourist attractions that are sure to  bring people back to a revitalized main street!
features:


the forth addition in the award-winning online pc cake mania franchise from sandlot games that has been downloaded more than 200  million times and sold over 700,000 units worldwide across ds and wii.

100 new levels of fast-paced action
for the first time ever, purchase and upgrade 4 different shops (not just bakeries) teaming with hilarious customers
all-new game play mechanics involved in managing sushi, flowers and burger shops
buy and sell over 50 unique shop upgrades
unlock and purchase 40 delicious, mouth-watering recipes which include over 35 unique ingredients

http://www.majescoentertainment.com/games/nintendo-ds/cake-mania-main-street/ ",0,0,0,0,0,0,0,0,0,0
Sidewinder Max, ,0,0,0,0,0,0,0,0,0,0
Petz: Saddle Club,go on an adventure with lily and her horses as she faces an untrustworthy banker trying to seize the family ranch in petz: saddle club. ,0,0,0,0,0,0,0,0,0,0
Jambo! Safari Animal Rescue,"become a safari park ranger in a wild action packed african adventure!  embark on an exotic, action packed journey across your african safari park and complete missions to become a fully qualified ranger.    take on challenges in a variety of land rover vehicles to rescue wild animals with your lasso and bring them back to the ranch.  nurse your animals back to full health in the enclosure before releasing them back to the wild.  packed with realistic environments to explore, exciting challenges, customisation, photography and collectables, jambo! safari is a wild new adventure on nintendo ds and wii.  key features:  take on the role of an african safari park ranger.  venture out in your vehicle to rescue wild animals with your lasso.  interactive animal enclosure to name, care for and track your animal after it has been released.  take on missions including animal rescues, photography and tourist sight seeing tours.  extensive level of customisation including characters, costumes, items and vehicle upgrades as you progress through the game.   explore over three exotic locations across many levels.  monitor released animals via real time map positions and check health statistics.
 
source: official sega website ",0,0,0,0,0,1,0,0,0,0
Reading Training, ,0,0,0,0,0,0,0,0,0,0
Dreamer Series: Teacher, ,0,0,0,0,0,0,0,0,0,0
Harvest Moon: Boy & Girl,"be the person you want to be in this epic farming adventure! in harvest moon: boy and girl, you must choose between destiny (playing as a boy) or fate (playing as a girl). while the farming chores are similar, your life, goals, friends and future family depend on how you help and interact with others in this wonderful world!
playstation ",0,0,0,0,0,0,2,0,0,0
Sotsugyou Crossworld, ,0,0,0,0,0,0,0,0,0,0
Busy Scissors,"busy scissors is the first game of its kind on the nintendo wi and  dsi, offering artistic young girls and aspiring stylists the opportunity  to learn real-life professional styling techniques that help build self  confidence, interpersonal skills, and creativity.

learn 35+ real hairstyles with 7  different cutting techniques.
progress through 6 career levels  from junior assistant to salon  owner.
converse with a variety of  clients and learn how to manage customer satisfaction.
explore an interactive storyline  as you acquire eccentric hollywood clientele like  fashion designers  and rockstars.
earn client mementos and  storyline payoff bonus scenes.

http://www.littleorbit.com/article_busy_scissors.html ",0,0,0,0,0,0,0,0,0,0
Wing Commander IV: The Price of Freedom,"wing commander iv: the price of freedom is a space combat sim game, developed by origin and published by electronic arts,  which was released in 1997. ",0,0,0,0,0,0,0,0,0,0
Princess Maker 2,"princess maker 2 is a strategy game, published by micro cabin,  which was released in japan in 1995. ",0,0,0,0,0,0,0,0,0,0
Animal Planet: Emergency Vets, ,0,0,0,0,0,0,0,0,0,0
The Sims 3: Barnacle Bay," 
an island nestled in the simuyan sea, barnacle bay is a vibrant  vacation getaway with stunning beaches,  campgrounds,  parks, and a  curiously modern downtown.  first settled by pirates, fisherman, and  artists - the world's inhabitants now enjoy relaxing at smuggler's beach  and letting loose at the wanderer's watering hole.  will your trip be a  vacation or a staycation?

all-new barnacle bay bundle includes additional items!:

buccaneer's bounty set
two all-new exclusive staircases!


meet new sims, discover the world's secrets, and unwind at barnacle beach
enjoy 18 all-new exclusive objects and clothing only available in barnacle bay
in barnacle bay - having lunch on a pirate ship is only part of the to-do list:

grab a bite to eat at hogan's deep sea diner before fishing at ophelia's fishing hole
explore the mystery hidden in pirate's hideaway or meet new sims at the wanderer's watering hole
discover the mysterious barnacle bay lore by exploring  the abandoned piers of founder's beach and the relics found within the  goldbeard galleon gallery

- thesims3.com

",0,0,0,0,0,0,0,0,0,1
Theme Park,"think you can design and build the greatest amusement park in the world? you select the site, you layout the rides and attractions. you control every aspect of running a profitable amusement park; from staffing to r&d. (how many corkscrews can be safely crammed into a roller coaster, anyway?) any mistakes, and tourists who populate your park will be sure to let you know. oh, and that merry-go-round in flames is a clue, too. theme park - because big business was always meant to be big fun! ",0,0,0,0,0,0,0,0,0,0
X Rebirth,"in the distant future, the x universe faces a period of profound and  irrevocable change. while the universe stumbles towards an uncertain  future, countless adventures await as new enemies rise in search of  power.enter a young adventurer and his unlikely female ally  traveling in an old, battered ship with a glorious past - two people  alone against the galaxy, playing a key part in the events to come.the fate of the universe rests in the hands of the player...x  rebirth represents a spectacular new beginning for the x series,  offering loyal fans and newcomers alike a vast, vivid and extremely  detailed universe to explore throughout the game.varied  gameplay elements such as action-packed space combat, detailed trading  mechanics and high-speed space exploration with fast travel allow  players to experience a truly unique space saga that will keep them  hooked for dozens of hours.x rebirth features a whole new user experience - it is easier than ever to start with, and remains as deep as fans expect it.
source: http://www.egosoft.com/games/x_rebirth/info_en.php ",0,0,0,0,0,0,0,0,0,0
Air Conflicts: Secret Wars,"air conflicts: secret wars is an arcade flight simulation set in a world war i+ii scenario.during  the 7 campaigns the player has to fly and fight through over 48  missions. before taking off, the player can choose between different  aircrafts, each with different strengths and weaknesses. within the  missions the player gets different objectives like patrolling, sneaking,  hit & run, bombing and escorting. objectives are presented as  dialogues between different characters. after some missions the player  can upgrade one of his skills in order to maneuver the airplanes easier,  have more endurance or have your wingman boosted. further, the player  can choose between two control schemes. arcade and simulation. the first  one makes the game easier to control, while the second one gives more  options to control the aircraft. beside the campaign the game also features several multiplayer modes, local and via internet for up to eight players.
key features


seven campaigns, each based upon a resistance movement of the second world war
uniquely historical battles such as the siege of tobruk, the battle of the neretva bridge, and operation belt in poland
fight for the causes of key resistance movements such as the  people's liberation army and partisan detachments of yugoslavia, the  polish armia krajowa, and the french maquis
action-packed gameplay delivers the excitement of serial combat in a manner accessible to everyone
over twenty different landscapes, each individually detailed with period precision
pilot more than 16 individual aircraft, in both world war one and world war two settings
machine gun your enemies, dog fight, bomb ground targets and rocket ground troops and enemy vehicles
49 varied missions provide combat, stealth and exploratory gameplay
the player controls his aircraft with either mouse and keyboard or gamepad
the player can choose between two control schemes: arcade and  simulation. the first one makes the game easier to control, while the  second one gives more options to control the aircraft
several multiplayer modes, local and via internet for up to eight players


 
bitcomposer games
 
out of fierce battles great heroes are born…  it is 1939: the second  world war has broken out and troops everywhere  are arming themselves  and preparing for battle on the ground and in the  air. you side with  the resistance, and your task is to stop the nazi  advance. daredevil  flying missions take you from north africa over  europe and on to  berlin.

 
xbox.com ",0,0,2,0,0,0,0,0,0,0
Charm Girls Club: My Fashion Show,"in the charm girls club games, girls are introduced to their new bffs, the charm girls. the charm girls guide players through the games, give them a helping hand, and get their back when the evil queen b's try to intervene. girls begin by customizing their own charm girl character that represents their unique style. girls can choose from thousands of trendy and stylish combinations, customizing their entire look from head to toe, including their facial features, hair, make-up, wardrobe, shoes and even their accessories! 

in charm girls club: my fashion show, girls select their models and the most awesome outfits in a series of wild challenges to see who rules the virtual runway. ",0,0,0,0,0,0,0,0,0,0
Elite: Dangerous, ,0,0,0,0,0,0,0,0,0,0
Blazing Angels: Squadrons of WWII,"experience the greatest air battles of world war ii in famous locations from across the globe. whether it’s the battle of britain, the attack of pearl harbor or the fierce fighting for the desserts of north africa, the player and his squadron of blazing angels will be tasked with turning the tide of war. command three separate ai-wingmen and make use of each ones special abilities to both attack and defend their squadron leader. during the course of the twenty mission campaign, the pilot will be accompanied by his squadron and they will grow together as an ace fighting force through the entire length of wwii. fly in close to germany’s industrial terrain for a bombing raid, strafe the islands of the pacific, or emerge from the cloud cover over london and engage the enemy. the environment is so real you’ll feel like you’re the pilot in a famous wwii movie.
 
game features
 


fight wwii’s most epic and action-packed air battles: from the western europe to the pacific to north africa, engage in famous air combat from throughout wwii.




authentic wwii atmosphere: spectacular movie-like graphics with realistic imagery including accurate-looking planes and terrain.




experience innovative squadron-based gameplay: ai controlled wingmen will obey commands and improve with experience in twenty different single-player missions. players will fly with, and be defended by, the squadron of blazing angels under their command




command a total of 42 authentic-looking fun to fly wwii aircraft: including the famous p-51 mustang, the b-17 flying fortress and the british spitfire, and in multiplayer-the luftwaffe’s messerschmitt, and the japanese zero. no need for extensive tutorials – players can jump right into air combat action. 


play on xbox live™ with up to 16 players online: engage in head-to-head dogfights or cooperative team play between squadrons.
source - ubisoft.com ",0,0,0,0,0,0,0,0,0,0
Pretty Rhythm Rainbow Live: Kira Kira My * Design, ,0,0,0,0,0,0,0,0,0,0
Miami Nights: Singles in the City,"live the delightful or spiteful life you have always wanted in this        groundbreaking social simulation game. create a new you in the colorful        backdrop of miami, where your ultimate goal is to become a rich and        famous model, singer or actor.
miami nights: singles in the city™ offers tremendous advances and new        features over and beyond any social simulation game available on        nintendo ds™. you will benefit from an unprecedented freedom of action,        massive customization options, and longer multiple-goal scenarios.
 
as in reality, life choices will transform your character into a unique,        progressive individual, ultimately helping you reach your goal of        becoming a star.
 
this game is based on the successful gameloft nights franchise on mobile        which has generated more than 4 million downloads.
 

 choose your gender, name and star sign, and add unique features          including skin, hairstyle, outfit and body type. define your character          by 20+ stats, including sex appeal, humor, culture, popularity,          charisma, kindness, fitness, hygiene and criminality
 

 customize your home with furniture, decorations and items.
 

 select one of three ways to succeed - top model, singer or actor!
 

 choose how you want to play! you are free to do whatever you want,          whether it's watching tv, playing games, buying clothes or taking care          of yourself
 

 more then 160 different characters to meet, each with their own stats.          you can talk to them, flirt, give them a present, as well as assault          them and steal from them 

nintendo ",0,0,0,0,0,1,0,0,0,0
Petz: Dogz Family,"raise and care for a family of dogs – for the first time on the psp system! adopt a dog from a variety of breeds, and create unique breeds, such as labradoodles, then customize your pet's look with tons of outfits and accessories. watch them grow and develop their own unique personalities as you become the proud parent of generations of dogs.
www.us.playstation.com ",0,0,0,0,0,1,0,0,0,0
The Sims 2: Apartment Life,"your sims are moving into a brand-new apartment, and their lives will never be the same! adventure, fun, and drama await them as they meet new people and explore their new neighborhood. will they take their kids to the local playground, mingle in coffee shops, or hit the park to learn from the breakdancers? close quarters mean new opportunities-move in with compatible roomies for a thriving social life, advance your career with the right social network, or find true love just down the hall. whether they live in artsy converted lofts, the ultimate studio bachelor pads, or luxury apartments with their own butler, your sims will experience all of the excitement of apartment life! (http://thesims2.ea.com/about/ep8_index.php) ",0,0,0,0,0,0,0,0,0,2
Dream Day: Wedding Destinations,"
love is in the air with dream day wedding destinations!
dream day wedding destinations delivers a romantic adventure filled with        hidden treasures, excitement and the inevitable wedding crisis! it is up        to you to create a dream wedding for three happy brides. as the wedding        planner you must find all the necessary hidden items as you visit the        florist, bridal shop, bakery and more to make her big day a fairytale.        experience pure bliss with dream day wedding destinations!
 
nintendo ",0,0,0,0,0,0,0,0,0,0
Pretty Rhythm: My Deco Rainbow Wedding, ,0,0,0,0,0,0,0,0,0,0
Touch Mechanic,"master the art of the street machine
touch mechanic takes players into the exciting world of customs and car tuning. work your way to the top of the profession and become a surgeon of the automobile as you advance by changing rims, repairing damaged bumpers, replacing mufflers and brakes, performing paint and decal work and adding aftermarket enhancements to vehicles of all shapes and sizes.
features:

follow an adventurous story line and experience dozens of car modification missions
use the ds stylus to simulate the use of a mechanic’s tools – wrench, sander, welder, buffer, etc.
use your ever-growing mechanic skill set to solve more advanced car repairs within the designated time limit
modify your very own car with dozens of modifiable parts to create your dream ride
work with fully rendered 3d automobiles throughout 75 levels of gameplay

http://www.aspyr.com/product/story/105 ",0,0,0,0,0,0,0,0,0,0
DanceDanceRevolution,"taking the revolution to another level!  dancedancerevolution enhances the entire series' across all platforms! dancedancerevolution is sure to be the life of the party and get you into shape with outrageous multiplayer fun, huge smash hit soundtrack, entirely new modes and more!  there is now a dancedancerevolution for everyone! and after more than a decade as one of the most popular franchises in the music genre, dancedancerevolution has transcended from a video game into a pop culture icon. ",0,0,0,0,0,0,0,0,0,0
Kobitodzukan: Kobito no Fushigi - Jikken Set, ,0,0,0,0,0,0,0,0,0,0
Pony Friends 2,"groom and accessorise, train and compete, explore and discover with your very own best pony friend!
welcome back to the stables with pony friends™ 2 the sequel to the top selling ds title, now coming to the wii, nintendo ds and pc, november 2009.
pony friends 2 allows players the chance to create their perfect pony and take part in fun activities. featuring 12 pony breeds (4 new breeds) players can customise every aspect of its appearance, along with its own unique personality. players can choose all their pony’s accessories and even design some of their own.
taking special care of their pony to keep it clean and healthy, players can take it on trail rides across different landscapes and environments. grab the reins, photograph wildlife and unlock a whole host of secrets on your journey.
pony friends 2 features an exciting and energetic competitive mode across all formats: players can compete in races and trick competitions alone or with a friend on the wii and ds (single cart play). players can trade ponies and even talk to their ponies on the nintendo ds system specifically.
features:

race, compete and trade with your friends.enter race and trick competitions and win lots of trophies. experience multiplayer racing and trick competitions on the wii!


explore trails, befriend wild ponies and photograph wildlife to discover secrets.take the reins and ride your pony on a range of trails and through open areas, alone or with a friend. photograph many different wild animals and earn the friendship of wild ponies.


earn new accessories and create a special look for your pony.choose and personalise your ponies and everything else to just how you like it! create your own accessory designs and trade with your friends.


groom and take care of your pony to keep it clean and happy.discover the pony friends world and get to know your ponies at your own pace. there is always something new to explore. talk to your pony on the ds; watch how it responds to your voice!

http://www.ponyfriends.com/game-info ",0,0,0,0,0,2,0,0,0,0
Wildlife Park 3, ,0,0,0,0,0,0,0,0,0,0
AKB1/149: Love Election, ,0,0,0,0,0,0,0,0,0,0
Princess in Love,"

sound the trumpets - dreams really do come true! as  queen-to-be isabella, you will live the royal life and wear the crown  you’ve always dreamed of.
features:

customize isabella by selecting her dresses, accessories and more!
mind your p’s & q’s – you’ll need to learn everything that every good princess should know!
find your prince charming as you master dance steps to win over one of the six handsome princes at the ball.
play 12 mini-games including “create a menu”, “press flowers” and “seating arrangement”.

http://us.thq.com/us/game/detail/5568

 ",0,0,0,0,0,0,0,0,0,0
R/C Stunt Copter,"r/c stunt copter is an action game, developed by shiny entertainment and published by titus software,  which was released in 1999. ",0,0,0,0,0,0,0,0,0,0
Kenshuui Tendo Dokuta,"kenshuui tendo dokuta is a logic puzzle game, developed and published by spike,  which was released in japan in 2004. ",0,0,0,0,0,0,0,0,0,0
Pilot ni Narou! 2,"pilot ni narou! 2 is a flight simulation game, developed by beluga computer and published by victor interactive software,  which was released in japan in 2001. ",0,0,0,0,0,0,0,0,0,0
