Name,Summary,blocks,colored,bubbles,puzzles,tiles,bomberman,sudoku,puyo,tetris,puzzle
Tetris Evolution,"
get ready to take your tetris game to the next level and beyond! tetris® evolution features all-new gameplay modes, multiple customizations, and xbox live® features that will have you hooked for hours!




new modes: play in single, multiplayer, or in multiplayer xbox live modes.
personalization options: customizable themes, skins, icons, and soundtracks set you apart from the rest.
updated visuals: tetrominoes pop off the screen with intense hd graphics.
multiplayer rivals: crush your opponent in an exhilarating battle with the newest tetris features.



 
xbox.com ",0,0,0,0,0,0,0,0,2,0
Chime, ,0,0,0,0,0,0,0,0,0,0
Gem Quest: 4 Elements,"embark on a thrilling journey through a magical fairy-tale world and restore the 4 elements. the  forces of nature were unleashed and the 4 elements, earth, wind, fire  and water are now in turmoil!  all of a sudden, a land that was full of  life turned into a barren desert, the sky became dark with heavy clouds,  a bitter cold froze all the rivers and the trees perished. only you can  save this once wonderful world! learn about the power of the elements  from the four books of magic, and bring hope back to the people. a long  and arduous path lies ahead of you, but honor and glory will be assured  if you can restore the balance of the elements and save the people from  calamity.
features:


4 books of magic to unlock and study
16 mysterious cards to collect
gripping storyline presented in beautiful animation
64 captivating levels with 20 challenging bonus tasks

http://www.stormcitygames.com/4-elements/ ",0,0,0,0,0,0,0,0,0,0
QUBIC, ,0,0,0,0,0,0,0,0,0,0
Puzzle Chronicles,"puzzle chronicles is an an action rpg with puzzle elements from the makers of the hit game puzzle quest. set in a relatively uncivilized portion of the warlords world of etheria, the game is full of entertaining characters: sinister wizards, huge mythic beasts, evil overlords and mysterious, unexplored forests and mountains. ",0,0,0,0,0,0,0,0,0,3
GRUZCHIK, ,0,0,0,0,0,0,0,0,0,0
Exit DS," 
the stylish and inventive action puzzle game comes to nintendo ds! as professional escape artist mr.esc, players must maneuver through burning buildings and sinking ships as they dodge disaster and save survivors along the way. exit ds makes a smooth return to the portable scene with all-new touch-screen functionality and over 100 stages to solve.
rated e for everyone
 
source: square-enix website ",0,0,0,0,0,0,0,0,0,1
Chameleon,"this puzzle game offers players simple controls that are easy to get into along with competitive play as you attempt to match colors on your playfield. the game features several playable characters along with a bonus character. each character has her own special power, which can be used to hinder the opponent. wireless play and a variety of rule sets bring great replay-ability to this addictive game.
playstation ",0,0,0,0,0,0,0,0,0,1
PictoImage,"
everbody draw!
whether you draw stick figures or virtual masterpieces, jump into        8-player battles where the first team to guess the image being drawn        wins! pick from a huge word list, even add in some of your own words,        and show off your favorite drawings in the gallery.
 
 
* battle it out in a match of wits: fun multiplayer modes pit you        against your friends in an intense battle. eight different modes ensure        the party never stops.
 
* challenge your friends with the ad hoc download feature: party it up        with pictoimage™ – you only need one copy of the game for eight friends        to join in the fun.
 
* enhance your skills with practice mode: featuring tips and tricks to        help improve your game. over ninety different practice examples to        choose from guarantees you’ll be the quickest on the draw.
 
* show off your masterpieces with the picture gallery: become a regular        picasso using the gallery feature. save your drawings to show off to        your friends. it’s like having a digital sketch book in your pocket.
 
nintendo ",0,0,0,0,0,0,0,0,0,0
Hexcells Infinite," hexcells infinite is the third game in the series of ambient logic puzzle games. it includes a new set of 36 puzzles as well as a random puzzle generator and now supports mid-level saving pc/mac/linux.
source: http://www.matthewbrowngames.com/hexcellsinfinite.html ",0,0,0,1,0,0,0,0,0,2
Scribblenauts Unmasked: A DC Comics Adventure,"in scribblenauts unmasked- a dc comics™ adventure, maxwell unites with batman™, superman™ and the rest of the justice league™ to restore order to the dc comics universe!

challenge your imagination as you battle the mightiest villains in an exciting and action-filled adventure through gotham city™, metropolis™, atlantis™ and other iconic locales from the dc comics universe.  enjoy endless replayability with new, dynamic puzzles that feature a different mission every time you play. 
bring out your inner super hero (or villain!) with the all-new hero creator by crafting completely original objects out of parts of existing dc comics characters. then assign unique properties to your creations and use them to solve puzzles, or share them online with friends – which they can use in game or further modify as they like.
official web page
 ",0,0,0,1,0,0,0,0,0,0
aMAZE, ,0,0,0,0,0,0,0,0,0,0
Scribblenauts Unmasked: A DC Comics Adventure,"in scribblenauts unmasked- a dc comics™ adventure, maxwell unites with batman™, superman™ and the rest of the justice league™ to restore order to the dc comics universe!
challenge your imagination as you battle the mightiest villains in an exciting and action-filled adventure through gotham city™, metropolis™, atlantis™ and other iconic locales from the dc comics universe.  enjoy endless replayability with new, dynamic puzzles that feature a different mission every time you play.
official web page ",0,0,0,1,0,0,0,0,0,0
Puyo Puyo Tetris,"two puzzle game juggernauts collide as tetris®, one of the   largest-selling and recognized brands in gaming history, and puyo puyo™   from sega have combined to create a fun-to-play, fast-paced,  competitive  party game like no other! coming to retailers in the  americas and  europe on playstation®4 and nintendo switch™ in april  2017, the game  offers tons of gameplay styles - from single-player  adventure and  challenge modes to ferocious competition with up-to-four  player arcade  modes, for tons of tetris/puyo variety.  plus, an in-game  shop enables  players to unlock new character voices and skins for  puyos and  tetriminos.
source: sega ",0,0,0,0,0,0,0,1,0,1
Sudoku Mania, ,0,0,0,0,0,0,0,0,0,0
USA Today Puzzle Craze,"usa today: puzzle craze is the ultimate game for puzzle lovers. choose the quick-cross, word roundup, up and down words and hidato, all created by official usa today puzzle crafters. ",0,0,0,0,0,0,0,0,0,3
Angry Birds: Star Wars,"
a long time ago in a galaxy far, far away! join an epic adventure with the angry birds in the legendary star wars™ universe! use the force, wield your lightsaber, and blast away pigtroopers on an intergalactic journey.

featuring:


hours and hours of engaging game playing! explore more than 200 levels in iconic locations like tatooine and the pig star.
new gameplay mechanics! use lightsabers, blasters and jedi powers to wreak havoc on the imperial pigs!
level up your birds! keep playing and level up your birds to improve their skills!

source: official site
 ",0,0,0,0,0,0,0,0,0,0
Sneakers,"sneakers is a fun, comical adventure filled with cartoon combat.  players take on the role of a mouse named apollo, who must lead his friends through a human-sized town to battle the enemy.  being mouse-sized offers its own unique advantages and obstacles. a rolling apple could be as dangerous as a tumbling boulder while a small hole in a wall serves as an ideal shortcut.
this title is playable on xbox 360™ with a software emulator. please see http://www.xbox.com/en-us/games/backwardscompatibility.htm for more details.
 
xbox.com ",0,0,0,0,0,0,0,0,0,0
Nancy Drew: The Model Mysteries,"can you unveil the wedding mystery?
weddings are never dull, especially when the bride and groom are famous!  but this is no ordinary occasion—it's plagued by sabotage. you are  nancy drew, bridesmaid and sleuth extraordinaire! can you catch more  than a bouquet to make this a happily ever after? 
weddings are never dull, especially when the bride and groom are famous! but this is no ordinary occasion—it's plagued by sabotage. you are nancy drew, bridesmaid and sleuth extraordinaire! can you catch more than a bouquet to make this a happily ever after?

unravel the knot of scattered clues and interrogate more than 15 suspects across 3 mysteries.
complete 6 mini-games to discover the truth before the wedding is called off.
solve baffling puzzles, search locations, interview evasive suspects and sidestep danger on the hunt for the villain.

http://us.thq.com/us/game/detail/5712 ",0,0,0,0,0,0,0,0,0,0
May's Mystery: Forbidden Memories,"
forbidden memories is an exciting puzzle adventure for the  nintendo ds. follow may, the intelligent and charismatic girl in her  quest to find her missing brother. advance through the adventure by  solving puzzles. with over 270 puzzles to solve, including logic  puzzles, tricky rhythmic games and beautifully hand drawn hidden object  scenes, you will be captivated and immersed in the wonderful world of  may’s mystery. search for clues about may's brother, visit  mysterious locations and meet 40 interesting and unique characters along  the way which will help you in your journey. acquire quests and gather  items to help uncover the truth. solve puzzles that will challenge your  wits in a wide variety of brain-bending situations. if you find a puzzle  that's too difficult, just try some bonus puzzles which will help you  solve the mystery easier!
features:

intriguing storyline adventure with 80 locations 
brain-teasing puzzles 
hidden object scenes 
musical minigames 
270+ total challenges (230 logic puzzles, 25 hidden object games and 13 rhythmic games) 
travel through 4 intriguing worlds, visit mysterious locations and discover well kept secrets 
charming hand-drawn graphics 
meet curious characters along the way who can help you in your journey 
eight music themes 
over 25 hours of gameplay

red wagon games
mastertronic games
 ",0,0,0,4,0,0,0,0,0,2
Bejeweled Twist,"spin, match, explode… wow! it’s a brilliant new way to play bejeweled, from popcap. spin and match explosive gems for shockwaves of fun. rotate jewels to set up electrifying combos, outwit surprising obstacles like locks and bombs, and create high-voltage flame and lightning gems.
when you want to dial up the intensity, go for challenge mode or five-minute blitz. and if relaxing is more your style, kick up your feet with stress-free zen. no matter the mode, you’ll discover new strategies, improve your moves, and find endless ways to win!

rev up, relax, refocus or recharge in four game modes -- classic, zen, challenge and blitz
create flame and lightning power gems, plus elusive and spectacular fruit gems
eye-popping graphics and special effects — plus instant replay!

(publisher) ",0,0,0,0,0,0,0,0,0,0
Harvest Moon: Frantic Farming,"something strange is happening on sunny island! crops are popping up everywhere and growing out of control! if something isn't done soon, the once-tranquil island will be buried in an avalanche of vegetables! it's up to the players to solve the mystery of this produce predicament as they try to tame the crops and gather as many vegetables as they can!
set in the world of the recent ds hit harvest moon: island of happiness, harvest moon: frantic farming continues the tale of the island and its residents. players can choose from 12 playable characters, each with their own unique story! see how the mystery unfolds from each character's perspective, and who they meet along the way!the game features a variety of modes including story mode, the brain-teasing mission mode, and the action-puzzle excitement of score attack and free play modes. players can test their farming skills against their friends and family in multiplayer. players can also unlock character art, music, and some special surprises in their collection room. ",0,0,0,0,0,0,0,0,0,0
Tokimeki Memorial: Taisen Pazurudama, ,0,0,0,0,0,0,0,0,0,0
Snood 2: On Vacation,"welcome back to snood in an all encompassing new style.  same old friends but new twists giving fun to all the family!  we have arrived at snoodville and the action is all go, go, go.  classic snood turned sideways is a massive issue as all the snoods fall to the floor.  once they meet up with three of their own color, all the action starts to happen.  clear the board of all the snoods in classic time limits and play modes and test your skill literally on the edge. 

no more snoods available?!  what do we do now?  we fire a grappling hook to snag the snoods and pull them back to snood central!  then fire them to where we want them to be to make them fall from the board.  sounds simple but watch out!  if you leave a poor snood by itself, you will never finish the game.  circular snood has got me in a spin!  fire the snoods up to the highest levels of gameplay.  watch out-- there are no straight sides to bounce off!  you are in a circular tube and the snoods will bounce and fly everywhere if your angles are wrong.  just when you think you have the game beaten, the whole world rotates and leaves you fighting to stay in the game!

zoo games  ",0,0,0,0,0,0,0,0,0,0
Puyo Pop Fever (JP sales),"get a taste of this addictive, endless fun!
sonic team revamps sega's signature brain teaser with wacky new puzzle pieces and a combo-crazy fever mode!

multiplayer -- obliterate your opponent by linking explosive combinations.
strategy -- completing combinations requires high-speed tactical strategy.
endless fun -- the fun never stops with the availability of multiple modes.
let the addiction set in - fever mode willkeep you glued to your gamepad for weeks.

*back cover* ",0,0,0,0,0,0,0,0,0,1
Angry Birds: Star Wars,"
a long time ago in a galaxy far, far away! join an epic adventure with the angry birds in the legendary star wars™ universe! use the force, wield your lightsaber, and blast away pigtroopers on an intergalactic journey.

featuring:

hours and hours of engaging game playing! explore more than 200 levels in iconic locations like tatooine and the pig star.
new gameplay mechanics! use lightsabers, blasters and jedi powers to wreak havoc on the imperial pigs!
level up your birds! keep playing and level up your birds to improve their skills!

source: official site ",0,0,0,0,0,0,0,0,0,0
echochrome,"featuring an elegant black and white art design inspired by the works of m.c. escher, echochrome™ is a puzzle game unlike any other. with gameplay based on optical illusions, players must utilize five simple laws of perspective to join walkways, hide dangers, and create new paths to reach the “echos,” or shadow guides. once you’ve mastered the five laws, use them to create your own mind-bending levels to play and share with friends using the custom level editor. key features: elegant graphics – simple black-and-white art styleunique gameplay – master perspective puzzles based on optical illusions across 56 challenging levels that are exclusive to the psp® system versioncanvas mode – create your own custom levels to play and share with friends using wireless ad hocsource - www.us.playstation.com ",0,0,0,1,0,0,0,0,0,1
Bomberman Max 2: Blue Advance,"the evil mujoe has shrunk bomberman and max to the size of an ant. now the two must work together to reverse the effects, and stop mujoe's plot to take control of the universe. blast and bomb your way through 80 areas in 5 worlds. link up with the red advance version to unlock hidden bonus areas in both games. link up with up to three friends and challenge them to multiplayer charabom battles.
features:

embark on a huge adventure - blast your way through five worlds of 80 areas loaded with enemies and challenges
play as bomberman in blue advance and max in red advance
collect, raise, breed and battle charaboms in two multiplayer modes (requires game link® cable)

 ",0,0,0,0,0,2,0,0,0,0
Angry Birds: Rio,"what happens when everybody's favourite fierce fowl get caged and  shipped to rio? they get very angry! in angry birds rio, the original  angry birds are kidnapped and taken to the magical city of rio de  janeiro, where they eventually escape their captors and set out to to  save their friends, blu and jewel – two rare macaws and the stars of the  hit motion picture, rio. angry birds rio will pair the physics-based  gameplay of the original game with unique twists based on the film.
 
- rovio entertainment ",0,0,0,0,0,0,0,0,0,0
Junior Mystery Quest,"with its unique visual style and captivating characters, junior mystery quest for nintendo ds will keep kids searching for more clues at every corner! it is the first hidden object game developed exclusively for children. featuring hours of fun game play, junior mystery stories takes you along a strange and exciting adventure where it is up you to solve the mystery of the tibutton family and their missing uncle alester. uncover peculiar and challenging puzzles on your quest and discover just how fascinating the life of a detective can be!  ",0,0,0,1,0,0,0,0,0,0
Challenge Me: Brain Puzzles 2,"

 
challenge yourself with loads more brain boggling puzzles!
 
features:

7 great games including sudoku, towers, number soup & squares
most puzzles generated from new each time you start a new game meaning endless possibilities!
track your progess in challenge mode, where a bar diagram keeps track on your scores & progress
with 4 profiles available there are enough save slots for the whole family!

http://usa.og-international.net/games-details.asp?gameid=84
 

 ",0,0,0,1,0,0,0,0,0,0
Puchi Puchi Virus, ,0,0,0,0,0,0,0,0,0,0
Hello Kitty's Cube Frenzy,"hello kitty's cube frenzy is an action puzzle game, developed by culture publishers and published by newkidco,  which was released in 1999. ",0,0,0,0,0,0,0,0,0,1
Pipe Mania,"
the infectious puzzle classic is back!
pipe mania builds on the infectious playability of the original with        expanded game modes, new themes, new play mechanics, and new pieces to        challenge players of all types and ages.
 
alfonso senior, having made his fortune from the original pipe mania has        retired to his own private island paradise. there’s just one problem -        the island is being ruined by cowboy plumbers. the biggest of them all,        buffalo bonzo is wreaking havoc all over the island. playing as        alfonso’s children, junior and fawcett, it’s up to you to take over the        family business and save the island from pollution.
 
key features:

 over 300 challenging levels 
 build up an island world with all manner of pipelines, such as,          sewers, internet, trains, conveyor belts, electricity and more! 
 a host of characters both help and hinder your progress 
 attacks & damage, new pieces, new play mechanics, and multiple floozes 
 5 game modes: world, arcade, bonus, versus and the updated classic          pipe mania game 
 and a loveable storyline with a great cast of characters! 

nintendo ",0,0,0,0,0,0,0,0,0,1
Mahjong Cub3D,"cube modespin the map around to match tiles from all angles!on a map made of mahjong tiles, match identical tiles to clear them.in a three-dimensional space, rotate the map by holding down either the l or r button and move with the slide pad to observe it from all sides.unlock additional maps by completing maps!begin the game by choosing a course.the course determines the map you will be playing.each course contains a different variety of maps.at first, each course contains only one map, but more are unlocked as each preceding map is cleared.a variety of play options to choose from in the cube mode start menu!in the level menu, you can choose maps, hidden tiles, difficulty, and time limit.during play, a selected tile will be highlighted pink in order to make them more visible.game recordreview your own performance!statistics such as your completion rate, best time, and times played are viewable in the after-game report.classic modeplay classic mahjong solitaire in 3d!!!in classic mode, you can play standard mahjong solitaire using 3d graphics.the map in classic mode consists of mahjong tiles piled vertically.lots of options to choose from!from the classic start menu, one can select maps, hidden tiles, and time limits.once you clear a map, you can replay it as many times as you wish.
 
atlus ",0,0,0,0,3,0,0,0,0,0
Super Puzzle Fighter II,"hailed as the best puzzle game of all time, super puzzle fighter is full of ferocious competition, pint-sized characters and non-stop high-energy insanity. carefully stack the falling coloured gems in strategic combinations and when the moment is right, use the burst gem to shatter your blocks. watch your opponent execute a combo move and rain a volley of counter gems down on your opponent! be the first to fill the other's screen with gems and k.o.! - you win!

choose from 8 pint-sized street fighters and darkstalkers characters
take round after round of coloured gems and strategically line 'em up to create huge power gems
link power gems together for devastating chain combos
invite a friend to join the insanity using the gba game link™ cable.

*back of box (pal) ",0,0,0,0,0,0,0,0,0,2
Brain Voyage,"pack your suitcases and prepare to uncover amazing puzzles around the        world! travel around the world solving puzzles specific to that city!        track marine life off the coast of cape town, restore the ancient        mosaics of beijing, organize the rio carnival, uncover the amazing        secrets of the aztec ruins and much more! each iconic global city that        you visit has a set of 5 puzzles, ranging from the easy to the        elaborately ambitious, all designed by the award-winning genius - dr.        reiner knizia. developed by specialist ds developer razorback        developments, brain voyage, gives the player top quality puzzles while        allowing players to experience the thrill of world travel!
 

 travel to 16 cities around the world, each with a distinct puzzle to          solve! 


 80 puzzles – each puzzle has 5 distinct difficulty levels to master! 


 each puzzle is different every time you play 


 world tour mode and 3 random play mode 


 puzzles are themed round iconic global locations 


 simple, intuitive touch screen controls 


 download play lets you share puzzles with friends 


 reiner’s introductions (and his dancing) will definitely put a smile          on your face 

nintendo ",0,0,0,6,0,0,0,0,0,3
Henry Hatsworth in the Puzzling Adventure,"meet henry hatsworth, a quirky, light-hearted character who players will guide on their journey through a new style of gaming adventure on their nintendo ds. in this two-in-one adventure, players will explore five exotic worlds, fight a variety of opponents, and venture through more than 30 levels, including nearly a dozen hidden levels while taking on outrageous world-ending bosses. the separate worlds on the two nintendo ds screens have a cause and effect inter-relationship, and players choose when to switch between conquering the action-platform realm and mastering the increasingly challenging puzzle world. a wide variety of power-ups will help hatsworth in both of these worlds. players will complete puzzle combinations and defeat puzzle enemies in order to gain power ups, health, and energy to supercharge hatsworth in his adventure. ",0,0,0,0,0,0,0,0,0,3
Sloane to MacHale no Nazo no Monogatari 2, ,0,0,0,0,0,0,0,0,0,0
ChuChu Rocket!,"get ready for cat n' mouse chaos in space!

lead your mice to their get-away rockets before your rivals can sneak the space cats on board!
the communication cables allow frantic action with up to four people using the same cartridge!
create your own characters and puzzles, then trade them!
single player modes with over 2500 unique boards!

- from game back cover ",0,0,0,0,0,0,0,0,0,0
Nikoli's Pencil Puzzle,"brought to you by the world famous puzzle maker nikoli, engage your mind  with 5 diverse and challenging puzzles inside this authentic 3ds puzzle   game! take the game on the go, play on breaks, or relax at home with  this invigorating puzzler. offering a variety of games at several   difficulties, nikoli's pencil puzzle brings fan-favorite puzzles right to your finger tips!
features:

challenge your brain -sharpen your wit in over 600 puzzles spread across     5 entertaining games:     

sudoku - the classic numbers game comes to life in 3-d 
bridges - quickly link all the islands on screen with bridges, making         sure to match the on-screen numbers to the amount of islands you are connecting together 
boxes - divide the board into rectangles where each piece has to be         included with the digit that will be the size of the boxes. 
museum - light up an entire hall without overlapping the lighting         with the limited number of lights given to you. remember, the light illuminates until it hits the wall. 
exclusive 3d puzzle -  unlock an exclusive puzzle, specifically created for the nintendo 3ds.  


choose your controls - utilize 2 sets of controls using either the stylus or     the control pad. 
manage your game - dual screen support with lower screen displaying the     game and the upper screen showing the pieces in 3d. 

http://www.konami.com/games/nikolispencilpuzzle ",0,0,0,3,0,0,1,0,0,4
Bomberman Land Touch!,"bomberman land touch! is coming out for the nintendo ds™ and this version will soon prove to become a perennial favorite among game enthusiasts. there are essentially two games in one as the game has a single-player story mode as well as the classic multiplayer mode.
in the story mode, explore bomber island, a pirate theme park, with the stylus. touch the area where you want to move and your bomberman will go there. you can explore at different speeds depending on where you touch. bomber island is comprised of four zones. spade zone is a port city. diamond zone is mountainous. club zone features jungles and deserts. heart zone is filled with aquatic vistas.
your explorations will inevitably lead you to one of 36 different one-to-four-player mini-games. one game asks you to fish for bombs by drawing ""lines"" with the stylus from a boat to a designated color of bomb. another challenges you to blow out lit fuses through the nintendo ds'™ mic. most mini-games take advantage of both screens, enhancing the action.
every time you complete a mini-game, you earn a piece. pieces open gates all over bomber island. by opening gates, you can reach new places. completing a mini-game in story mode also unlocks the mini game in an attractions mode, where you can later replay all unlocked games either by yourself or with friends. with ds download play capability, you only need one bomberman land touch! cartridge for up to 4 people.
hudson ",0,0,0,0,0,3,0,0,0,0
Tokimeki Memorial: Taisen Pazurudama,"tokimeki memorial taisen pazurudama is a puzzle game, developed and published by konami,  which was released in japan in 1996. ",0,0,0,0,0,0,0,0,0,1
Exit,"exit is an addictive, frenzied puzzle game, exclusive for psp. players will take on the role of “mr. esc,” a professional rescuer whose job it is to save people from just about any situation.  as mr. esc you must conquer numerous obstacles while rescuing people from life-threatening situations! use your wits to brave fires, earthquakes, and other disasters in various settings such as buildings, hospitals, and subways.  undergo a myriad of actions, including running, jumping, climbing onto ledges, and climbing down ropes.  watch out though…if you fall from a high place, get struck by falling objects, get burned, or don’t find the exit in time, you will fail the mission.  
 
intense action puzzler: players use decision-making skills and wits to escape various obstacles while rescuing people from more than 100 different emergencies. additional levels are also available for download.  
do whatever it takes to get everyone out in time: rescue people and find the fastest way out while braving exploding factories, burning buildings and flooding subways. players will climb ladders, move objects, slide down ropes and collect numerous rescue devices to assist them in their missions. 
turn victims into allies: saved characters can be enlisted to help move heavy objects, master tricky obstacles and help each other. 
smooth, stylish character design and movement: accompanying the intense action are some of the most stylish graphics to be seen on the psp system, allowing for a viscerally and aesthetically satisfying experience.
http://www.ubi.com/us/games/info.aspx?pid=4281
 ",0,0,0,0,0,0,0,0,0,1
Frantix,"quick-paced action and challenging levels combine for captivating gameplay, as you race against the clock to solve each puzzle.  be careful though, as the obvious path is not always the best solution and each level is filled with devious creatures, unique obstacles, dangerous hazards, and deadly traps along the way.

unlock more than 150 levels
negotiate unique obstacles, hazards and traps
avoid deadly enemies and creatures
 ",0,0,0,0,0,0,0,0,0,0
Smart Bomb,"the player has to defuse the bombs in a game of high tensions, quick wits, and fast, frantic puzzle solving. smart bomb is the perfect game for a quick hit of gaming fun.each bomb is made up of a series of puzzles designed to obstruct the player from getting to the detonator - the heart of the bomb. by skillfully solving each puzzle, the player will gain more time to take on the disarming of the detonator.the puzzles take full advantage of the 3d environments possible on the new psp®. navigation in, around, and through the bombs gives the player such a feeling of immersion that the psp feels like a time bomb in your hands.
 
www.us.playstation.com ",0,0,0,2,0,0,0,0,0,1
Bomberman Jetters,"the hige hige bandits are at it again as they set out to destroy planet bomber by crashing dark star, their artificial world, into it.  as bomberman, players must destroy the four powerful engines of dark star before it is too late and planet bomber is obliterated.

up to four players can go head-to-head in the multiplayer games  
switch control between bomberman and max while playing.  
lots of new mini-games and multiplayer games!  
all new charaboms with special abilities that grow stronger as the charabom evoles

majesco ",0,0,0,0,0,1,0,0,0,0
Me & My Katamari (JP sales),"
take the adventure on the road as the prince or one of his many cousins, rolling up objects in order to create islands for a bunch of homeless animals. enjoy fun and quirky gameplay, accompanied by a wonderfully varied soundtrack.
 
source: us.playstation.com
 ",0,0,0,0,0,0,0,0,0,0
Puzzler Mind Gym 3D,"puzzler mind gym® 3d offers you a daily program of brain exercises and  puzzles in 3d, designed to help you make the most of your mind. improve  your capabilities in four categories you use every day: visual,  memorization, word-based, and numerical. brought to you by puzzler, in  conjunction with professor ian robertson, an internationally recognized  neuroscientist and expert on cognitive rehabilitation. keep your brain  active! key features exercise your mind choose among an extensive selection of games covering four categories:  visual, memorization, word-based, and numerical, all of which are  designed in 3d to exercise the mind in various ways. mind gym challenges stimulate your brain daily with a set of puzzles presented by the  professor. at the end of each challenge, detailed statistics and an  overall grade help you to assess your performance. play as you like play through each session from start to finish, or select from any of  the 90 daily programs at any time and choose preferred game types at  your leisure. profile progress tracker monitor your improvement as the tracker automatically records your progress over time. professor’s strategies and tips get expert advice from the professor as you play, providing you with  useful tips on exercising the mind, both inside and outside the game. as  you complete challenges, learn about the different areas of the brain  and their associated functions with on-screen 3d brain models.
- www.ubi.com/us/games/info.aspx?pid=10098 - ",0,0,0,2,0,0,0,0,0,0
SafeCracker: The Ultimate Puzzle Adventure,"as an expert safecracker, you are hired by the wealthy family of a        recently deceased billionaire to search for the last will and testament        of their late relative, duncan w. adams. an avid safe collector and an        “eccentric” to say the least, adams has hidden the deed to his riches in        one of the 35 safes scattered in his extravagant mansion.
the stakes are high. use your expertise, wits, and puzzle-solving skills        to crack them all and earn your pay check!

 a challenging puzzle adventure game with 35 unique safes to crack 
 many creative and clever puzzles that are truly unique 
 explore over 30 lavish and intriguing rooms of an extravagant mansion 
 decipher unexpected clues inside each safe that will help you open the          others ultimately leading you to the master safe 
 non-linear approach to exploration of the mansion and safecracking 
 ",0,0,0,1,0,0,0,0,0,1
Qubed,"triple play perfection! - the ultimate arcade bundle contains three award-winning audiovisual masterpieces created by game guru tetsuya mizuguchi. prepare yourself for a mind-blowing mix of furious, addictive action, stunning graphics and sensational soundtracks.
rezhd - target enemies and hack the system while creating your own beats in this legendary fast-paced action-shooter. five mind-blowing levels featuring unique visual styles, musical tracks and legendary boss battles. play in regular or score attack mode. go to the beyond mode and try direct assault, lost mode, the free play trance mission, or take on all the bosses consecutively in boss rush.
lumines live - feel the addictive pull of frenetic puzzle action merged with dazzling background videos and mesmerizing music. this updated version of the super-popular original features newly designed skins and full multiplayer mode, including head-to-head online battles and downloadable content.
every extra extend extreme - you control a ship that can detonate at any time, exploding nearby enemies, who explode other enemies in massive chain reactions. time your self-destruction perfectly and extend the game life, all to the synchronized thumping beats of club music. features five game modes, including multiplayer mayeh, and the ability to add your own music.
-atari.com ",0,0,0,0,0,0,0,0,0,1
Bust-A-Move 2 Arcade Edition, ,0,0,0,0,0,0,0,0,0,0
Wetrix,"a rainstorm so fierce, it will keep you from leaving your home for the next six months.
wetrix just might be the most addictive puzzle game of all time. using randomly shaped 3d blocks as they fall from the sky, you must create a series of lakes and dams before the heavy rains appear. because if the water drains, you lose! sound simple? well, mix in a few natural disasters and bomb attacks, and suddenly you need to muster all your strategy and skill to combat nature's fury!

single and multi-player modes.
numerous viewing perspectives.
amazing 3d graphics.

- from game's back cover ",1,0,0,0,0,0,0,0,0,1
Line Rider 2: Unbound,"boy grabs sled. boy rides sled. a simple concept yields endless fun and the latest internet phenomenon is born! in line rider the player draws their own landscape with a simple pencil tool creating as many ramps, hills, and jumps as they can imagine. then they send a virtual sledder careening down the course until he wipes out. the possibilities in line rider are only limited by the player's imagination.

nintendo ",0,0,0,0,0,0,0,0,0,0
Crush,"exclusive to psp, crush is an altogether new concept in multi-dimensional puzzle gameplay.trapped in a life most difficult, our pyjama-clad hero has found himself tormented by worry and mental strife. he's a nervous wreck, plagued by sleepless nights that leave him too tired to turn his life around. a good night's shuteye has become as elusive as a dream.but it is in a bizarre, dreamy vision that our unlikely adventurer is given one last hope; a very strange opportunity to sort through the wreckage of his mind and restore his sanity, along with his sleep.puzzle your way across 40 brain-twisting levels, exploiting a brilliantly surreal ability to switch perspectives from 3d to 2d to conquer your challenges. changing your perspective on things will do more than alter your view; shift platforms and objects, activate machinery, cause immense chain reactions in the environment and overcome your enemies - it's all in the power of perspective. ",0,0,0,0,0,0,0,0,0,1
7 Wonders of the Ancient World,"journey where no one has ever gone before. travel to the great pyramid of giza, the hanging gardens of babylon and trek through the mediterranean islands to behold the glory of ancient greece.
your mission is to build the 7 wonders of the ancient world. time is short and the journey is filled with peril. you must match three same-colored magical rune coins to supply your workers with the building stones needed to create the seven wonders.
embark through sands of time on your journey through 49 colorful and challenging levels. collect valuable power-ups and make sure you keep a watchful eye out for secret bonuses. see if you have what it takes to conquer this action-adventure puzzler!

 49 colorful and challenging levels 
 learn historical information about the 7 wonders from ""the professor"" 
 collect exciting power-ups and secret bonuses 
 replay the game a second and third time, both with increasing          difficulty for a total of 147 levels of game play 
 free-play mode allows you to go back and play any completed level, any          time you like 

nintendo.com ",0,0,0,0,0,0,0,0,0,0
Wordfish,discover new words and learn how to spell them through six different mini-games in wordfish. ,0,0,0,0,0,0,0,0,0,0
Soul Bubbles,"
the most refreshing breath of air on the nintendo ds!
using your stylus, save lost spirits by steering them to safety in        mystical bubbles. the spirits are fragile and need your protection as        you navigate across numerous levels, throught eight dark-and sometimes        hostile-worlds. master your bubble control skills and become a true        spirit herder!
 
nintendo ",0,0,0,0,0,0,0,0,0,0
